dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,compile_fx.<locals>.bw_compiler,CachingAutotuner.autotune_to_one_config
cuda,AlbertForMaskedLM,4,13.885267,11.928738,4.359174,2.110218,8.929395,3.283581,1.163713,0.151601,1.338040,8.109573,0.805434
cuda,AlbertForQuestionAnswering,4,13.953756,12.014334,4.391177,2.280063,8.783185,3.046495,1.149065,0.146825,0.927840,7.690955,0.409582
cuda,AllenaiLongformerBase,4,59.001767,50.233920,30.097815,7.952307,36.123334,15.628720,5.266291,0.455830,16.184077,0.673977,30.538398
cuda,BartForCausalLM,4,19.535948,16.059220,7.729159,2.377516,10.793316,3.554920,1.687402,0.316715,2.215935,2.342779,7.772379
cuda,BartForConditionalGeneration,2,48.804637,40.095543,18.462224,7.303858,23.822450,10.444535,5.113843,1.201440,0.594183,1.251171,13.560862
cuda,BertForMaskedLM,16,18.829095,15.231602,6.450872,2.561081,9.256851,3.974734,1.708541,0.314370,1.798911,7.286490,1.441766
cuda,BertForQuestionAnswering,16,18.884665,15.326794,6.562254,2.576419,9.442220,4.110511,1.715834,0.309506,1.413215,6.996090,1.002901
cuda,BlenderbotSmallForCausalLM,64,12.404556,10.228945,4.502227,1.557953,6.943830,2.301330,1.147085,0.193753,2.768156,6.845265,2.498032
cuda,BlenderbotSmallForConditionalGeneration,64,32.378281,26.501854,12.045515,4.508849,15.450607,6.930998,2.888091,0.654263,1.985034,1.817093,10.098872
cuda,CamemBert,16,18.932706,15.314342,6.502255,2.553692,9.322282,3.984587,1.710711,0.310648,0.696301,6.190621,0.335898
cuda,DebertaForMaskedLM,4,31.880325,24.866689,14.939873,3.535940,18.044887,5.085989,2.478725,0.384449,15.163447,0.945521,22.080218
cuda,DebertaForQuestionAnswering,8,32.490547,25.410454,15.361543,3.515175,18.410218,5.104512,2.478312,0.383754,16.193492,1.831269,23.033423
cuda,DebertaV2ForMaskedLM,1,50.369823,36.782436,19.294662,5.049879,22.127749,6.390371,3.424109,0.689753,34.614141,1.498022,42.970619
cuda,DebertaV2ForQuestionAnswering,2,51.001746,37.157582,19.226766,5.746840,22.685007,7.588003,3.951669,0.691815,34.531016,0.551060,44.210530
cuda,DistilBertForMaskedLM,128,10.176692,8.588917,3.957109,1.485638,5.654108,1.878316,0.927248,0.142255,1.385580,4.632469,1.149138
cuda,DistilBertForQuestionAnswering,256,10.311568,8.723978,4.041683,1.313724,6.016698,1.905185,0.925999,0.131806,0.802966,4.155031,0.552115
cuda,DistillGPT2,16,10.165157,8.672962,4.600752,1.386458,6.672600,2.024647,0.877984,0.119809,1.690451,1.878512,5.204296
cuda,ElectraForCausalLM,32,20.914158,17.289227,8.351498,2.593457,13.899386,4.142828,1.793956,0.318171,3.658365,3.036942,11.926084
cuda,ElectraForQuestionAnswering,64,18.971485,15.406074,6.536294,2.596168,11.480008,4.044159,1.732766,0.313760,2.126163,9.788051,1.738344
cuda,GPT2ForSequenceClassification,4,16.433662,13.380793,5.830070,2.844517,8.558880,3.506806,1.582154,0.264799,1.758097,7.440523,1.399679
cuda,LayoutLMForMaskedLM,16,21.298146,17.426527,8.307048,2.662370,11.165902,4.130034,1.763820,0.325302,1.773766,1.823468,7.418439
cuda,LayoutLMForSequenceClassification,16,21.131074,17.327360,8.402367,2.619600,12.886775,4.892832,2.007264,0.312124,6.268661,6.298202,13.493922
cuda,M2M100ForConditionalGeneration,16,45.946664,37.443928,16.555398,6.535054,23.553191,9.181082,4.314782,0.897553,4.215586,11.365129,18.338743
cuda,MBartForCausalLM,4,19.937905,16.496463,8.251492,2.515486,11.589340,4.020407,1.744714,0.336940,1.995103,2.093891,7.965307
cuda,MBartForConditionalGeneration,2,47.897624,39.167332,17.312796,7.575980,23.633089,11.797851,4.517901,1.324870,0.907864,0.586809,15.119980
