,Compiler,torchbench,huggingface,timm_models
eager,eager,0.99x,1.00x,1.00x
aot_eager,aot_eager,0.85x,0.87x,0.88x
aot_cudagraphs,aot_cudagraphs,0.43x,0.37x,0.33x
aot_nvfuser,aot_nvfuser,0.90x,0.0x,0.84x
inductor,inductor,0.87x,0.83x,0.97x
