,Compiler,torchbench,huggingface,timm_models
eager,eager,"100%, 50/50","100%, 43/43","100%, 61/61"
aot_eager,aot_eager,"96%, 48/50","98%, 42/43","100%, 61/61"
aot_cudagraphs,aot_cudagraphs,"88%, 44/50","88%, 38/43","97%, 59/61"
aot_nvfuser,aot_nvfuser,"68%, 34/50","0%, 0/43","93%, 57/61"
inductor,inductor,"70%, 35/50","81%, 35/43","85%, 52/61"
