,Compiler,torchbench,huggingface,timm_models
eager,eager,1.00x,1.01x,1.00x
aot_eager,aot_eager,1.00x,1.00x,1.00x
aot_cudagraphs,aot_cudagraphs,1.17x,1.37x,1.05x
aot_nvfuser,aot_nvfuser,1.14x,0.0x,1.14x
inductor,inductor,1.77x,2.20x,1.31x
