dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function
cuda,adv_inception_v3,128,13.036984,6.827788,6.811482
cuda,beit_base_patch16_224,64,8.890896,4.604226,4.588154
cuda,botnet26t_256,128,6.230674,3.032384,3.017658
cuda,cait_m36_384,4,31.353017,17.106403,17.085758
cuda,coat_lite_mini,128,8.239367,4.611692,4.596469
cuda,convit_base,64,9.206450,5.388088,5.373058
cuda,convmixer_768_32,32,6.887489,5.122831,5.105981
cuda,convnext_base,64,13.134132,5.881361,5.865941
cuda,crossvit_9_240,128,13.637105,7.718054,7.701395
cuda,cspdarknet53,64,11.206717,5.083627,5.068679
cuda,deit_base_distilled_patch16_224,64,7.472995,4.017552,4.002387
cuda,dla102,128,14.605733,7.667250,7.650007
cuda,dm_nfnet_f0,128,11.810523,5.415541,5.400889
cuda,dpn107,32,19.896919,9.624623,9.607212
cuda,eca_botnext26ts_256,128,7.035455,3.624055,3.609456
cuda,ese_vovnet19b_dw,128,4.688754,2.147751,2.133182
cuda,fbnetc_100,128,9.762393,4.348714,4.333395
cuda,fbnetv3_b,128,17.240657,8.490918,8.474650
cuda,gernet_l,128,9.032441,4.005596,3.990957
cuda,ghostnet_100,128,15.116284,7.199363,7.182930
cuda,gluon_inception_v3,128,12.907852,6.772524,6.756716
cuda,gluon_xception65,32,17.012069,8.823599,8.799574
cuda,gmixer_24_224,128,13.117586,7.204896,7.188817
cuda,gmlp_s16_224,128,12.476210,6.554286,6.534363
cuda,hrnet_w18,128,35.648322,25.881500,25.853525
cuda,inception_v3,128,12.904667,6.757730,6.741422
cuda,jx_nest_base,32,15.160569,8.137170,8.120717
cuda,lcnet_050,128,5.016483,2.587442,2.573179
cuda,mixer_b16_224,128,6.714364,3.492504,3.472588
cuda,mixnet_l,128,16.386560,7.644099,7.628452
cuda,mnasnet_100,128,7.680004,3.579942,3.564915
cuda,mobilenetv2_100,128,7.930764,3.771048,3.755257
cuda,mobilenetv3_large_100,128,8.430582,4.104923,4.089720
cuda,mobilevit_s,64,11.556762,5.958102,5.936595
cuda,nfnet_l0,128,11.127188,5.677279,5.661119
cuda,pit_b_224,64,8.492153,4.587711,4.571097
cuda,pnasnet5large,16,26.235615,17.744098,17.720034
cuda,poolformer_m36,64,14.161145,6.128248,6.112067
cuda,regnety_002,128,8.769962,3.952946,3.937229
cuda,repvgg_a2,128,8.870442,3.838144,3.823266
cuda,res2net101_26w_4s,64,24.813339,13.954937,13.935397
cuda,res2net50_14w_8s,128,22.788396,13.258835,13.240474
cuda,res2next50,128,12.383852,7.053500,7.037110
cuda,resmlp_12_224,128,5.603473,2.578743,2.564209
cuda,resnest101e,64,24.594302,13.265885,13.245284
cuda,rexnet_100,128,11.284950,5.444634,5.428072
cuda,sebotnet33ts_256,64,8.965689,4.640807,4.625993
cuda,selecsls42b,128,5.817990,3.198801,3.183108
cuda,spnasnet_100,128,9.554676,4.379586,4.230258
cuda,swin_base_patch4_window7_224,64,19.705469,10.712359,10.695571
cuda,swsl_resnext101_32x16d,32,13.890393,7.567840,7.546174
cuda,tf_efficientnet_b0,128,10.523198,5.328427,5.313013
cuda,tf_mixnet_l,128,17.287160,7.806328,7.790496
cuda,tinynet_a,128,12.274324,6.177850,6.161842
cuda,tnt_s_patch16_224,128,16.873437,9.566955,9.551045
cuda,twins_pcpvt_base,64,23.684351,13.010261,12.992831
cuda,visformer_small,128,6.315532,3.392306,3.377083
cuda,vit_base_patch16_224,64,7.298301,3.953290,3.938063
cuda,volo_d1_224,64,12.172349,6.874539,6.858261
cuda,xcit_large_24_p8_224,5,28.464269,15.546905,15.527942
