dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,CachingAutotuner.benchmark_all_configs,compile_fx.<locals>.bw_compiler
cuda,BERT_pytorch,16,23.717085,20.773485,17.853040,10.407719,2.261715,16.047795,4.142052,1.807212,0.261634,23.945070,8.080745
cuda,Background_Matting,4,20.314783,18.258620,15.048053,8.186494,2.363644,14.842482,5.158238,2.718042,0.213241,27.980986,9.204491
cuda,LearningToPaint,96,13.229259,12.335964,8.466780,5.636618,1.173029,9.318298,1.093882,0.656415,0.068554,23.688186,4.929143
cuda,Super_SloMo,6,20.492057,18.447568,15.724551,9.193867,2.397020,14.004377,5.243046,2.434670,0.126450,7.334100,7.966555
cuda,alexnet,128,5.913856,5.607986,2.369515,2.025666,0.172751,5.563606,0.844643,0.279464,0.012346,3.720167,3.613016
cuda,attention_is_all_you_need_pytorch,256,23.749530,21.069676,18.005659,10.091308,2.104302,16.889276,4.406123,1.945164,0.340130,31.262935,9.104963
cuda,dcgan,32,5.734825,5.456105,2.226116,1.744353,0.177790,2.713249,0.304349,0.096554,0.010831,1.161530
cuda,demucs,4,12.515638,11.724095,8.375297,7.467897,0.418605,12.506776,1.014087,0.524352,0.031738,8.527794,5.482625
cuda,densenet121,4,47.560158,42.983102,39.496391,22.456028,7.054801,33.480757,12.699218,5.206367,0.673330,53.831603,18.572097
cuda,dlrm,1024,4.427502,4.128874,1.718350,1.270443,0.297760,2.642649,0.337020,0.133520,0.014685,1.683244
cuda,drq,1,5.700824,5.252801,2.500021,2.125538,0.111738,3.623056,0.117230,0.070405,0.013389,1.620208
cuda,fastNLP_Bert,6,23.213915,19.998842,17.442672,10.848050,1.796411,15.843855,3.344542,1.730473,0.275599,6.876872,6.958262
cuda,functorch_dp_cifar10,64,10.691550,9.975539,7.330038,4.786588,1.188903,9.909955,1.966964,0.845309,0.056247,34.996098,6.382598
cuda,hf_Albert,8,26.207215,24.297244,20.420488,14.701197,1.624918,23.213886,2.754091,1.435386,0.151914,9.485907,10.803145
cuda,hf_Bart,4,30.156497,24.236758,21.437990,12.861891,2.301509,20.050854,4.000801,2.600583,0.277422,3.637307,9.709978
cuda,hf_Bert,4,22.622132,18.479436,15.921513,9.567814,2.160967,14.677548,2.932292,1.594883,0.268257,8.253086,7.431571
cuda,hf_Bert_large,4,36.721997,28.789583,26.194269,13.522032,3.307564,21.919381,6.643232,3.062490,0.728424,11.575261,12.359678
cuda,hf_BigBird,2,68.925128,58.096845,55.268811,27.400453,9.060192,44.924348,19.842286,9.956719,0.567687,8.263324,27.224028
cuda,hf_DistilBert,8,15.278552,13.783374,9.807647,6.422663,0.922346,10.771772,1.932441,0.864654,0.111888,5.311863,5.362534
cuda,hf_GPT2,4,21.705021,18.633313,15.350373,8.935032,1.829910,12.549165,3.569680,1.587831,0.236360,2.707400,5.604462
cuda,hf_GPT2_large,4,48.078499,38.332905,35.596108,17.476029,5.987193,25.741473,11.038881,4.710298,1.230897,1.959749,14.719122
cuda,hf_Longformer,2,78.015183,68.373484,65.583724,42.105931,8.763664,55.370407,21.917918,7.671776,0.432194,6.908925,22.714338
cuda,hf_Reformer,4,20.288116,17.908449,15.322400,12.888335,0.926312,16.466804,1.194270,0.680063,0.054147,5.089219,4.595424
cuda,hf_T5,8,30.238531,25.693946,23.072804,14.786518,2.105705,21.372525,3.703208,1.661958,0.259266,8.679076,8.904419
cuda,hf_T5_large,2,85.792451,68.146532,65.251318,32.453833,8.266629,47.448591,15.993834,6.495652,1.709634,35.657655,24.925617
cuda,lennard_jones,1000,4.535249,4.288061,1.422087,1.201104,0.030062,2.201348,0.068477,0.164917,0.006158,1.037038
cuda,mnasnet1_0,32,21.739766,19.898735,16.569578,9.898901,2.207017,15.210204,3.522780,1.731716,0.193025,70.928178,7.873580
cuda,mobilenet_v2,96,22.641005,20.809062,17.468394,10.599044,2.367033,16.020554,3.977358,1.890727,0.222007,95.598540,7.978317
cuda,mobilenet_v3_large,32,22.928069,20.867488,17.554483,10.294874,2.474710,17.055881,3.938776,1.890412,0.224616,95.045775,9.422623
cuda,nvidia_deeprecommender,256,5.372986,4.917294,1.763431,1.391916,0.108565,4.552519,0.082400,0.058196,0.008683,3.279652,0.496141
cuda,phlippe_densenet,128,24.364712,22.435620,19.060806,12.554406,2.535692,19.148556,4.005722,2.349432,0.212773,124.911169,9.317505
cuda,phlippe_resnet,128,10.748956,9.927336,6.687003,4.168342,0.853758,7.152860,0.902223,0.617492,0.063044,13.918976,3.904797
cuda,pytorch_CycleGAN_and_pix2pix,1,11.518839,10.772679,7.511840,4.768617,0.908333,8.581362,1.786080,0.908414,0.061716,14.155697,4.782469
cuda,pytorch_stargan,16,12.217780,11.438261,8.170116,5.224765,0.864008,8.962871,1.108590,0.489588,0.056712,27.639215,4.678188
cuda,pytorch_struct,200,7.285026,6.854175,3.927323,3.321729,0.130676,7.102871,0.162543,0.115313,0.019310,11.634555,3.927989
cuda,pytorch_unet,1,13.670914,12.652183,9.444575,6.308715,1.040344,10.989038,2.126426,1.030605,0.078061,28.159415,5.800946
cuda,resnet152,32,43.647907,38.354139,34.913823,15.061628,7.127250,20.890399,8.227541,4.052755,0.922585,31.900080,13.520043
