dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,CachingAutotuner.benchmark_all_configs,compile_fx.<locals>.bw_compiler
cuda,BERT_pytorch,16,24.609709,21.596095,18.401260,10.211605,2.322582,15.503889,4.114389,1.800560,0.259658,10.163997,23.888236,17.954662
cuda,Background_Matting,4,21.342826,19.371145,15.784428,8.905126,2.336653,15.664639,4.993296,2.693645,0.209527,12.054018,28.522513,21.330326
cuda,LearningToPaint,96,13.094851,12.229221,8.468333,5.827049,0.926601,9.801027,1.096504,0.663095,0.068728,12.192173,23.966864,17.166589
cuda,Super_SloMo,6,21.681490,19.434165,16.144248,9.392562,2.406926,14.457394,5.214638,2.414806,0.123793,7.601384,8.051319
cuda,alexnet,128,6.132466,5.830248,2.490076,2.143943,0.169817,5.714154,0.857752,0.282335,0.012238,5.052202,8.801897,4.896754
cuda,attention_is_all_you_need_pytorch,256,24.115109,21.420111,18.203647,10.217875,2.078693,16.985465,4.331713,1.932220,0.336082,14.779284,31.513274,23.825389
cuda,dcgan,32,5.975250,5.697181,2.415212,1.956381,0.177999,2.956439,0.294760,0.097706,0.010764,0.113836,1.305629
cuda,demucs,4,12.641270,11.862226,8.494818,7.746958,0.411778,12.670572,0.902029,0.523833,0.031863,5.642687,8.951559,11.003109
cuda,densenet121,4,47.550651,43.030096,39.574062,22.447478,6.546218,33.435404,12.785910,5.216979,0.679522,28.698301,56.070849,46.734790
cuda,dlrm,1024,4.467866,4.176926,1.820603,1.367125,0.161472,2.767829,0.338144,0.133090,0.014692,0.120027,1.694610
cuda,drq,1,8.150869,7.689482,3.382390,3.004002,0.113166,4.787868,0.116691,0.075759,0.013339,0.391037,2.300323
cuda,fastNLP_Bert,6,26.377091,23.273379,19.335140,12.743935,1.802623,18.261133,3.514741,1.738094,0.279290,0.341794,6.557084,7.832265
cuda,functorch_dp_cifar10,64,10.390494,9.688990,7.092063,4.570172,1.167570,9.671724,1.953339,0.833955,0.057870,27.002344,35.866150,33.340270
cuda,hf_Albert,8,21.306997,19.459171,16.959182,11.492061,1.602437,18.523256,2.922627,1.429267,0.149656,2.697661,10.069948,11.472165
cuda,hf_Bart,4,29.274975,23.359177,20.543519,12.242448,2.300721,19.011821,3.548321,2.353658,0.277544,4.150638,3.613087,13.442200
cuda,hf_Bert,4,22.404081,18.461286,15.917839,9.338342,1.743534,14.726586,2.921980,1.587556,0.272444,0.551898,8.195939,7.846366
