dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,CachingAutotuner.benchmark_all_configs,compile_fx.<locals>.bw_compiler
cuda,AlbertForMaskedLM,4,22.840157,20.978286,17.976614,12.417433,1.608348,22.392017,2.910178,1.420768,0.148075,3.317424,7.452291,15.042849
cuda,AlbertForQuestionAnswering,4,21.307403,19.451976,16.415623,10.826908,1.581053,19.733613,2.877211,1.413922,0.146099,1.164619,3.657480,11.794490
cuda,BartForCausalLM,4,23.061674,19.670490,16.624829,10.717337,1.677635,16.947852,2.684934,1.748341,0.202764,3.456094,1.841445,11.538659
cuda,BartForConditionalGeneration,2,40.584864,33.387369,30.586584,14.630935,4.360604,22.022652,7.840873,3.871587,1.077797,0.734900,0.433486,12.902252
cuda,BertForMaskedLM,16,24.369118,20.040066,16.708521,9.857435,1.688220,17.325732,2.929957,1.585746,0.266348,0.544273,6.655242,9.864782
cuda,BertForQuestionAnswering,16,23.648937,19.549515,16.621775,9.580645,1.719927,15.281534,2.976900,1.610267,0.275279,0.195712,6.022442,7.782838
cuda,BlenderbotSmallForCausalLM,64,17.644320,15.260237,11.848797,7.916551,1.117699,15.373817,1.875196,1.167421,0.136020,3.378340,2.420085,12.073018
cuda,BlenderbotSmallForConditionalGeneration,64,28.082011,23.484658,20.344516,9.909582,2.595609,16.441367,5.018485,2.538226,0.558106,1.519378,2.321794,10.910737
cuda,CamemBert,16,24.872801,20.318427,16.975065,10.082747,1.702648,16.165440,2.929525,1.577616,0.269119,0.544414,5.039419,8.491524
cuda,DebertaForMaskedLM,4,28.105761,22.885157,19.659512,13.607205,1.682133,21.812708,3.055593,1.817282,0.267424,15.289058,3.243752,25.444808
cuda,DebertaForQuestionAnswering,8,28.639467,23.288255,20.487715,14.272330,1.704329,23.428705,3.106752,1.832873,0.268391,17.001895,3.005137,28.138864
cuda,DebertaV2ForMaskedLM,1,38.460830,28.409183,25.180933,14.596310,2.159414,21.775332,3.465570,2.365146,0.512859,34.487898,1.302311,44.329425
cuda,DebertaV2ForQuestionAnswering,2,35.735483,25.759554,22.571830,11.971511,2.513858,19.453223,4.407386,2.932986,0.531125,34.874252,45.370526
cuda,DistilBertForMaskedLM,128,15.390841,13.885791,10.529316,7.060800,0.933371,11.138577,1.760482,0.876026,0.116463,3.422761,8.454644,8.517552
cuda,DistilBertForQuestionAnswering,256,15.437162,13.909796,10.548372,7.035802,0.941584,11.481995,1.808359,0.867052,0.111755,3.487715,9.738645,8.959552
cuda,DistillGPT2,16,14.792161,13.160738,9.810339,6.512886,1.011167,10.817587,1.909963,0.881738,0.102120,1.003631,2.144403,6.399451
cuda,ElectraForCausalLM,32,29.562967,25.482787,22.095184,15.173373,1.782215,28.405905,3.261047,1.716892,0.276751,2.239444,12.480367,17.427613
cuda,ElectraForQuestionAnswering,64,24.275241,20.232338,16.936112,10.020946,1.765933,20.049929,3.041319,1.631848,0.280149,0.296243,6.523833,12.258315
cuda,GPT2ForSequenceClassification,4,20.647164,17.545903,14.437617,8.521190,2.088964,11.756452,3.089493,1.596408,0.238056,0.274223,1.532671,5.751438
cuda,GoogleFnet,16,17.913606,15.905389,12.611933,9.326901,1.072763,17.323367,1.681307,0.898813,0.119180,3.911056,2.077477,13.094524
cuda,LayoutLMForMaskedLM,16,26.230847,22.243123,18.887177,11.918055,1.761074,19.692789,3.224987,1.642085,0.271146,2.998002,6.241819,12.707914
cuda,LayoutLMForSequenceClassification,16,25.299794,21.391410,18.429285,11.676103,1.784626,19.553120,3.273403,1.681260,0.276354,5.278286,8.680776,15.114920
cuda,M2M100ForConditionalGeneration,16,46.313614,37.291619,34.072370,18.784300,4.070969,30.726038,7.089515,4.323779,0.592727,17.322460,21.180353,33.768057
cuda,MBartForCausalLM,4,22.925153,19.528236,16.456802,10.552476,1.718526,17.564658,2.770344,1.774053,0.201611,3.429602,1.846491,12.335629
cuda,MBartForConditionalGeneration,2,42.957144,35.682637,32.871383,16.689063,4.167763,24.180023,8.228418,4.010778,1.063374,0.765565,0.391829,13.151682
cuda,MT5ForConditionalGeneration,16,40.459510,34.697984,31.472735,19.401774,3.194426,29.233858,4.998217,2.261052,0.386004,39.770259,73.897221,53.111918
cuda,MegatronBertForCausalLM,4,38.663213,30.321685,27.592842,14.651547,3.520120,22.613744,7.009715,3.247447,0.763771,1.450993,11.906775,13.274023
cuda,MegatronBertForQuestionAnswering,8,38.608019,30.335465,27.544450,14.613830,3.452598,22.992925,6.885591,3.203918,0.722946,1.945572,9.847466,14.111539
cuda,MobileBertForMaskedLM,64,58.319142,40.975947,37.533434,15.080931,5.040977,32.021127,9.769934,5.666540,2.357937,19.279445,40.430095,41.828947
cuda,MobileBertForQuestionAnswering,128,56.433075,39.507797,36.827729,15.380239,5.063436,33.014165,9.737087,5.712951,2.436542,15.736432,34.826609,39.002839
cuda,PLBartForCausalLM,8,18.890811,16.946496,13.696948,10.561669,0.942820,16.303698,1.539327,0.931131,0.106069,2.661008,1.556811,9.441915
cuda,PLBartForConditionalGeneration,4,30.807097,25.903900,22.639198,14.625527,2.217905,22.814181,3.465717,2.181663,0.275929,3.000057,2.153623,13.627387
cuda,PegasusForCausalLM,32,22.317862,19.033929,15.729162,9.741618,1.668314,16.518552,2.693373,1.726394,0.200910,3.978753,2.296630,12.595574
cuda,PegasusForConditionalGeneration,32,41.361902,37.277273,33.991355,17.660523,3.879589,26.309929,7.405133,3.882612,0.709611,2.177113,1.860237,15.103010
cuda,RobertaForCausalLM,16,27.302495,22.686481,19.506270,12.562541,1.729065,17.955538,3.051175,1.635286,0.268849,0.552393,5.393589,7.841634
cuda,RobertaForQuestionAnswering,16,24.604727,20.272675,17.064569,10.157933,1.694598,14.784355,2.916566,1.578493,0.263758,0.192663,4.687417,6.678356
cuda,Speech2Text2ForCausalLM,256,17.402111,15.593524,12.458090,9.394382,0.794384,14.972106,1.447708,0.880083,0.105927,2.383712,3.566767,8.844121
cuda,T5ForConditionalGeneration,4,32.997251,28.770082,25.505396,16.717348,2.115153,23.469490,3.402601,1.829705,0.257867,3.782754,10.769117,12.865849
cuda,T5Small,4,32.765646,28.559856,25.324159,16.598178,2.120009,23.543171,3.407709,1.816389,0.258058,4.233475,11.031540,13.515227
cuda,XGLMForCausalLM,8,34.623469,29.159719,26.079328,13.928294,3.725616,23.214710,6.026851,3.703603,0.415673,8.823981,5.244863,22.191529
cuda,YituTechConvBert,16,32.996950,27.118298,23.872255,13.420431,2.950033,24.871200,5.201599,2.501886,0.457425,1.040430,16.654280,15.692356
