dev,name,batch_size,_compile,OutputGraph.call_user_compiler
cuda,AlbertForMaskedLM,4,2.579056,0.000248
cuda,AlbertForQuestionAnswering,4,2.547619,0.000254
cuda,AllenaiLongformerBase,4,11.204428,0.004246
cuda,BartForCausalLM,4,5.873095,0.000516
cuda,BartForConditionalGeneration,2,10.821039,0.000370
cuda,BertForMaskedLM,16,5.779523,0.000227
cuda,BertForQuestionAnswering,16,5.774086,0.000238
cuda,BlenderbotForCausalLM,4,11.093727,0.000919
cuda,BlenderbotSmallForCausalLM,64,4.158185,0.000377
cuda,BlenderbotSmallForConditionalGeneration,64,7.312585,0.000233
cuda,CamemBert,16,5.738803,0.000221
cuda,DebertaForMaskedLM,4,6.547779,0.002271
cuda,DebertaForQuestionAnswering,8,6.485461,0.002276
cuda,DebertaV2ForMaskedLM,1,13.993587,0.004251
cuda,DebertaV2ForQuestionAnswering,2,14.050140,0.004115
cuda,DistilBertForMaskedLM,128,2.414654,0.000101
cuda,DistilBertForQuestionAnswering,256,2.417154,0.000095
cuda,DistillGPT2,16,2.334603,0.000123
cuda,ElectraForCausalLM,32,5.861270,0.000285
cuda,ElectraForQuestionAnswering,64,5.835658,0.000228
cuda,GPT2ForSequenceClassification,4,4.190101,0.000226
cuda,LayoutLMForMaskedLM,16,5.698524,0.000273
cuda,LayoutLMForSequenceClassification,16,5.673073,0.000275
cuda,M2M100ForConditionalGeneration,16,11.048770,0.000795
cuda,MBartForCausalLM,4,5.914598,0.000511
cuda,MBartForConditionalGeneration,2,10.878599,0.000343
cuda,MT5ForConditionalGeneration,16,7.566021,0.000532
cuda,MegatronBertForCausalLM,4,11.313877,0.000310
cuda,MegatronBertForQuestionAnswering,8,11.232423,0.000315
cuda,MobileBertForMaskedLM,64,16.535048,0.000691
cuda,MobileBertForQuestionAnswering,128,16.731485,0.000606
cuda,OPTForCausalLM,2,5.130194,0.000513
cuda,PLBartForCausalLM,8,3.434354,0.000309
cuda,PLBartForConditionalGeneration,4,8.480425,0.000467
cuda,PegasusForCausalLM,32,5.667026,0.000564
cuda,PegasusForConditionalGeneration,32,4.780981,0.000517
cuda,RobertaForCausalLM,16,5.819716,0.000232
cuda,RobertaForQuestionAnswering,16,5.796112,0.000226
cuda,Speech2Text2ForCausalLM,256,3.073336,0.000351
cuda,T5ForConditionalGeneration,4,5.489092,0.000437
cuda,T5Small,4,5.486696,0.000438
cuda,TrOCRForCausalLM,32,5.835409,0.000522
cuda,XGLMForCausalLM,8,9.053758,0.000973
cuda,XLNetLMHeadModel,8,10.559799,0.000904
cuda,YituTechConvBert,16,8.188876,0.000372
