dev,name,batch_size,speedup,compilation_latency,compression_ratio
cuda,BERT_pytorch,16,1.5827,10.4602,0.3632
cuda,Background_Matting,4,0.8975,5.7507,0.3699
cuda,LearningToPaint,96,1.1173,2.2762,0.3819
cuda,Super_SloMo,6,0.8872,5.7164,0.3748
cuda,alexnet,128,0.8065,1.0815,0.4760
cuda,attention_is_all_you_need_pytorch,256,0.8282,10.5659,0.3382
cuda,dcgan,32,1.6295,0.7620,0.4919
cuda,demucs,4,0.9984,0.6547,1.0000
cuda,densenet121,4,2.4055,17.4602,0.3490
cuda,dlrm,0,0.0000
cuda,drq,1,1.9233,1.0903,0.5235
cuda,fastNLP_Bert,6,0.7674,9.9987,0.3486
cuda,functorch_dp_cifar10,64,2.2136,2.5563,0.4507
cuda,hf_Albert,8,0.7739,9.1905,0.3257
cuda,hf_Bart,4,0.8458,11.8435,0.3229
cuda,hf_Bert,4,0.8963,8.8024,0.3497
cuda,hf_BigBird,0,0.0000
cuda,hf_DistilBert,8,0.7310,5.0928,0.3046
cuda,hf_GPT2,4,0.8025,8.5603,0.3449
cuda,hf_GPT2_large,0,0.0000
cuda,hf_Longformer,0,0.0000
cuda,hf_Reformer,4,0.9847,4.2779,0.3372
cuda,hf_T5,0,0.0000
cuda,hf_T5_base,0,0.0000
cuda,hf_T5_large,0,0.0000
cuda,lennard_jones,1000,1.2478,0.7569,0.3212
cuda,mnasnet1_0,32,1.2211,5.2175,0.3410
cuda,mobilenet_v2,96,0.7588,5.1455,0.3130
cuda,mobilenet_v3_large,32,1.4488,5.7905,0.3452
cuda,moco,32,0.9929,2.1295,1.0060
cuda,nvidia_deeprecommender,256,0.6548,0.7120,0.5805
cuda,pytorch_CycleGAN_and_pix2pix,1,1.3912,3.0964,0.3910
cuda,pytorch_stargan,16,0.9572,2.7051,0.4164
cuda,pytorch_struct,0,0.0000
cuda,pytorch_unet,1,0.8656,2.4261,0.3498
cuda,resnet18,16,1.5659,2.3323,0.3777
cuda,resnet50,32,1.0090,5.6824,0.3464
cuda,resnext50_32x4d,8,1.8090,5.5961,0.3675
cuda,shufflenet_v2_x1_0,128,0.9426,6.2522,0.3625
cuda,soft_actor_critic,256,1.3349,0.6472,0.4451
cuda,speech_transformer,0,0.0000
cuda,squeezenet1_1,32,1.3873,2.1562,0.3488
cuda,tacotron2,64,0.9963,44.6790,0.3134
cuda,timm_efficientdet,1,1.7071,84.2334,0.3013
cuda,timm_efficientnet,32,0.8626,15.1390,0.2704
cuda,timm_nfnet,128,0.8812,10.2677,0.3500
cuda,timm_regnet,32,0.8607,20.4020,0.3388
cuda,timm_resnest,32,0.8254,3.3833,0.3197
cuda,timm_vision_transformer,8,1.6585,5.8579,0.3624
cuda,timm_vision_transformer_large,0,0.0000
cuda,timm_vovnet,32,0.5685,9.2283,0.3304
cuda,tts_angular,64,0.9835,0.6778,0.9936
cuda,vgg16,64,0.8562,1.5759,0.3591
cuda,yolov3,16,0.8082,9.7221,0.3419
