dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,create_aot_dispatcher_function
cuda,adv_inception_v3,128,1.513599,7.251045
cuda,beit_base_patch16_224,64,1.536963,5.652622
cuda,botnet26t_256,128,1.366831,3.234450
cuda,cait_m36_384,2,3.984850,22.187456
cuda,coat_lite_mini,128,1.437922,5.740916
cuda,convmixer_768_32,32,1.270077,5.288312
cuda,convnext_base,32,1.800130,7.897464
cuda,crossvit_9_240,64,1.929414,8.499050
cuda,cspdarknet53,64,2.183632,5.576430
cuda,deit_base_distilled_patch16_224,64,1.172928,4.467047
cuda,dla102,64,1.634115,8.128626
cuda,dm_nfnet_f0,128,2.208943,7.046438
cuda,dpn107,32,3.791877,10.725815
cuda,eca_botnext26ts_256,64,1.419913,3.651188
cuda,eca_halonext26ts,64,1.544437,4.087989
cuda,ese_vovnet19b_dw,128,1.094699,2.562582
cuda,fbnetc_100,128,2.083546,4.803118
cuda,fbnetv3_b,128,3.114701,9.477560
cuda,gernet_l,128,1.848897,4.197135
cuda,ghostnet_100,128,2.091461,6.909110
cuda,gluon_inception_v3,128,1.522912,7.251940
cuda,gluon_xception65,32,1.749143,8.641978
cuda,gmixer_24_224,64,1.788262,7.743728
cuda,gmlp_s16_224,64,1.735475,7.785649
cuda,hrnet_w18,2,5.559562,28.171472
cuda,inception_v3,128,1.508597,7.209132
cuda,jx_nest_base,32,2.433836,10.622214
cuda,lcnet_050,128,1.042774,2.627033
cuda,mixer_b16_224,64,0.988633,3.619213
cuda,mixnet_l,64,5.569563,8.716425
cuda,mnasnet_100,128,1.687448,3.765573
cuda,mobilenetv2_100,128,1.632692,3.750968
cuda,mobilenetv3_large_100,128,1.640789,4.441457
cuda,mobilevit_s,32,1.931784,5.874520
cuda,nfnet_l0,64,1.933605,6.693751
cuda,pit_b_224,64,1.313028,5.257966
cuda,pnasnet5large,16,4.812438,22.929960
cuda,regnety_002,128,1.655907,4.738500
cuda,repvgg_a2,128,1.890942,3.516768
cuda,res2net101_26w_4s,64,2.841584,15.321225
cuda,res2net50_14w_8s,2,2.485523,13.399234
cuda,res2next50,2,1.585964,7.113482
cuda,resnest101e,32,3.207293,15.331503
cuda,rexnet_100,128,1.838495,5.563148
cuda,sebotnet33ts_256,64,1.758295,4.745697
cuda,selecsls42b,128,0.821463,3.041424
cuda,spnasnet_100,128,1.969731,4.516318
cuda,swin_base_patch4_window7_224,64,3.362979,13.578797
cuda,swsl_resnext101_32x16d,32,1.690248,7.825829
cuda,tf_efficientnet_b0,128,1.920540,5.291162
cuda,tf_mixnet_l,64,5.833394,8.729441
cuda,tinynet_a,128,2.151370,6.057131
cuda,tnt_s_patch16_224,64,2.213319,11.279457
cuda,twins_pcpvt_base,32,3.057947,15.788284
cuda,visformer_small,128,1.057720,4.026345
cuda,vit_base_patch16_224,64,1.172888,4.446422
cuda,volo_d1_224,64,1.865594,8.309620
