dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,create_aot_dispatcher_function
cuda,Background_Matting,4,0.924015,4.048525
cuda,LearningToPaint,96,0.584395,1.571099
cuda,alexnet,128,0.373560,0.507126
cuda,dcgan,32,0.353461,0.397405
cuda,demucs,4,0.661967
cuda,densenet121,4,2.239090,11.469616
cuda,drq,1,0.412230,0.537091
cuda,functorch_dp_cifar10,64,0.565756,1.719298
cuda,hf_Reformer,4,2.599939,0.629719
cuda,lennard_jones,1000,0.387532,0.273076
cuda,mnasnet1_0,32,0.893392,3.560716
cuda,mobilenet_v2,96,0.896310,3.573919
cuda,mobilenet_v3_large,32,0.986181,4.393832
cuda,nvidia_deeprecommender,256,0.366035,0.370602
cuda,pytorch_CycleGAN_and_pix2pix,1,0.567498,2.394392
cuda,pytorch_stargan,16,0.573051,1.966540
cuda,pytorch_unet,1,0.617584,1.522850
cuda,resnet18,16,0.558865,1.423942
cuda,resnet50,32,0.937325,3.718843
cuda,resnext50_32x4d,8,0.937929,3.705494
cuda,shufflenet_v2_x1_0,128,1.043486,4.251851
cuda,soft_actor_critic,256,0.321041,0.272640
cuda,squeezenet1_1,32,0.518755,1.562787
cuda,timm_efficientnet,32,1.754368,5.297576
cuda,timm_nfnet,128,2.125019,7.222309
cuda,timm_regnet,32,2.318823,6.919324
cuda,timm_resnest,32,0.644827,2.120377
cuda,timm_vision_transformer,8,1.044579,4.337422
cuda,timm_vision_transformer_large,8,3.213805,16.207230
cuda,timm_vovnet,32,1.511279,3.111745
cuda,tts_angular,64,0.508395,0.154390
cuda,vgg16,64,0.429563,0.981327
cuda,yolov3,16,2.878118,5.971438
