,Compiler,torchbench,huggingface,timm_models
eager,eager,"86%, 50/58","100%, 46/46","100%, 60/60"
aot_eager,aot_eager,"81%, 47/58","100%, 46/46","100%, 60/60"
inductor,inductor,"78%, 45/58","83%, 38/46","98%, 59/60"
inductor_no_cudagraphs,inductor_no_cudagraphs,"81%, 47/58","100%, 46/46","97%, 58/60"
