dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,CachingAutotuner.benchmark_all_configs,compile_fx.<locals>.bw_compiler
cuda,BERT_pytorch,16,24.146663,20.936540,17.717757,10.401437,2.300671,15.907877,4.043846,1.812382,0.252981,10.148375,24.539166,18.136226
cuda,Background_Matting,4,19.990552,17.933638,14.731498,8.693130,2.286616,15.443867,5.006056,2.718313,0.202486,12.880037,29.174040,22.092406
cuda,LearningToPaint,96,14.717793,13.817931,8.641929,6.130647,0.897220,10.373758,1.095060,0.656754,0.065127,12.668086,24.195168,17.880708
cuda,Super_SloMo,6,20.482839,18.371315,15.157990,9.320700,2.576353,14.014791,4.966537,2.397491,0.117651,7.401434,8.307482
cuda,alexnet,128,6.896810,6.587580,2.496795,2.181748,0.164589,6.181520,0.713255,0.412137,0.011978,4.549252,8.722679,4.403266
cuda,attention_is_all_you_need_pytorch,256,24.506989,21.617241,17.838838,10.235184,2.070089,16.897889,4.319362,1.918431,0.326893,14.586458,31.024146,23.524501
cuda,dcgan,32,5.471058,5.183450,2.119778,1.684363,0.305219,2.764731,0.162299,0.096974,0.010190,0.116981,1.515990
cuda,demucs,4,13.184030,12.356751,8.695370,7.958137,0.400608,12.907201,0.894199,0.521240,0.031649,6.082908,9.077486,11.458375
cuda,densenet121,4,48.338412,43.488025,38.851468,22.599208,6.100842,34.000912,12.727722,5.207012,0.647678,26.862825,53.819121,44.843212
cuda,dlrm,1024,4.963186,4.655167,1.834043,1.405372,0.158974,3.036688,0.336200,0.131625,0.014203,0.123478,1.926400
cuda,drq,1,8.115079,7.636365,3.380773,3.009529,0.111319,4.892121,0.117232,0.072143,0.012311,0.396084,2.402372
cuda,fastNLP_Bert,6,26.458588,23.097872,19.040486,12.827517,1.811194,18.676762,3.693994,1.737966,0.268366,0.510277,6.508341,8.348005
cuda,functorch_dp_cifar10,64,11.234070,10.506444,7.510267,5.002754,1.158968,10.521529,1.941174,0.841322,0.052999,26.584244,35.572085,33.334801
cuda,hf_Albert,8,16.654732,14.734818,11.758219,6.360093,1.596111,11.417376,2.897604,1.401692,0.144301,0.002541,8.387247,6.794640
cuda,hf_Bart,4,29.895635,23.708504,20.337509,12.592703,2.302577,20.138045,3.509870,2.183406,0.266531,4.417856,3.854030,14.491547
