,Compiler,torchbench,huggingface,timm_models
eager,eager,3.34,4.36,3.91
aot_eager,aot_eager,8.64,11.92,11.54
inductor,inductor,30.60,38.70,41.87
inductor_no_cudagraphs,inductor_no_cudagraphs,29.63,33.13,40.64
