,Compiler,torchbench,huggingface,timm_models
eager,eager,"44%, 24/55","7%, 3/44","16%, 10/61"
aot_eager,aot_eager,"36%, 20/55","7%, 3/44","13%, 8/61"
aot_cudagraphs,aot_cudagraphs,"2%, 1/55","0%, 0/44","0%, 0/61"
aot_nvfuser,aot_nvfuser,"29%, 16/55","0%, 0/44","8%, 5/61"
inductor,inductor,"35%, 19/55","2%, 1/44","11%, 7/61"
