dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,compile_fx.<locals>.bw_compiler,CachingAutotuner.autotune_to_one_config
cuda,AlbertForMaskedLM,4,14.038292,12.113149,4.386843,2.155833,8.925256,3.312227,1.180287,0.159989,1.309546,8.097123,0.801329
cuda,AlbertForQuestionAnswering,4,14.017843,12.113683,4.373836,2.102327,8.865218,3.260422,1.159615,0.153573,0.911554,7.596861,0.413666
cuda,AllenaiLongformerBase,4,58.817394,49.986721,29.455915,8.085275,35.029074,15.566392,5.344977,0.472759,16.013974,0.675267,30.051221
cuda,BartForCausalLM,4,19.367640,15.921848,7.447820,2.419274,10.506636,3.556463,1.691883,0.344487,2.158893,2.372283,7.753000
cuda,BartForConditionalGeneration,2,49.161238,40.469589,18.477488,7.372169,23.694726,10.336572,5.040049,1.253995,0.628214,1.188833,13.525643
cuda,BertForMaskedLM,16,19.098854,15.499915,6.401083,2.590751,9.098976,3.978788,1.728740,0.326646,1.793125,7.206190,1.445910
cuda,BertForQuestionAnswering,16,19.135538,15.537504,6.491889,2.576971,9.094649,3.962337,1.714601,0.320110,1.375923,6.677408,1.017893
cuda,BlenderbotSmallForCausalLM,64,12.516846,10.304444,4.435204,1.593740,6.570307,2.305225,1.166255,0.197524,2.955154,6.763519,2.729578
cuda,BlenderbotSmallForConditionalGeneration,64,32.124988,26.406502,11.838257,4.519032,15.163154,6.811951,2.863959,0.674891,1.926003,1.815291,9.970717
cuda,CamemBert,16,19.109571,15.524778,6.408915,2.615007,9.115207,3.991727,1.729743,0.328402,0.737249,6.182781,0.334492
cuda,DebertaForMaskedLM,4,32.049456,24.975852,14.811711,3.592073,17.846834,5.105213,2.513585,0.402418,14.993537,0.944448,21.902347
cuda,DebertaForQuestionAnswering,8,31.964928,25.013573,14.981286,3.507206,17.956564,5.014494,2.448995,0.393614,15.891748,1.805202,22.654000
cuda,DebertaV2ForMaskedLM,1,50.711345,37.094873,19.087133,5.085821,21.841273,6.592979,3.463170,0.707258,33.989689,1.500941,42.300403
cuda,DebertaV2ForQuestionAnswering,2,50.027491,36.674774,18.905142,5.697291,22.236758,7.438095,3.922199,0.710708,33.656348,0.586786,43.148145
cuda,DistilBertForMaskedLM,128,10.149793,8.566732,3.872738,1.319486,5.624980,2.051307,0.928493,0.142078,1.376793,4.511743,1.142307
cuda,DistilBertForQuestionAnswering,256,10.238026,8.666763,3.959265,1.473261,5.684280,1.893571,0.930257,0.136562,0.792135,4.053112,0.550644
cuda,DistillGPT2,16,10.094011,8.601827,4.457540,1.363131,6.449268,1.977324,0.867008,0.131229,1.699524,1.895517,5.110841
cuda,ElectraForCausalLM,32,20.716563,17.117956,8.103645,2.610058,13.634535,4.136657,1.793721,0.324887,3.616329,3.028994,11.883949
cuda,ElectraForQuestionAnswering,64,18.887964,15.354079,6.347868,2.598095,11.128717,3.995058,1.725092,0.322676,2.088315,9.590823,1.716547
cuda,GPT2ForSequenceClassification,4,16.880891,13.739906,5.988570,2.901425,8.717155,3.597240,1.591344,0.276122,1.652216,7.390689,1.243859
cuda,LayoutLMForMaskedLM,16,21.209594,17.362992,8.224427,2.646526,10.942928,4.087959,1.740447,0.326702,1.752977,1.712319,7.241951
cuda,LayoutLMForSequenceClassification,16,21.352998,17.515406,8.368053,2.682068,12.783181,4.845778,2.020639,0.323701,5.593653,5.609862,12.814980
cuda,M2M100ForConditionalGeneration,16,46.037756,37.584697,16.392107,6.553628,22.779186,9.119301,4.295174,0.919123,4.491388,11.620126,18.016756
cuda,MBartForCausalLM,4,20.088856,16.770661,8.090148,2.572656,11.376696,3.777849,2.037194,0.350766,2.109552,2.216942,8.088372
cuda,MBartForConditionalGeneration,2,48.083034,39.402331,17.126085,7.662568,23.285911,11.655703,4.448261,1.348548,0.551353,0.592855,14.686707
cuda,MT5ForConditionalGeneration,16,30.153043,24.971925,10.494155,4.178205,16.141476,7.206614,2.446747,0.522829,4.272022,20.278826,14.304512
cuda,MegatronBertForCausalLM,4,38.368355,31.096741,12.620720,6.147837,17.312921,8.574263,3.465763,0.901305,1.071297,12.158262,0.410491
cuda,MegatronBertForQuestionAnswering,8,37.222485,30.112777,12.322517,6.084077,17.002172,8.422441,3.455227,0.908643,1.356930,12.366347,0.675053
