dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler_base,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,CachingAutotuner.benchmark_all_configs,compile_fx.<locals>.bw_compiler
cuda,adv_inception_v3,128,38.686486,34.931937,31.756635,19.709150,5.347255,25.410301,8.736280,5.182755,0.546994,44.053531,99.934321,60.102805
cuda,beit_base_patch16_224,64,20.571347,18.112458,14.925310,8.648009,1.596028,12.902355,3.285608,1.741249,0.231376,0.639462,2.878739,8.576729
cuda,botnet26t_256,128,27.186857,25.023475,21.825093,15.944088,2.919406,20.747481,5.868696,2.741333,0.127544,26.552483,53.469259,36.173151
cuda,cait_m36_384,4,52.522938,44.147490,40.945869,19.665148,6.028065,31.945277,12.944104,6.632694,1.860310,7.136642,19.803149,33.305224
cuda,coat_lite_mini,128,24.993677,22.793523,19.508398,13.318844,2.265214,24.860350,6.902953,2.704898,0.206808,13.494868,39.485707,29.317156
cuda,convit_base,64,22.687290,20.336967,17.066275,9.826964,2.076636,16.686690,4.516543,2.142944,0.249844,6.018003,8.795971,17.292598
cuda,convmixer_768_32,32,20.949134,19.467509,16.221575,7.284366,2.999414,9.869310,2.574706,2.094910,0.258694,3.193555,12.189095,2.626487
cuda,convnext_base,64,25.087829,20.804629,17.713547,10.050252,3.098336,17.590512,4.690981,2.411943,0.444916,5.806905,7.368106,19.574294
cuda,crossvit_9_240,128,29.163069,25.665753,22.453227,12.321120,2.782201,22.599341,6.257442,3.026248,0.377686,22.490439,34.245924,38.992048
cuda,cspdarknet53,64,29.706787,25.493754,22.356820,12.626864,3.615880,16.267228,4.568669,2.461919,0.315557,25.051985,53.720016,35.946986
cuda,deit_base_distilled_patch16_224,64,18.904719,16.919275,13.816029,8.026795,1.330931,13.426547,2.790295,1.759897,0.183294,2.285701,3.590200,10.804381
cuda,dla102,128,37.648679,33.361791,30.245028,16.597867,5.058255,20.401426,7.388264,3.948124,0.535504,15.397627,36.794191,29.591525
cuda,dm_nfnet_f0,128,26.178378,21.833364,18.741004,9.155835,3.960772,14.618021,4.739477,2.157925,0.253728,23.145371,28.694416,36.255507
cuda,dpn107,32,45.340367,38.304753,35.109844,18.791878,5.489148,23.472601,7.429995,4.215626,0.525838,15.598530,29.566740,32.177147
cuda,eca_botnext26ts_256,128,27.557699,25.243289,21.981246,15.847116,3.238261,20.668207,6.204402,2.572581,0.146397,32.594687,60.650754,42.751544
cuda,ese_vovnet19b_dw,128,18.265441,16.537700,13.366793,9.236418,1.847022,13.526346,3.157529,1.481870,0.103790,26.841027,49.364376,34.471090
cuda,fbnetc_100,128,28.900925,25.396850,22.312940,13.934501,3.600327,17.548150,4.512223,2.356373,0.272261,43.603007,95.707815,53.957494
cuda,fbnetv3_b,128,41.954521,36.227401,33.274913,19.098960,5.814940,23.454647,7.665743,3.840441,0.603114,53.142168,105.076518,69.067897
cuda,gernet_l,128,24.843120,21.223605,18.115425,10.132015,2.680248,12.895470,2.905555,1.762522,0.216336,22.829970,43.462164,31.191892
cuda,ghostnet_100,128,39.715627,34.295067,31.147470,18.858529,5.424017,26.352162,7.940657,3.979839,0.454645,98.230024,175.874876,115.583113
cuda,gluon_inception_v3,128,39.336671,35.431150,32.310182,19.349133,5.429610,25.102268,9.171273,4.877857,0.540454,43.110530,99.373327,59.208451
cuda,gluon_xception65,32,42.546829,37.494159,34.387674,17.302010,5.694866,19.236849,6.810407,3.673880,0.665202,13.799606,29.638101,28.015556
cuda,gmixer_24_224,128,27.264351,23.804450,19.476892,10.700946,2.251491,18.016569,5.610056,2.631671,0.379236,3.648097,6.143115,16.492310
cuda,gmlp_s16_224,128,26.755787,23.280088,20.077569,10.944696,2.498911,19.105372,5.342463,2.677801,0.379102,8.132613,12.144029,22.108738
cuda,hrnet_w18,128,105.213269,96.459118,93.253279,48.006340,17.727836,54.180077,26.322571,11.483476,4.825054,40.974020,87.394351,82.459316
cuda,inception_v3,128,38.926441,35.129943,31.880624,19.685333,5.381555,25.411300,8.829057,5.223898,0.559850,43.692548,100.045537,59.863542
cuda,jx_nest_base,32,36.815897,32.302376,28.093365,17.040014,3.822023,27.421496,9.209598,3.792756,0.543159,10.883283,19.342658,29.162536
cuda,lcnet_050,128,19.680377,18.038402,14.172481,9.106897,2.116370,12.342268,2.760331,1.400117,0.114576,39.150517,69.274266,46.340435
cuda,mixer_b16_224,128,16.356618,14.627167,11.655554,6.771216,1.410430,10.809327,1.793687,1.081295,0.133607,3.125162,5.173389,10.132676
cuda,mixnet_l,128,37.592987,31.497170,27.125026,15.995593,4.454506,22.031814,6.190782,3.520935,0.484767,61.529411,96.058382,76.229161
