dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function
cuda,adv_inception_v3,128,9.801404,5.738783,5.721590
cuda,beit_base_patch16_224,64,6.075488,3.465080,3.449883
cuda,botnet26t_256,128,4.727052,2.572228,2.557162
cuda,cait_m36_384,4,22.162578,13.492809,13.469531
cuda,coat_lite_mini,128,5.588539,3.399666,3.384925
cuda,convit_base,64,6.451215,3.982018,3.966388
cuda,convmixer_768_32,32,5.495417,4.032060,4.014333
cuda,convnext_base,64,8.402695,3.947085,3.929739
cuda,crossvit_9_240,128,9.336252,5.698008,5.681336
cuda,cspdarknet53,64,8.257392,4.090700,4.073996
cuda,deit_base_distilled_patch16_224,64,4.847060,2.917725,2.903215
cuda,dla102,128,10.834108,6.401292,6.381521
cuda,dm_nfnet_f0,128,8.650222,4.340312,4.324803
cuda,dpn107,32,15.256327,8.143747,8.123967
cuda,eca_botnext26ts_256,128,5.295588,3.013048,2.997982
cuda,ese_vovnet19b_dw,128,3.448773,1.728166,1.713571
cuda,fbnetc_100,128,7.140871,3.548614,3.531885
cuda,fbnetv3_b,128,12.423221,6.575143,6.556780
cuda,gernet_l,128,6.877639,3.346907,3.331112
cuda,ghostnet_100,128,11.517092,6.202341,6.184196
cuda,gluon_inception_v3,128,9.734293,5.691406,5.674195
cuda,gluon_xception65,32,12.736352,7.533313,7.512836
cuda,gmixer_24_224,128,8.525508,5.146461,5.129442
cuda,gmlp_s16_224,128,7.988713,4.591371,4.575232
cuda,hrnet_w18,128,30.579685,21.832361,21.792384
cuda,inception_v3,128,9.736401,5.698423,5.681204
cuda,jx_nest_base,32,10.651684,6.122169,6.104897
cuda,lcnet_050,128,3.686370,1.942559,1.928463
cuda,mixer_b16_224,128,4.064625,2.309621,2.294904
cuda,mixnet_l,128,12.199531,6.051139,6.033376
cuda,mnasnet_100,128,5.692796,3.001776,2.985784
cuda,mobilenetv2_100,128,5.917166,3.202809,3.187677
cuda,mobilenetv3_large_100,128,6.082494,3.291455,3.275481
cuda,mobilevit_s,64,8.553303,4.863227,4.846124
cuda,nfnet_l0,128,8.116908,4.570726,4.555348
cuda,pit_b_224,64,5.579782,3.244371,3.228763
cuda,pnasnet5large,16,22.651919,15.046554,15.015776
cuda,poolformer_m36,64,10.062360,4.916621,4.899442
cuda,regnety_002,128,6.347047,2.994235,2.978875
cuda,repvgg_a2,128,6.755660,3.315594,3.300052
cuda,res2net101_26w_4s,64,18.924695,12.017603,11.990759
cuda,res2net50_14w_8s,128,17.309930,11.358489,11.337090
cuda,res2next50,128,9.855690,6.417614,6.399637
cuda,resmlp_12_224,128,3.518922,1.851421,1.836999
cuda,resnest101e,64,17.897742,10.684570,10.661978
cuda,rexnet_100,128,8.244433,4.406568,4.390057
cuda,sebotnet33ts_256,64,6.877288,3.809728,3.794432
cuda,selecsls42b,128,4.081251,2.532354,2.516560
cuda,spnasnet_100,128,7.046973,3.501602,3.481727
cuda,swin_base_patch4_window7_224,64,14.032842,8.166987,8.148764
cuda,swsl_resnext101_32x16d,32,10.760813,6.315309,6.294437
cuda,tf_efficientnet_b0,128,7.525477,4.065853,4.049837
cuda,tf_mixnet_l,128,12.764342,6.247909,6.230705
cuda,tinynet_a,128,9.222541,5.158499,5.141318
cuda,tnt_s_patch16_224,128,11.482827,7.185630,7.164602
cuda,twins_pcpvt_base,64,15.358840,8.965366,8.945892
cuda,visformer_small,128,4.569510,2.749063,2.733651
cuda,vit_base_patch16_224,64,4.798137,2.881089,2.866336
cuda,volo_d1_224,64,8.643726,5.400383,5.383292
cuda,xcit_large_24_p8_224,5,19.999932,12.112270,12.090615
