dev,name,batch_size,speedup,abs_latency,compilation_latency,compression_ratio,eager_peak_mem,dynamo_peak_mem,calls_captured,unique_graphs,graph_breaks,unique_graph_breaks
cuda,AlbertForMaskedLM,4,1.0010,386.2171,1.6514,1.0000,17.1890,17.1891,439,1,4,3
cuda,AlbertForQuestionAnswering,4,0.9998,384.7265,1.6541,1.0000,16.7994,16.7994,439,1,4,3
cuda,AllenaiLongformerBase,4,0.9995,248.7792,7.0693,0.9979,11.2370,11.2611,1738,4,7,4
cuda,BartForCausalLM,4,0.9995,123.4716,3.0861,1.0000,11.9283,11.9284,482,1,4,3
cuda,BartForConditionalGeneration,2,0.9991,148.6380,7.3255,1.0000,13.7366,13.7366,1258,1,4,3
cuda,BertForMaskedLM,16,1.0000,134.4558,3.2634,1.0000,15.4503,15.4505,370,1,4,3
cuda,BertForQuestionAnswering,16,0.9997,110.8750,3.2573,1.0000,11.5224,11.5225,377,1,4,3
cuda,BlenderbotForCausalLM,4,1.0126,100.0363,6.0572,1.0005,31.3480,31.3316,935,1,4,3
cuda,BlenderbotSmallForCausalLM,64,0.9996,64.4472,2.1820,1.0000,9.8731,9.8731,327,1,4,3
cuda,BlenderbotSmallForConditionalGeneration,64,0.9995,119.5192,4.7947,1.0000,14.2441,14.2441,840,1,4,3
cuda,CamemBert,16,0.9994,135.8476,3.3713,1.0000,15.6524,15.6525,377,1,4,3
cuda,DebertaForMaskedLM,4,0.7573,79.0362,5.7743,0.9740,5.9448,6.1031,725,91,147,8
cuda,DebertaForQuestionAnswering,8,0.9108,89.9544,5.5811,0.9598,7.5693,7.8861,732,91,147,8
cuda,DebertaV2ForMaskedLM,1,0.6985,128.3494,11.0551,0.9877,12.4135,12.5679,930,175,270,8
cuda,DebertaV2ForQuestionAnswering,2,0.7311,145.1015,10.8135,0.9762,12.3927,12.6952,937,175,270,8
cuda,DistilBertForMaskedLM,128,1.0010,122.0183,1.6380,1.0000,15.0926,15.0926,206,1,4,3
cuda,DistilBertForQuestionAnswering,256,0.9996,144.5638,1.6375,1.0000,13.8149,13.8149,214,1,4,3
cuda,DistillGPT2,16,0.9992,120.9030,1.7045,1.0000,14.7986,14.7986,330,1,4,3
cuda,ElectraForCausalLM,32,0.9996,106.1400,3.4152,1.0000,15.1264,15.1266,375,1,4,3
cuda,ElectraForQuestionAnswering,64,1.0000,125.2169,3.3427,1.0000,14.2891,14.2894,378,1,4,3
cuda,GPT2ForSequenceClassification,4,0.9999,102.3554,3.1494,1.0000,11.3622,11.3622,644,1,4,3
cuda,GoogleFnet,16,0.9995,101.7162,1.9435,1.0000,12.1376,12.1378,232,1,4,3
cuda,LayoutLMForMaskedLM,16,0.9997,137.2082,3.8013,1.0000,15.4801,15.4803,396,1,4,3
cuda,LayoutLMForSequenceClassification,16,0.9997,113.5776,3.7822,1.0001,11.5557,11.5549,394,1,4,3
cuda,M2M100ForConditionalGeneration,16,1.0082,117.7641,7.2872,1.0000,12.6466,12.6466,1271,1,4,3
cuda,MBartForCausalLM,4,0.9989,124.6543,3.2628,1.0000,11.9452,11.9452,482,1,4,3
cuda,MBartForConditionalGeneration,2,0.9999,148.6790,7.4990,1.0000,13.7535,13.7535,1263,1,4,3
cuda,MT5ForConditionalGeneration,16,1.0239,86.9183,5.8689,1.0006,13.0997,13.0914,1173,1,4,3
cuda,MegatronBertForCausalLM,4,1.0007,101.3526,7.1754,1.0000,10.6300,10.6300,721,1,4,3
cuda,MegatronBertForQuestionAnswering,8,0.9995,172.5447,7.1994,1.0000,16.7231,16.7231,724,1,4,3
cuda,MobileBertForMaskedLM,64,1.0239,123.8533,15.0961,1.0000,9.4875,9.4875,1447,1,3,2
cuda,MobileBertForQuestionAnswering,128,1.0205,140.2360,15.2172,1.0000,10.5072,10.5073,1451,1,3,2
cuda,OPTForCausalLM,2,0.9985,172.9923,2.9344,0.9999,15.8984,15.8997,534,1,4,3
cuda,PLBartForCausalLM,8,1.0005,121.4443,1.8581,1.0000,15.3250,15.3250,254,1,4,3
cuda,PLBartForConditionalGeneration,4,0.9987,120.6345,3.7145,0.9999,15.6113,15.6134,658,1,4,3
cuda,PegasusForCausalLM,32,0.9982,85.3832,3.0519,1.0000,9.1097,9.1098,481,1,4,3
cuda,PegasusForConditionalGeneration,32,0.9992,172.2431,4.2437,1.0000,15.7523,15.7524,1248,1,3,2
cuda,RobertaForCausalLM,16,0.9998,142.6683,3.3298,1.0000,15.4441,15.4442,381,1,4,3
cuda,RobertaForQuestionAnswering,16,0.9998,111.3403,3.2874,1.0000,11.5225,11.5225,384,1,4,3
cuda,Speech2Text2ForCausalLM,256,0.9981,63.9136,1.7818,1.0000,9.1300,9.1300,263,1,4,3
cuda,T5ForConditionalGeneration,4,0.9997,104.5033,4.0077,1.0000,10.9163,10.9163,798,1,4,3
cuda,T5Small,4,1.0006,104.2014,4.0430,1.0000,10.9163,10.9163,798,1,4,3
cuda,TrOCRForCausalLM,32,0.9993,167.7836,3.0075,1.0000,16.9658,16.9660,481,1,4,3
cuda,XGLMForCausalLM,8,1.0145,79.5092,5.7988,1.0000,11.0691,11.0691,1001,1,4,3
cuda,XLNetLMHeadModel,8,0.9998,379.1046,7.2531,1.0000,20.6621,20.6621,764,1,6,4
cuda,YituTechConvBert,16,0.9998,155.0821,4.7520,1.0000,14.4224,14.4224,634,1,4,3
