dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler_base,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,CachingAutotuner.benchmark_all_configs,compile_fx.<locals>.bw_compiler
cuda,AlbertForMaskedLM,4,17.288544,15.428717,13.494518,6.819007,2.244116,11.613880,2.728029,1.444852,0.145575,6.432934,9.173719
cuda,AlbertForQuestionAnswering,4,17.713751,15.853916,13.786789,6.970800,2.217146,11.332045,2.704949,1.442770,0.139741,3.379323,8.708884
cuda,BartForCausalLM,4,21.087859,17.675365,15.380050,8.020889,2.084807,11.919649,2.576733,1.571933,0.255419,1.556937,8.543291
cuda,BartForConditionalGeneration,2,43.769391,36.384925,33.614841,16.910022,4.795969,21.667455,7.792863,3.921309,1.039108,0.442700,15.749007
cuda,BertForMaskedLM,16,21.426463,17.971214,15.934277,8.302724,1.954453,12.387271,3.432891,1.643655,0.266122,2.630797,8.556242
cuda,BertForQuestionAnswering,16,21.711883,18.236325,16.144622,8.508053,1.935912,12.265823,3.432612,1.622728,0.260526,2.272343,8.223051
cuda,BlenderbotForCausalLM,4,32.447680,25.777178,23.947885,10.940926,3.562763,16.162355,6.032901,3.169894,0.658089,8.641342,13.619271
cuda,BlenderbotSmallForCausalLM,64,16.368090,14.290106,10.615295,5.243557,1.493706,8.949564,1.808718,1.084226,0.149415,2.709390,6.815830
cuda,BlenderbotSmallForConditionalGeneration,64,31.720708,26.871866,23.279514,11.970399,3.224205,17.117079,5.170907,2.625545,0.568098,2.302050,12.264352
cuda,CamemBert,16,24.128901,20.674147,17.014269,9.350855,1.972305,13.291161,3.237086,1.864947,0.266707,1.258624,8.425302
cuda,DebertaForMaskedLM,4,37.441350,31.274823,27.721255,21.045986,1.868109,29.214602,3.340399,2.141432,0.258964,3.809006,13.406305
cuda,DebertaForQuestionAnswering,8,36.531587,30.774799,27.563707,20.439270,1.875202,29.545615,3.628887,1.919188,0.259720,3.520471,14.396425
cuda,DebertaV2ForMaskedLM,1,40.210514,29.360011,27.533601,15.473428,2.963590,18.985692,3.974006,2.444389,0.485055,1.423367,11.997737
cuda,DebertaV2ForQuestionAnswering,2,39.832446,29.217694,27.351412,15.171200,2.854350,20.287486,5.236182,3.127450,0.496827,0.512399,13.827293
cuda,DistilBertForMaskedLM,128,17.591178,16.073179,12.551035,8.112113,1.036649,11.998950,1.777194,0.902309,0.109209,8.427602,6.210317
cuda,DistilBertForQuestionAnswering,256,17.981653,16.443830,12.624670,8.179509,1.046785,12.995706,1.843680,1.285026,0.107960,10.177370,7.178106
cuda,DistillGPT2,16,16.691011,14.783564,11.568525,7.388569,1.107492,11.338297,1.899205,0.900112,0.100074,4.013657,6.252306
cuda,ElectraForCausalLM,32,24.893637,21.376582,17.748902,9.979161,2.053391,19.124238,3.703040,1.734054,0.272328,8.597285,13.747548
cuda,ElectraForQuestionAnswering,64,24.786971,21.286453,17.566503,9.742773,2.003438,18.629247,3.776071,1.664000,0.273393,2.658817,13.457116
cuda,GPT2ForSequenceClassification,4,21.293485,18.089989,16.184247,8.915432,2.043515,11.122213,3.116201,1.658610,0.235883,1.526937,6.564699
cuda,GoogleFnet,16,16.548435,14.644688,10.947524,6.614207,1.618371,10.775215,1.955140,0.980222,0.101719,6.338597,7.163561
cuda,LayoutLMForMaskedLM,16,23.320279,19.551032,16.714596,8.925302,1.998804,13.492802,3.529063,1.665229,0.266680,2.607788,9.087229
cuda,LayoutLMForSequenceClassification,16,24.652709,20.917412,17.301247,9.545020,1.965146,15.883492,4.322565,1.897179,0.272830,6.719386,10.821931
cuda,M2M100ForConditionalGeneration,16,43.463910,35.568182,33.478724,16.135654,4.646604,23.428169,8.829454,4.216352,1.077295,50.095195,18.475702
cuda,MBartForCausalLM,4,23.852084,20.364612,17.966688,10.321574,1.917472,14.491153,2.729263,1.642410,0.251870,1.403150,8.806237
cuda,MBartForConditionalGeneration,2,47.102844,39.685833,36.346947,19.132977,5.019828,24.498875,8.369065,4.086967,1.052705,0.384305,16.370496
cuda,MT5ForConditionalGeneration,16,35.500297,29.548269,27.369746,14.057183,4.093582,19.677128,5.841378,2.389731,0.456768,74.251959,14.273935
cuda,MegatronBertForCausalLM,4,36.706765,29.667081,27.573223,13.947202,4.224676,18.401655,6.582253,3.542479,0.690800,2.762707,13.521474
cuda,MegatronBertForQuestionAnswering,8,36.694743,29.646976,27.525548,13.784609,4.177602,18.763321,6.375638,3.207343,0.702696,2.488673,14.009152
cuda,MobileBertForMaskedLM,64,54.981476,39.807928,37.466599,14.926022,6.147430,26.283962,9.258251,5.848677,2.398972,35.507248,25.986478
cuda,MobileBertForQuestionAnswering,128,57.803390,42.486475,38.571956,15.933228,5.724283,29.268647,9.135123,6.557004,2.386228,27.964513,28.172186
cuda,OPTForCausalLM,2,22.345643,19.206174,15.925241,8.879652,2.396454,12.918827,3.134620,1.740630,0.255118,1.866238,8.745109
cuda,PLBartForCausalLM,8,16.448354,14.568444,11.368435,6.902375,1.040348,10.869750,1.688050,0.867893,0.109404,1.294943,6.295881
cuda,PLBartForConditionalGeneration,4,27.811881,24.062972,21.162317,11.770660,3.033437,16.992044,3.707696,2.478712,0.387451,1.680653,11.539904
cuda,PegasusForCausalLM,32,23.244359,19.833181,17.273974,9.997815,2.154374,14.208317,2.706826,1.639489,0.242467,2.539475,8.968616
cuda,PegasusForConditionalGeneration,32,43.590428,39.136445,36.259695,19.027964,4.549636,24.303594,8.231427,4.034334,1.033256,2.431206,16.863515
cuda,RobertaForCausalLM,16,23.091299,19.672309,16.898188,9.250425,1.970671,12.625727,3.549581,1.649472,0.261698,1.647106,7.846133
cuda,RobertaForQuestionAnswering,16,22.805571,19.383792,16.622803,9.022640,1.946982,12.042969,3.457578,1.621335,0.261921,0.935333,7.456730
cuda,Speech2Text2ForCausalLM,256,13.648860,12.030041,9.163045,4.792859,0.913229,9.180457,1.591665,0.831212,0.107499,3.112293,6.507404
cuda,T5ForConditionalGeneration,4,27.613839,23.660375,20.855526,11.225511,2.461612,15.205869,3.597492,2.103616,0.286420,8.853477,9.543239
cuda,T5Small,4,27.579047,23.598990,20.786546,11.382893,2.453757,15.167785,3.544014,2.101924,0.291527,8.788280,9.581451
cuda,TrOCRForCausalLM,32,21.783081,18.362472,15.765167,8.455349,1.787117,12.810694,2.591418,1.592266,0.260098,1.153177,8.931149
cuda,XGLMForCausalLM,8,37.202260,30.926924,28.127892,14.064765,4.079073,21.063585,6.985104,3.411913,0.718784,55.588207,16.636154
cuda,XLNetLMHeadModel,8,58.805986,51.146307,48.506045,26.413609,5.722609,30.493913,15.279912,4.008160,0.838543,10.993262,16.901077
cuda,YituTechConvBert,16,31.405467,26.479005,23.597164,12.140611,3.740897,18.697657,5.067299,2.596492,0.453403,12.514490,13.932172
