dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,CachingAutotuner.autotune_to_one_config,compile_fx.<locals>.bw_compiler
cuda,BERT_pytorch,16,26.329603,22.857996,19.405631,11.194236,2.522611,14.979385,4.439486,1.750423,0.295062,10.264409,6.721357
cuda,Background_Matting,4,24.556451,21.808291,17.332675,10.296196,2.887351,15.104439,5.326168,2.585038,0.248632,7.826414
cuda,LearningToPaint,96,14.953646,13.654064,8.952484,6.076238,1.019353,8.537126,1.320083,0.662465,0.085004,3.533948
cuda,Super_SloMo,6,24.659403,22.472763,18.224401,11.652799,2.586075,15.729331,5.556592,2.407790,0.149086,6.762214
cuda,alexnet,128,8.671515,8.328177,4.154713,3.776776,0.186675,5.740011,0.768651,0.280427,0.015834,2.158079
cuda,attention_is_all_you_need_pytorch,256,28.228581,24.915207,21.132704,12.496693,2.332267,16.946332,5.047905,1.882516,0.357568,12.554733,6.937001
cuda,dcgan,32,8.403540,8.083537,3.874000,3.368471,0.191161,4.982079,0.331777,0.095129,0.013478,1.815225
cuda,demucs,4,17.311176,16.310946,11.808002,10.695333,0.517790,14.440399,1.200048,0.570462,0.044956,1.859625,4.291476
cuda,densenet121,4,58.654306,51.955262,47.407361,28.754812,8.189504,38.461697,13.962050,4.942626,0.730011,18.251994
cuda,dlrm,1024,5.308262,5.022297,1.761096,1.178082,0.154328,2.596280,0.347152,0.116657,0.014776,1.581331
cuda,drq,1,12.847166,12.338530,6.048645,5.582585,0.139866,8.436038,0.163272,0.085743,0.016726,3.004836
cuda,fastNLP_Bert,6,28.390675,24.526244,21.048602,13.997494,2.105135,19.477751,3.908332,1.726914,0.302803,5.325958,7.894186
cuda,functorch_dp_cifar10,64,13.074831,12.161099,7.962138,5.231021,1.244930,10.276189,2.326681,0.773020,0.068185,6.493384,0.705789
cuda,hf_Albert,8,25.017120,23.167848,18.602226,12.814626,1.841439,21.850742,2.814577,1.222691,0.153420,3.675190,11.160097
