dev,name,batch_size,speedup,abs_latency,compilation_latency,compression_ratio
cuda,adv_inception_v3,128,1.3078,173.7393,61.2287,1.0759
cuda,beit_base_patch16_224,64,1.1142,116.5135,39.8489,0.9992
cuda,botnet26t_256,128,1.2761,117.5639,48.8195,0.9861
cuda,cait_m36_384,4,1.1215,194.3588,99.6293,0.9880
cuda,coat_lite_mini,128,1.4233,134.0164,78.0028,0.9345
cuda,convit_base,64,1.4643,134.8400,45.6039,1.1097
cuda,convmixer_768_32,32,1.0684,341.6584,34.2700,1.0000
cuda,convnext_base,64,1.1030,238.5747,59.6638,0.9505
cuda,crossvit_9_240,128,1.3366,70.8005,61.0188,0.9822
cuda,cspdarknet53,64,1.2346,101.2735,43.1109,1.1174
cuda,deit_base_distilled_patch16_224,64,1.0945,111.0212,35.4437,0.9903
cuda,dla102,128,1.3544,198.9854,54.4016,1.0484
cuda,dm_nfnet_f0,128,1.4219,145.1322,40.7437,1.1264
cuda,dpn107,32,1.1938,153.7000,70.3013,0.9874
cuda,eca_botnext26ts_256,128,1.3122,122.7238,57.0679,1.0173
cuda,eca_halonext26ts,128,1.2977,128.5490,72.3069,1.0138
cuda,ese_vovnet19b_dw,128,1.2413,78.6470,26.5161,1.0230
cuda,fbnetc_100,128,1.2564,94.8884,41.0132,1.0094
cuda,fbnetv3_b,128,1.3049,120.3150,61.2619,1.0034
cuda,gernet_l,128,1.0615,151.7788,33.6027,1.0062
cuda,ghostnet_100,128,1.7955,63.8943,62.6594,1.0932
cuda,gluon_inception_v3,128,1.3093,173.2965,58.7635,1.0759
cuda,gluon_xception65,32,1.0601,172.6160,63.0980,0.9876
cuda,gmixer_24_224,128,1.2235,120.0300,47.8084,0.9918
cuda,gmlp_s16_224,128,1.2765,118.7857,52.9476,0.8744
cuda,hrnet_w18,128,1.3206,316.2270,132.4427,1.0181
cuda,inception_v3,128,1.3071,173.4635,57.5461,1.0759
cuda,jx_nest_base,32,1.2054,100.4736,75.4793,0.9830
cuda,lcnet_050,128,1.4980,24.5356,29.1309,0.9997
cuda,mixer_b16_224,128,1.1128,144.4268,33.6252,1.0065
cuda,mixnet_l,128,1.1745,207.6398,59.9300,1.0468
cuda,mnasnet_100,128,1.2714,75.0212,36.9065,1.0058
cuda,mobilenetv2_100,128,1.3427,70.2979,37.1801,1.2958
cuda,mobilenetv3_large_100,128,1.3532,61.1081,39.6068,1.0041
cuda,mobilevit_s,64,1.2303,93.2549,110.0878,0.9839
cuda,nfnet_l0,128,1.3988,126.0316,43.2965,1.0065
cuda,pit_b_224,64,1.1848,133.8519,40.6213,1.0032
cuda,pnasnet5large,16,1.1701,247.3055,94.5576,1.3167
cuda,poolformer_m36,64,1.1986,146.0103,64.5737,1.1130
cuda,regnety_002,128,1.2987,35.5339,34.5991,1.0016
cuda,repvgg_a2,128,1.1541,106.2409,33.0953,1.0055
cuda,res2net101_26w_4s,64,1.1598,131.6248,88.7377,1.0196
cuda,res2net50_14w_8s,128,1.3017,176.5757,83.5329,1.0274
cuda,res2next50,128,1.2485,165.6834,50.2615,1.0215
cuda,resmlp_12_224,128,0.9283,76.8536,37.9356,0.9869
cuda,resnest101e,64,1.2519,183.4909,92.7623,1.0457
cuda,rexnet_100,128,1.2698,91.3799,54.3768,1.1048
cuda,sebotnet33ts_256,64,1.3311,83.9679,62.3782,1.0447
cuda,selecsls42b,128,1.2382,72.3617,33.8826,1.0230
cuda,spnasnet_100,128,1.2444,81.8575,40.8057,1.0051
cuda,swin_base_patch4_window7_224,64,1.1456,205.7597,105.2593,0.9879
cuda,swsl_resnext101_32x16d,32,1.0503,209.2357,51.5905,0.9924
cuda,tf_efficientnet_b0,128,1.3030,100.4936,44.4519,1.1155
cuda,tf_mixnet_l,128,1.1864,213.2611,57.6047,1.1292
cuda,tinynet_a,128,1.2488,85.3542,48.1402,1.1198
cuda,tnt_s_patch16_224,128,1.5699,299.2537,58.3408,1.0034
cuda,twins_pcpvt_base,64,1.2426,108.2853,101.8332,0.9388
cuda,visformer_small,128,1.0215,125.5420,43.0062,0.9953
cuda,vit_base_patch16_224,64,1.0875,110.8346,36.9353,0.9949
cuda,volo_d1_224,64,1.3644,112.4535,57.4608,0.9631
cuda,xcit_large_24_p8_224,5,1.3039,104.9936,103.5057,1.0107
