,Compiler,torchbench,huggingface,timm_models
eager,eager,"100%, 49/49","100%, 43/43","100%, 68/68"
ts_nvfuser,ts_nvfuser,"94%, 46/49","95%, 41/43","79%, 54/68"
aot_eager,aot_eager,"88%, 43/49","91%, 39/43","93%, 63/68"
aot_cudagraphs,aot_cudagraphs,"84%, 41/49","74%, 32/43","90%, 61/68"
aot_nvfuser,aot_nvfuser,"24%, 12/49","0%, 0/43","13%, 9/68"
inductor_cudagraphs,inductor_cudagraphs,"65%, 32/49","81%, 35/43","82%, 56/68"
