dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,CachingAutotuner.autotune_to_one_config,compile_fx.<locals>.bw_compiler
cuda,AlbertForMaskedLM,4,14.847576,12.933267,5.259857,1.890197,10.039711,3.540376,1.259288,0.157438,1.302258,1.458347,8.064899
cuda,AlbertForQuestionAnswering,4,15.196471,13.222291,5.308332,1.925381,10.189759,3.603355,1.278921,0.157157,0.922934,1.033124,7.823214
cuda,AllenaiLongformerBase,4,62.661139,53.874468,32.257436,6.568992,39.768658,17.445083,6.080827,0.461333,16.433872,3.351356,30.894012
cuda,BartForCausalLM,4,20.508891,16.834527,7.733819,2.169884,11.072558,4.133054,1.844559,0.351887,2.141165,2.390966,7.768317
cuda,BartForConditionalGeneration,2,50.007169,41.206673,18.621192,6.127654,25.226651,11.493124,4.672434,1.418649,0.613803,1.236526,13.660949
cuda,BertForMaskedLM,16,20.026640,16.399594,7.217566,2.264099,10.377387,4.420272,1.872983,0.351483,1.835909,2.183555,7.384651
cuda,BertForQuestionAnswering,16,20.130105,16.544961,7.367509,2.241120,10.430426,4.401374,1.866724,0.344115,1.403937,1.680777,6.830946
cuda,BlenderbotSmallForCausalLM,64,12.743615,10.549308,4.661690,1.423088,7.049560,2.532583,1.260788,0.204224,3.003152,6.894732,2.786589
cuda,BlenderbotSmallForConditionalGeneration,64,32.753985,27.010265,12.327617,3.893922,16.380554,7.503635,3.134355,0.745189,1.907215,1.864380,10.061109
cuda,CamemBert,16,19.891857,16.299336,7.231384,2.272419,10.331063,4.419582,1.855636,0.352888,0.687973,1.065790,6.185607
cuda,DebertaForMaskedLM,4,33.919122,26.783175,16.417581,3.154138,20.132938,5.789675,2.727150,0.401160,15.179499,2.631757,22.327445
cuda,DebertaForQuestionAnswering,8,33.850126,26.769152,16.506041,3.100801,19.946488,5.721927,2.673474,0.396734,16.118288,2.979469,22.935381
cuda,DebertaV2ForMaskedLM,1,51.396111,37.879157,19.799670,4.640824,23.084068,7.382180,3.783580,0.706212,34.617983,1.750117,43.011843
cuda,DebertaV2ForQuestionAnswering,2,52.273540,38.625819,20.329897,5.339613,24.563071,9.160101,4.532926,0.726237,35.207248,0.576864,45.260838
cuda,DistilBertForMaskedLM,128,11.788702,10.186136,5.466606,1.167395,7.426709,2.322926,1.019822,0.148969,1.390012,3.991058,4.582396
cuda,DistilBertForQuestionAnswering,256,11.856286,10.269641,5.562215,1.316223,7.491197,2.177525,1.020993,0.164110,0.825966,3.008461,4.135258
cuda,DistillGPT2,16,10.452605,8.936438,4.714157,1.252050,6.770836,2.204827,0.937536,0.132593,1.706248,2.715348,5.071162
