dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,compile_fx.<locals>.bw_compiler,CachingAutotuner.autotune_to_one_config
cuda,AlbertForMaskedLM,4,10.440798,9.101615,3.472897,1.858555,7.436533,3.065508,1.034270,0.136783,1.491132,7.392105,0.884611
cuda,AlbertForQuestionAnswering,4,10.499709,9.130044,3.438299,1.823778,7.632724,3.001373,1.026414,0.134511,1.114250,7.211059,0.505047
cuda,BartForCausalLM,4,12.810364,11.343476,5.646910,1.818045,8.897793,2.908801,1.241584,0.237230,1.392441,1.468473,6.545877
cuda,BartForConditionalGeneration,2,32.769173,29.044594,13.994890,5.178629,20.174093,8.109664,3.129372,0.916843,0.654322,1.225464,12.235531
cuda,BertForMaskedLM,16,12.867988,11.041417,4.360706,1.932815,7.316782,3.072270,1.262408,0.241153,1.985153,6.963712,1.435755
cuda,BertForQuestionAnswering,16,12.722304,10.977418,4.650096,1.909295,7.613715,3.092363,1.263519,0.234057,1.537907,6.499547,1.024735
cuda,BlenderbotSmallForCausalLM,64,8.312073,7.395898,3.309468,1.443240,5.381281,1.883947,0.862713,0.151137,2.396365,5.969193,2.073700
cuda,BlenderbotSmallForConditionalGeneration,64,20.927214,18.449503,8.420339,2.977544,12.580851,5.270567,2.072829,0.511593,2.070128,1.826067,9.356127
cuda,CamemBert,16,12.545483,10.790951,4.589469,2.145094,7.337774,3.144638,1.276457,0.245330,0.873431,5.856934,0.342683
cuda,DebertaForMaskedLM,4,25.627648,20.161762,12.053735,2.673803,15.360389,3.950240,1.927337,0.329175,15.577217,0.840380,21.811686
cuda,DebertaForQuestionAnswering,8,25.557611,20.077047,11.980224,2.652314,15.537436,3.925002,1.923486,0.330066,16.426019,1.787400,22.881375
cuda,DebertaV2ForMaskedLM,1,35.528618,26.736174,14.024578,3.047963,17.460566,4.230268,2.202355,0.556294,32.112968,1.559533,38.988635
cuda,DebertaV2ForQuestionAnswering,2,35.416902,26.623563,13.922763,3.763368,18.181883,5.189883,2.735121,0.561325,33.884373,0.510529,42.298071
cuda,DistilBertForMaskedLM,128,7.036388,6.355922,2.987409,1.022593,4.915572,1.705561,0.679385,0.107715,1.494845,4.492131,1.183439
cuda,DistilBertForQuestionAnswering,256,7.011038,6.321556,2.946337,1.012283,4.975875,1.734043,0.681901,0.105680,0.908242,3.999562,0.579942
cuda,DistillGPT2,16,9.645512,8.786659,5.508697,1.093678,7.434195,1.549080,0.912975,0.092728,1.676277,2.170849,4.741072
cuda,ElectraForCausalLM,32,14.216399,12.421807,6.123496,2.139072,11.858112,3.291307,1.352643,0.242217,3.684690,3.051023,11.651647
