dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler_base,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,CachingAutotuner.benchmark_all_configs,compile_fx.<locals>.bw_compiler
cuda,adv_inception_v3,128,42.908532,36.958491,33.768927,20.182276,6.101068,25.903309,9.551452,5.191928,0.580588,41.999418,96.165441,59.112675
cuda,beit_base_patch16_224,64,25.353930,21.314889,17.506278,10.211980,2.047868,13.979387,3.762272,2.070245,0.267247,0.676310,3.261903,9.045179
cuda,botnet26t_256,128,27.735740,24.508801,21.287602,14.836196,2.683830,20.989867,6.119087,2.816429,0.139956,26.451219,51.733511,37.560885
cuda,cait_m36_384,4,63.757733,49.818466,47.407598,22.935102,6.902434,35.225947,15.884688,8.232085,2.172918,8.145608,21.588073,36.852483
cuda,coat_lite_mini,128,28.938941,25.480162,21.854630,14.573570,2.804515,26.090862,7.923280,3.239810,0.228879,13.785914,43.794653,30.573246
cuda,convit_base,64,25.799544,22.034447,19.213948,10.906183,2.384824,18.971860,5.488714,2.533170,0.282899,5.891142,9.116225,19.227755
cuda,convmixer_768_32,32,23.876177,22.168420,18.967558,8.662283,3.072346,11.348870,3.628731,2.124208,0.309753,3.488430,13.409103,2.930571
cuda,convnext_base,64,30.950390,23.852758,21.072216,11.242688,3.694194,19.094761,5.883262,3.018272,0.513717,6.112555,12.207044,21.647687
cuda,crossvit_9_240,128,34.750885,28.969787,25.551921,13.777506,3.224426,25.063891,7.634953,3.648497,0.442166,18.678824,33.852462,37.423402
cuda,cspdarknet53,64,34.165629,27.973830,25.420281,13.819400,4.574205,16.766240,5.071723,2.732941,0.322733,26.710162,56.859341,38.552233
cuda,deit_base_distilled_patch16_224,64,20.393106,17.242461,14.847627,8.267631,1.719456,19.164779,4.118517,1.960398,0.231668,2.220539,3.741418,17.181064
cuda,dla102,128,42.578906,36.051296,32.964126,18.017011,5.494078,21.230425,8.023628,3.937446,0.551681,17.235744,39.080874,32.240350
cuda,dm_nfnet_f0,128,29.482244,23.373858,20.588820,9.975079,4.016013,15.809160,5.590981,2.385805,0.278020,24.314429,29.861929,38.301995
cuda,dpn107,32,51.169062,41.007337,37.806363,19.625278,6.386919,24.219691,8.151356,4.548193,0.560381,15.619834,28.828640,33.360689
cuda,eca_botnext26ts_256,128,30.326869,26.856257,23.452591,15.960275,3.127475,22.327651,6.318534,3.075798,0.157783,32.154553,57.453842,44.137435
cuda,ese_vovnet19b_dw,128,21.027046,18.413179,14.715652,9.566624,2.024958,13.858068,3.529861,1.660948,0.118498,25.826481,46.869704,33.742377
cuda,fbnetc_100,128,32.825354,27.388298,24.865792,14.674708,3.746967,18.284487,5.111853,2.607395,0.295644,45.440476,91.366980,56.469699
cuda,fbnetv3_b,128,49.205777,40.414247,37.644315,20.848513,7.045795,25.689955,8.903612,4.389531,0.641812,52.786268,104.606742,71.290768
cuda,gernet_l,128,27.633025,22.350988,19.486616,10.350813,2.945528,12.724447,3.203676,2.263985,0.233778,24.596087,47.285530,33.413553
cuda,ghostnet_100,128,44.058603,36.445680,33.776046,20.038453,6.240418,27.299940,8.434035,4.359452,0.482323,99.349721,177.463029,117.992184
cuda,gluon_inception_v3,128,42.958840,37.071626,34.407700,20.676865,6.243486,26.597075,9.591555,5.182858,0.587953,38.690735,94.064131,56.342468
cuda,gluon_xception65,32,48.063157,40.094090,37.286887,18.229602,6.656834,19.653016,7.628132,3.797267,0.744689,15.957739,32.962504,31.462274
cuda,gmixer_24_224,128,31.868495,25.753341,22.764941,11.586324,2.735027,17.435531,5.885001,3.039400,0.401624,4.370077,6.992603,17.417623
cuda,gmlp_s16_224,128,31.399827,25.578109,22.918342,12.504293,3.115433,19.675075,6.260425,3.213157,0.439420,8.846006,13.179252,23.587015
cuda,hrnet_w18,128,117.315381,107.205328,104.190291,53.251125,20.006800,58.189509,28.352875,13.781746,4.952235,42.941630,87.430650,87.531919
cuda,inception_v3,128,43.099518,37.011635,34.310658,20.614993,6.127947,26.516518,9.567650,5.163433,0.582181,43.488231,92.191615,60.800404
cuda,jx_nest_base,32,38.878608,32.361204,29.711256,17.302724,4.419037,28.048753,10.964125,4.308348,0.590376,11.953121,23.956055,32.221297
cuda,lcnet_050,128,20.757220,18.264906,15.590292,9.646742,2.434639,12.936965,3.077080,1.569460,0.125951,36.403304,66.372660,44.169642
cuda,mixer_b16_224,128,19.282696,16.411759,13.677520,7.647390,1.492210,11.987884,2.199916,1.322777,0.144902,3.656825,5.816423,11.534959
cuda,mixnet_l,128,44.191926,35.049281,31.717145,18.334738,4.621645,24.812652,7.417350,4.132485,0.526998,60.646589,96.041231,76.854875
cuda,mnasnet_100,128,28.502964,24.245410,21.109002,13.049491,3.081111,16.309650,4.098054,2.143127,0.215599,40.946267,83.899994,50.162503
cuda,mobilenetv2_100,128,29.888342,25.571104,22.109234,13.668395,3.423258,16.037022,4.186123,2.129241,0.226734,41.053997,90.462699,49.892926
cuda,mobilenetv3_large_100,128,30.756562,26.292904,23.034150,14.205688,3.821772,18.631137,4.845767,2.760638,0.252276,61.769646,113.779756,73.188862
cuda,mobilevit_s,64,39.626381,34.149692,31.910176,21.292235,5.957359,36.157985,15.462879,6.493003,0.382166,58.360596,103.918152,83.071779
cuda,nfnet_l0,128,26.337024,21.178517,18.745328,9.160321,3.588395,15.190794,5.150629,2.286348,0.270900,28.922312,38.132856,42.150303
cuda,pit_b_224,64,23.205523,19.631248,17.263129,9.879664,2.195912,14.534080,4.250955,2.358955,0.256438,0.002641,11.537612,9.496819
cuda,pnasnet5large,16,79.009760,70.804029,68.287659,36.098367,13.093793,44.073419,20.494986,10.989950,1.875825,27.948002,48.691500,61.513548
cuda,poolformer_m36,64,43.374134,35.875421,33.506931,19.258831,6.365700,30.558972,14.917557,6.792057,0.602618,17.040948,34.062760,40.643108
cuda,regnety_002,128,26.375514,21.494007,19.235162,11.092231,2.939051,14.921383,4.245147,2.138261,0.239379,41.376883,69.405222,51.094098
cuda,repvgg_a2,128,26.022651,20.972203,18.781352,10.014282,2.949122,12.186265,3.573711,1.716508,0.210596,13.489131,27.331365,21.648980
cuda,res2net101_26w_4s,64,66.817663,55.895424,53.585292,27.718225,10.464575,31.534617,14.335312,7.284609,1.479278,29.433060,61.317178,53.587101
cuda,res2net50_14w_8s,128,60.147185,51.204180,48.841721,25.131603,9.009678,31.245735,13.832911,6.827004,1.206149,19.930227,37.089793,43.749435
cuda,res2next50,128,36.521982,31.372103,28.841876,15.767759,4.902372,20.610163,7.717085,4.022787,0.470971,16.002537,35.154900,30.706155
cuda,resmlp_12_224,128,16.182855,13.386942,11.147849,6.541757,1.078841,19.122852,2.562481,1.420948,0.125815,3.846339,7.798396,19.087817
cuda,resnest101e,64,62.247513,50.745021,48.258440,24.446677,8.148736,31.324872,13.036514,6.334079,1.159631,42.160309,78.423772,66.485510
