dev,name,batch_size,speedup,abs_latency,compilation_latency,compression_ratio,eager_peak_mem,dynamo_peak_mem,calls_captured,unique_graphs,graph_breaks,unique_graph_breaks
cuda,adv_inception_v3,128,1.5242,104.9535,157.2056,1.0171,7.4412,7.3164,317,2,13,7
cuda,beit_base_patch16_224,64,1.3572,74.3804,34.2480,0.9890,8.0382,8.1275,472,2,13,7
cuda,botnet26t_256,128,1.4103,70.2758,92.3254,0.9779,6.5538,6.7019,340,2,15,7
cuda,cait_m36_384,4,1.3566,123.1150,114.2012,0.9890,13.2405,13.3873,1345,2,13,7
cuda,coat_lite_mini,128,1.9247,58.6503,89.9957,1.0202,7.4215,7.2746,463,2,13,7
cuda,convit_base,64,1.6171,100.5891,48.7407,1.1570,11.7728,10.1751,501,2,13,7
cuda,convmixer_768_32,32,1.0020,299.8827,36.7744,0.9854,6.9724,7.0759,234,2,7,5
cuda,convnext_base,64,1.5070,81.2337,60.1011,1.0338,9.3938,9.0869,498,2,13,7
cuda,crossvit_9_240,128,1.6416,49.7689,86.1793,0.9898,6.2898,6.3549,603,2,13,7
cuda,cspdarknet53,64,1.2421,71.2928,100.8063,1.0328,5.7233,5.5413,442,2,15,7
cuda,deit_base_distilled_patch16_224,64,1.2614,67.0427,42.8399,0.9528,7.6517,8.0309,380,2,13,7
cuda,dla102,128,1.5285,112.2878,97.7229,1.0326,9.7714,9.4629,419,2,13,7
cuda,dm_nfnet_f0,128,1.4543,86.9863,73.0252,1.0845,7.5870,6.9956,619,2,13,7
cuda,dpn107,32,1.1149,95.2690,97.8907,0.9642,6.1719,6.4008,746,2,15,7
cuda,eca_botnext26ts_256,128,1.4178,74.6120,95.3126,1.0072,8.7111,8.6487,370,2,15,7
cuda,ese_vovnet19b_dw,128,1.3591,45.5557,78.9475,0.9903,5.5337,5.5879,161,3,15,8
cuda,fbnetc_100,128,1.3681,57.4955,138.7556,0.9535,3.7569,3.9400,384,3,15,8
cuda,fbnetv3_b,128,1.2963,84.4169,169.5089,0.9793,5.8569,5.9806,610,2,15,7
cuda,gernet_l,128,1.0514,69.2428,80.0645,0.9706,4.6338,4.7741,409,2,15,7
cuda,ghostnet_100,128,1.6416,54.6812,239.6408,0.9770,2.9281,2.9971,328,2,15,7
cuda,gluon_inception_v3,128,1.5253,104.9205,159.6783,1.0171,7.4412,7.3164,317,2,13,7
cuda,gluon_xception65,32,1.0820,91.4222,95.9385,0.9705,7.2849,7.5062,356,2,13,7
cuda,gmixer_24_224,128,1.7654,66.4664,51.4179,1.1596,9.0260,7.7838,635,2,13,7
cuda,gmlp_s16_224,128,1.8504,73.9143,60.4449,1.2049,12.2402,10.1587,491,2,13,7
cuda,hrnet_w18,128,1.3464,207.5670,242.5264,0.9900,8.6762,8.7638,1373,2,7,5
cuda,inception_v3,128,1.5221,105.1609,160.4320,1.0171,7.4412,7.3164,317,2,13,7
cuda,jx_nest_base,32,1.3834,72.4915,83.0802,0.9604,8.8309,9.1948,862,2,13,7
cuda,lcnet_050,128,1.4145,21.0731,95.8891,0.8840,1.3628,1.5416,168,2,15,7
cuda,mixer_b16_224,128,1.3657,85.5064,32.4935,0.9948,9.5366,9.5865,227,2,13,7
cuda,mixnet_l,128,1.1765,153.6508,161.5003,0.9902,7.8238,7.9010,677,2,15,7
cuda,mnasnet_100,128,1.4531,41.8766,120.9557,0.9403,3.1775,3.3792,305,3,15,8
cuda,mobilenetv2_100,128,1.4077,44.1399,129.8349,1.1179,5.3429,4.7796,304,2,15,7
cuda,mobilenetv3_large_100,128,1.4177,41.0750,162.1072,0.9362,3.1753,3.3919,315,2,15,7
cuda,mobilevit_s,64,1.4387,56.5056,166.9193,1.0057,7.1866,7.1461,520,3,15,8
cuda,nfnet_l0,128,1.4579,76.9059,78.3288,0.9952,6.5084,6.5395,550,2,13,7
cuda,pit_b_224,64,1.4389,82.0435,45.1831,1.0242,10.8027,10.5477,426,2,13,7
