dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function
cuda,AlbertForMaskedLM,4,8.024895,5.548453,5.534927
cuda,AlbertForQuestionAnswering,4,7.973548,5.533895,5.520312
cuda,AllenaiLongformerBase,4,30.092750,20.386347,20.369109
cuda,BartForCausalLM,4,10.639998,5.099796,5.085108
cuda,BartForConditionalGeneration,2,25.840031,13.877535,13.855459
cuda,BertForMaskedLM,16,10.633519,5.377150,5.361377
cuda,BertForQuestionAnswering,16,10.563925,5.380209,5.365000
cuda,BlenderbotForCausalLM,4,22.544366,10.845379,10.826094
cuda,BlenderbotSmallForCausalLM,64,7.262896,3.511194,3.496587
cuda,BlenderbotSmallForConditionalGeneration,64,16.810163,9.062650,9.045627
cuda,CamemBert,16,11.156656,5.711082,5.695224
cuda,DebertaForMaskedLM,4,12.951972,5.889668,5.858905
cuda,DebertaForQuestionAnswering,8,13.261779,6.016568,5.984326
cuda,DebertaV2ForMaskedLM,1,26.058632,11.055442,11.000345
cuda,DebertaV2ForQuestionAnswering,2,27.183783,11.586500,11.535616
cuda,DistilBertForMaskedLM,128,5.634722,3.003370,2.988779
cuda,DistilBertForQuestionAnswering,256,5.649120,3.021430,3.006170
cuda,DistillGPT2,16,4.987536,2.610394,2.596568
cuda,ElectraForCausalLM,32,11.272058,5.780054,5.763977
cuda,ElectraForQuestionAnswering,64,11.297038,5.803818,5.787111
cuda,GPT2ForSequenceClassification,4,9.602771,4.869310,4.854905
cuda,LayoutLMForMaskedLM,16,11.612824,5.823798,5.807266
cuda,LayoutLMForSequenceClassification,16,10.933175,5.420940,5.404800
cuda,M2M100ForConditionalGeneration,16,26.065507,14.055954,14.034420
cuda,MBartForCausalLM,4,10.908182,5.213959,5.198751
cuda,MBartForConditionalGeneration,2,25.863459,13.865150,13.842806
cuda,MT5ForConditionalGeneration,16,18.813470,10.720583,10.704208
cuda,MegatronBertForCausalLM,4,21.006224,10.640211,10.621037
cuda,MegatronBertForQuestionAnswering,8,21.030492,10.671834,10.653604
cuda,MobileBertForMaskedLM,64,41.329747,23.678414,23.646145
cuda,MobileBertForQuestionAnswering,128,41.269375,23.638662,23.606509
cuda,OPTForCausalLM,2,10.459543,5.647617,5.632099
cuda,PLBartForCausalLM,8,6.050413,2.929117,2.914154
cuda,PLBartForConditionalGeneration,4,13.402935,7.060730,7.042995
cuda,PegasusForCausalLM,32,10.842758,5.171162,5.155762
cuda,PegasusForConditionalGeneration,32,19.086701,13.657875,13.638706
cuda,RobertaForCausalLM,16,11.221970,5.747885,5.731700
cuda,RobertaForQuestionAnswering,16,11.138074,5.726267,5.711163
cuda,Speech2Text2ForCausalLM,256,5.599743,2.683564,2.669529
cuda,T5ForConditionalGeneration,4,13.035622,7.437332,7.420778
cuda,T5Small,4,13.298645,7.572160,7.554506
cuda,TrOCRForCausalLM,32,10.894007,5.187574,5.171259
cuda,XGLMForCausalLM,8,20.365031,10.916750,10.898740
cuda,XLNetLMHeadModel,8,27.143948,16.675123,16.655771
cuda,YituTechConvBert,16,16.447068,8.837713,8.821116
