dev,name,batch_size,_compile,OutputGraph.call_user_compiler
cuda,BERT_pytorch,16,4.892322,0.000236
cuda,Background_Matting,4,3.539048,0.000146
cuda,LearningToPaint,96,1.414547,0.000088
cuda,Super_SloMo,6,3.078378,0.000192
cuda,alexnet,128,0.492493,0.000084
cuda,attention_is_all_you_need_pytorch,256,4.369811,0.000236
cuda,dcgan,32,0.422473,0.000067
cuda,demucs,4,1.495488,0.000227
cuda,densenet121,4,7.802219,0.000202
cuda,dlrm,1024,0.369595,0.000090
cuda,drq,1,0.649861,0.000116
cuda,fastNLP_Bert,6,5.141978,0.000384
cuda,functorch_dp_cifar10,64,1.196400,0.000089
cuda,hf_Albert,8,2.432284,0.000208
cuda,hf_Bart,4,6.289380,0.000265
cuda,hf_Bert,4,5.196952,0.000201
cuda,hf_Bert_large,4,10.368667,0.000284
cuda,hf_BigBird,2,12.518011,0.002812
cuda,hf_DistilBert,8,2.491960,0.000139
cuda,hf_GPT2,4,4.556985,0.000300
cuda,hf_GPT2_large,4,14.761938,0.000731
cuda,hf_Longformer,2,9.429662,0.000793
cuda,hf_Reformer,4,3.950994,0.001451
cuda,hf_T5,8,5.475209,0.000303
cuda,hf_T5_large,2,26.058334,0.001233
cuda,lennard_jones,1000,0.380977,0.000068
cuda,mnasnet1_0,32,3.144279,0.000121
cuda,mobilenet_v2,96,3.200883,0.000122
cuda,mobilenet_v3_large,32,3.415489,0.000133
cuda,moco,32,34.037369,0.791705
cuda,nvidia_deeprecommender,256,0.481028,0.000078
cuda,phlippe_densenet,128,3.262107,0.000142
cuda,phlippe_resnet,128,1.324881,0.000090
cuda,pytorch_CycleGAN_and_pix2pix,1,1.199057,0.000144
cuda,pytorch_stargan,16,1.219566,0.000098
cuda,pytorch_struct,200,0.728501,0.000082
cuda,pytorch_unet,1,1.600303,0.000102
cuda,resnet152,32,9.196528,0.000229
cuda,resnet18,16,1.341993,0.000091
cuda,resnet50,32,3.207489,0.000117
cuda,resnext50_32x4d,8,3.213811,0.000126
cuda,shufflenet_v2_x1_0,128,3.474842,0.000157
cuda,soft_actor_critic,256,0.417732,0.000105
cuda,speech_transformer,32,5.849270,0.000632
cuda,squeezenet1_1,32,1.030211,0.000087
cuda,timm_efficientnet,32,5.275446,0.000423
cuda,timm_nfnet,128,6.029057,0.000317
cuda,timm_regnet,32,7.035541,0.000464
cuda,timm_resnest,32,1.790082,0.000113
cuda,timm_vision_transformer,32,3.224295,0.000182
cuda,timm_vision_transformer_large,32,10.408646,0.000473
cuda,timm_vovnet,32,3.778630,0.000299
cuda,tts_angular,64,0.437432,0.000114
cuda,vgg16,64,0.717952,0.000079
cuda,yolov3,16,5.039140,0.000154
