,Compiler,torchbench,huggingface,timm_models
eager,eager,0.96x,0.98x,1.00x
aot_eager,aot_eager,0.87x,0.89x,0.88x
aot_cudagraphs,aot_cudagraphs,0.47x,0.31x,0.25x
aot_nvfuser,aot_nvfuser,0.84x,1.08x,0.85x
inductor,inductor,1.00x,0.0x,0.0x
