,Compiler,torchbench,huggingface,timm_models
eager,eager,1.00x,1.01x,1.00x
aot_eager,aot_eager,1.01x,1.00x,1.00x
aot_cudagraphs,aot_cudagraphs,1.22x,1.12x,1.00x
nvprims_nvfuser,nvprims_nvfuser,1.02x,1.04x,1.08x
inductor,inductor,1.84x,1.74x,1.41x
inductor_no_cudagraphs,inductor_no_cudagraphs,1.38x,1.53x,1.36x
