dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,CachingAutotuner.benchmark_all_configs,compile_fx.<locals>.bw_compiler
cuda,adv_inception_v3,128,37.524043,33.655609,28.963803,17.700800,4.777018,27.201472,8.850578,5.170758,0.567299,39.069996,92.043777,53.692658
cuda,beit_base_patch16_224,64,21.924044,19.329290,14.743108,9.701242,1.505731,16.301680,3.422048,1.797388,0.244105,0.805183,2.843782,9.059102
cuda,botnet26t_256,128,26.397037,24.106786,19.412564,14.899429,2.302419,21.966142,5.900957,2.445801,0.132128,26.347156,53.685293,35.852388
cuda,cait_m36_384,4,47.511423,39.234026,35.264378,16.735370,5.055977,33.694211,12.600542,7.288419,1.922784,6.936305,19.000891,29.778181
cuda,coat_lite_mini,128,25.816321,23.511844,18.764197,13.800859,2.078723,26.761130,6.991148,2.693812,0.214716,13.544422,39.135813,28.731235
cuda,convit_base,64,23.583382,21.118849,16.368804,10.531169,1.890637,19.570719,4.684599,2.175877,0.273193,5.911597,8.498936,17.007260
cuda,convmixer_768_32,32,21.040399,19.542373,14.843268,7.083354,2.755084,13.011306,2.576271,1.786557,0.268974,3.206585,12.128781,2.222594
cuda,convnext_base,64,24.068664,19.651832,16.150770,9.425951,2.899525,19.227772,4.643008,2.394343,0.446520,5.597718,6.968262,18.500757
cuda,crossvit_9_240,128,28.390939,24.828205,20.138124,11.724522,2.561387,24.869328,6.328835,3.055398,0.386855,22.472049,33.272020,38.410180
cuda,cspdarknet53,64,28.733094,24.359937,19.685725,11.272415,3.078777,18.469337,4.241899,2.982301,0.326991,25.369776,52.462426,35.903031
cuda,deit_base_distilled_patch16_224,64,19.935301,17.908597,13.312687,8.937332,1.237928,16.220548,2.774235,1.541050,0.191401,2.467257,3.528716,11.112271
cuda,dla102,128,34.466156,30.206799,26.788501,14.202706,4.714254,21.691440,7.230647,3.575560,0.562940,17.795578,39.590408,30.376201
cuda,dm_nfnet_f0,128,24.750688,20.196435,16.520642,8.435889,3.458481,16.665311,4.619938,2.078325,0.264714,23.055947,28.369186,34.964295
cuda,dpn107,32,43.497036,36.374542,32.494721,16.742134,5.043593,26.032888,7.258083,4.096304,0.530787,13.956313,27.931896,29.001229
cuda,eca_botnext26ts_256,128,25.540321,23.125130,19.751723,14.754773,2.754638,21.217651,5.950087,2.444783,0.152751,31.904495,61.460256,41.277349
cuda,ese_vovnet19b_dw,128,18.306925,16.497503,11.821259,8.752046,1.508079,14.592630,2.946479,1.484638,0.110194,24.587017,46.572944,32.029499
cuda,fbnetc_100,128,27.970819,24.467136,19.714859,12.410936,3.057481,18.619975,3.972816,2.295871,0.281409,39.290236,90.194916,48.778807
cuda,fbnetv3_b,128,40.234755,34.335753,29.805209,16.754194,5.265328,25.738304,7.569697,3.802594,0.635510,51.151693,101.372659,65.782177
cuda,gernet_l,128,23.021028,19.387389,15.894114,9.115198,2.332609,14.258575,2.864559,1.711402,0.218736,23.319319,46.662382,30.990923
cuda,ghostnet_100,128,36.570713,31.352418,27.865613,17.072495,4.353108,28.802773,7.495090,3.852039,0.457594,100.967922,180.766580,117.366522
cuda,gluon_inception_v3,128,35.935216,32.126171,28.628264,16.983772,4.459686,26.698966,8.556818,5.063780,0.555990,39.684708,98.223104,54.194563
cuda,gluon_xception65,32,37.673321,32.812448,29.316285,13.846502,4.948373,20.151606,6.501906,3.224741,0.678058,14.878283,32.498919,26.919818
cuda,gmixer_24_224,128,23.658252,20.133379,16.659833,9.405628,1.970439,18.301159,5.192053,2.544080,0.381326,0.195210,6.120313,11.264708
cuda,gmlp_s16_224,128,24.561302,21.133147,17.471665,10.229383,2.204425,20.588095,5.211534,2.650432,0.383750,0.199110,12.240137,12.974661
cuda,hrnet_w18,128,92.160573,84.273366,80.688846,38.980076,16.221242,55.749118,23.888428,12.745362,4.814050,42.649365,88.489758,76.806262
cuda,inception_v3,128,35.420868,31.689469,28.072777,16.873215,4.437710,26.479791,8.858840,4.795371,0.565281,45.765188,102.930158,60.141524
cuda,jx_nest_base,32,32.900249,28.481824,24.982435,15.586367,3.198214,28.197076,8.813612,3.976620,0.540337,11.341859,19.418953,27.437266
cuda,lcnet_050,128,19.396362,17.688439,13.224211,9.289378,1.743148,14.491297,2.600821,1.612356,0.121158,37.412497,66.724804,44.632240
cuda,mixer_b16_224,128,17.848945,15.874068,11.623513,7.949151,1.168547,14.199658,2.023515,1.104134,0.139960,0.152699,5.142031,7.675469
cuda,mixnet_l,128,36.045992,29.813895,25.161881,15.129306,3.970859,24.415002,6.128132,3.497285,0.502395,62.175957,96.903248,75.740577
cuda,mnasnet_100,128,25.041394,22.193116,17.399607,11.473596,2.305824,17.547133,3.677387,1.930285,0.207501,42.901186,86.009333,51.460623
cuda,mobilenetv2_100,128,24.266484,21.378843,17.927054,11.536732,2.381341,17.586492,3.875765,1.972248,0.222582,39.958753,89.155125,48.582370
cuda,mobilenetv3_large_100,128,24.791957,21.871878,18.422286,12.041991,2.609186,19.977666,4.283671,2.209032,0.242790,64.803279,117.633724,75.532321
cuda,mobilevit_s,64,37.382388,33.689859,30.415922,22.992332,3.781131,37.769393,12.985081,6.290238,0.343821,54.594641,129.225066,73.381983
cuda,nfnet_l0,128,23.239510,19.466138,16.012593,8.550901,2.616733,17.010171,4.663927,2.081528,0.262815,28.203889,36.693552,39.485833
cuda,pit_b_224,64,19.573119,17.260282,13.859404,8.934521,1.530706,16.186821,3.800619,1.873728,0.218370,8.419569,11.575814,17.345090
cuda,pnasnet5large,16,66.090693,58.840095,55.437015,27.964563,10.175772,43.254925,18.606676,10.192416,1.851590,26.603651,47.370289,52.880548
cuda,poolformer_m36,64,36.794703,31.577863,28.229505,16.332540,5.610252,30.316514,14.243755,6.056025,0.574277,9.697479,26.103767,29.637112
cuda,regnety_002,128,22.508576,19.137175,15.801501,9.898206,2.295658,15.841773,3.436054,1.832577,0.231617,39.942875,68.673578,48.357438
cuda,repvgg_a2,128,22.806561,19.123392,15.766737,9.136459,2.450733,14.394427,3.290759,1.572271,0.203314,13.024614,25.160368,20.929368
cuda,res2net101_26w_4s,64,55.816179,48.959968,45.582687,22.784374,7.849633,33.309310,13.792835,6.669894,1.480389,28.648649,59.429876,47.676371
cuda,res2net50_14w_8s,128,50.348974,44.493688,41.112553,20.374809,6.746373,32.305665,12.838300,6.339115,1.243863,20.079551,37.146229,39.326897
cuda,res2next50,128,31.013274,27.698959,24.243814,13.292114,4.008681,20.788350,6.894893,3.672683,0.469306,16.754391,35.739081,28.581539
cuda,resmlp_12_224,128,14.625641,12.706209,9.487239,6.780156,0.853260,22.538741,1.799963,1.213481,0.124125,0.143095,7.203723,16.832171
cuda,resnest101e,64,48.631629,41.466587,38.153945,18.694279,6.334580,30.544214,11.235315,5.701786,1.099277,43.108012,76.850758,61.863776
cuda,rexnet_100,128,31.594018,27.594674,24.251438,15.801784,3.329667,27.516281,5.960652,3.013052,0.310292,136.591660,223.703370,151.896920
cuda,sebotnet33ts_256,64,29.997447,26.781996,23.496651,17.132114,3.427713,24.825705,7.891055,3.542387,0.213093,37.528673,71.134920,48.845437
cuda,selecsls42b,128,19.434980,17.839245,14.582543,9.682533,1.964799,16.320174,4.051247,2.014020,0.163522,27.810082,60.343011,36.556972
cuda,spnasnet_100,128,25.999882,22.576244,19.156383,12.048018,2.970061,18.078500,4.003481,2.505666,0.269666,45.012082,93.596798,54.230062
cuda,swin_base_patch4_window7_224,64,40.482453,34.645018,31.293688,19.252958,4.100151,36.086586,12.468281,5.550525,0.635990,20.021015,36.830801,41.293574
cuda,swsl_resnext101_32x16d,32,30.531923,26.637395,23.222885,11.061716,4.122206,16.872646,5.413769,2.671489,0.454203,7.292759,11.516175,17.588717
cuda,tf_efficientnet_b0,128,26.277729,22.819001,19.330898,12.155972,3.112624,20.359512,5.078203,2.461878,0.287753,61.683004,104.003793,73.213876
cuda,tf_mixnet_l,128,35.044268,28.319101,25.001280,15.003900,3.911773,24.379081,6.329822,3.694471,0.488993,65.073654,101.582724,78.660297
cuda,tinynet_a,128,28.950212,24.833877,21.561522,12.978426,3.295925,21.586519,5.778453,2.746429,0.360188,64.584779,110.776727,76.743713
cuda,tnt_s_patch16_224,128,29.639395,25.188495,21.881603,11.236574,3.250828,20.506103,6.389504,3.240474,0.624362,7.951692,12.828684,20.770002
cuda,twins_pcpvt_base,64,38.796292,32.603059,29.295137,15.772981,4.531276,29.740940,9.997669,5.160649,1.036025,34.681001,57.529917,53.576118
cuda,visformer_small,128,20.020864,18.122281,14.646528,9.766014,1.985046,15.315367,2.933957,1.434920,0.174123,16.275230,30.250947,23.962283
cuda,vit_base_patch16_224,64,17.574415,15.582944,12.184762,7.846547,1.232446,14.669174,2.408491,1.470157,0.188654,2.579586,3.695218,10.758114
cuda,volo_d1_224,64,27.613820,24.324838,20.837954,12.576347,3.197615,22.528589,6.792716,3.195863,0.409327,12.794293,21.220446,26.181950
cuda,xcit_large_24_p8_224,5,48.434407,40.896522,37.564992,18.916102,7.141779,35.419444,14.186119,7.234130,1.747575,0.369458,31.641947,24.947630
