dev,name,batch_size,_compile,OutputGraph.call_user_compiler
cuda,AlbertForMaskedLM,4,1.933390,0.000166
cuda,AlbertForQuestionAnswering,4,1.911227,0.000137
cuda,AllenaiLongformerBase,4,8.760678,0.004105
cuda,BartForCausalLM,4,3.505350,0.000472
cuda,BartForConditionalGeneration,2,7.395749,0.000385
cuda,BertForMaskedLM,16,3.409393,0.000125
cuda,BertForQuestionAnswering,16,3.380454,0.000133
cuda,BlenderbotForCausalLM,4,6.438497,0.000929
cuda,BlenderbotSmallForCausalLM,64,2.595630,0.000338
cuda,BlenderbotSmallForConditionalGeneration,64,4.772878,0.000257
cuda,CamemBert,16,3.427845,0.000129
cuda,DebertaForMaskedLM,4,5.722968,0.002402
cuda,DebertaForQuestionAnswering,8,5.747033,0.002296
cuda,DebertaV2ForMaskedLM,1,10.907805,0.004225
cuda,DebertaV2ForQuestionAnswering,2,10.677864,0.004183
cuda,DistilBertForMaskedLM,128,1.700054,0.000087
cuda,DistilBertForQuestionAnswering,256,1.688500,0.000104
cuda,DistillGPT2,16,1.834949,0.000137
cuda,ElectraForCausalLM,32,3.527086,0.000209
cuda,ElectraForQuestionAnswering,64,3.478278,0.000132
cuda,GPT2ForSequenceClassification,4,3.284673,0.000241
cuda,GoogleFnet,16,2.153586,0.000695
cuda,LayoutLMForMaskedLM,16,3.744921,0.000132
cuda,LayoutLMForSequenceClassification,16,3.645791,0.000129
cuda,M2M100ForConditionalGeneration,16,7.333774,0.000790
cuda,MBartForCausalLM,4,3.536125,0.000523
cuda,MBartForConditionalGeneration,2,7.419037,0.000339
cuda,MT5ForConditionalGeneration,16,6.013404,0.000383
cuda,MegatronBertForCausalLM,4,7.095805,0.000216
cuda,MegatronBertForQuestionAnswering,8,6.882421,0.000214
cuda,MobileBertForMaskedLM,64,13.642853,0.000562
cuda,MobileBertForQuestionAnswering,128,13.589993,0.000612
cuda,OPTForCausalLM,2,3.385339,0.000506
cuda,PLBartForCausalLM,8,2.111308,0.000273
cuda,PLBartForConditionalGeneration,4,5.241417,0.000463
cuda,PegasusForCausalLM,32,3.435807,0.000533
cuda,PegasusForConditionalGeneration,32,4.254685,0.000491
cuda,RobertaForCausalLM,16,3.494861,0.000134
cuda,RobertaForQuestionAnswering,16,3.425828,0.000131
cuda,Speech2Text2ForCausalLM,256,1.969324,0.000309
cuda,T5ForConditionalGeneration,4,4.290144,0.000248
cuda,T5Small,4,4.211195,0.000242
cuda,TrOCRForCausalLM,32,3.482708,0.000469
cuda,XGLMForCausalLM,8,6.110103,0.000977
cuda,XLNetLMHeadModel,8,7.086960,0.000301
cuda,YituTechConvBert,16,4.893842,0.000258
