dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,CachingAutotuner.benchmark_all_configs,compile_fx.<locals>.bw_compiler
cuda,BERT_pytorch,16,24.509806,21.082284,17.320870,10.272828,2.301018,15.812257,4.194993,1.863902,0.270829,23.913334,8.022327
cuda,Background_Matting,4,20.754138,18.714962,14.707549,8.638412,2.332911,15.664161,5.180952,2.691399,0.204308,27.559089,9.544128
cuda,LearningToPaint,96,14.290282,13.377944,8.630237,5.820291,0.911516,10.082828,1.358565,0.678010,0.068705,23.741398,5.259862
cuda,Super_SloMo,6,20.247447,18.143644,15.040654,9.258982,2.596235,14.272233,4.980224,2.427596,0.124806,7.736533,8.088740
cuda,alexnet,128,7.003179,6.696467,2.569763,2.256627,0.171742,6.194037,0.718528,0.415714,0.012324,4.117673,4.577016
cuda,attention_is_all_you_need_pytorch,256,24.260646,21.436578,17.673427,10.145089,2.107442,16.873059,4.381431,1.966447,0.338710,31.116299,9.035678
cuda,dcgan,32,5.743309,5.455843,2.201204,1.775893,0.174917,2.769295,0.294181,0.098931,0.010711,1.182392
cuda,demucs,4,12.545322,11.715632,8.336190,7.453775,0.421896,12.379221,1.025203,0.531636,0.032888,8.130148,5.371944
cuda,densenet121,4,46.505098,41.131371,37.700573,21.926642,6.805214,33.034308,12.373845,5.228404,0.665660,58.174039,18.380708
cuda,dlrm,1024,5.227504,4.925502,2.001549,1.548083,0.163212,3.020940,0.458659,0.130897,0.014667,1.649675
cuda,drq,1,6.963008,6.505792,2.815285,2.439023,0.113564,4.012367,0.115211,0.075872,0.012854,1.700184
cuda,fastNLP_Bert,6,25.948947,22.556170,18.712613,12.664068,1.986942,17.985250,3.341749,1.765597,0.272814,6.595581,7.681393
cuda,functorch_dp_cifar10,64,11.521310,10.785481,7.508584,4.959496,1.163141,10.511969,1.936980,0.835611,0.057288,34.238834,6.781955
cuda,hf_Albert,8,18.759497,16.475207,12.709665,7.037998,2.078067,11.847164,2.742342,1.426304,0.149336,8.531548,7.032603
