dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,CachingAutotuner.benchmark_all_configs,compile_fx.<locals>.bw_compiler
cuda,BERT_pytorch,16,24.985736,21.825553,17.768649,10.437161,2.331084,16.025473,4.225054,1.843648,0.256836,10.304228,23.832119,18.408328
cuda,Background_Matting,4,20.081756,18.043603,14.750266,8.702039,2.331175,15.832811,5.060625,2.791079,0.209858,12.757663,29.015802,22.392126
cuda,LearningToPaint,96,13.742606,12.837372,8.256696,5.796080,0.903234,9.754467,1.100460,0.674088,0.067552,12.733057,23.883115,17.665094
cuda,Super_SloMo,6,20.518329,18.375653,15.214595,9.359866,2.631393,14.380774,5.060547,2.466521,0.126034,7.784359,8.056359
cuda,alexnet,128,6.688845,6.377410,2.473347,2.154119,0.173465,5.999663,0.721330,0.421663,0.012840,4.358989,8.387151,4.205158
cuda,attention_is_all_you_need_pytorch,256,24.859133,21.970945,18.104898,10.367019,2.154233,17.036456,4.432457,2.008964,0.341431,14.632682,31.175174,23.660098
cuda,dcgan,32,5.731759,5.438615,2.328599,1.892450,0.179472,3.107185,0.316652,0.101939,0.010886,0.117062,1.524672
cuda,demucs,4,13.500644,12.670230,8.854316,8.105722,0.417859,12.896988,0.914296,0.540904,0.032889,5.682446,8.659782,10.917366
cuda,densenet121,4,47.982949,43.179639,38.808330,22.450495,6.537181,33.374269,12.622503,5.351881,0.666635,26.940003,54.672988,44.884001
cuda,dlrm,1024,5.148397,4.838642,2.031534,1.594899,0.165422,3.146945,0.488716,0.136470,0.015138,0.124116,1.853998
cuda,drq,1,8.009776,7.524964,3.275214,2.868648,0.115036,4.719181,0.124109,0.072834,0.012958,0.399095,2.377262
cuda,fastNLP_Bert,6,26.586697,23.292657,19.233121,13.031836,1.809745,18.695082,3.631442,1.756155,0.274752,0.496587,6.636596,8.149347
cuda,functorch_dp_cifar10,64,11.452703,10.716813,7.602808,5.021028,1.194448,10.634932,1.985356,0.858350,0.056787,26.264130,35.030271,33.141632
cuda,hf_Albert,8,16.706234,14.764976,11.831656,6.361593,1.627496,11.164853,2.987814,1.434247,0.151293,0.002607,8.917809,6.574240
cuda,hf_Bart,4,30.043173,23.869613,20.828738,12.864780,2.361594,20.314553,3.611365,2.242958,0.277552,4.487246,3.775495,14.522915
cuda,hf_Bert,4,20.083078,16.755705,13.828832,7.698377,1.775145,12.692989,3.101637,1.857328,0.271605,0.002512,3.468548,6.937263
cuda,hf_Bert_large,4,33.165956,26.396990,23.439336,11.444788,3.701487,18.911404,6.430588,3.103728,0.749531,0.002439,3.101462,11.500178
cuda,hf_BigBird,2,66.195827,56.016304,52.859738,28.284640,8.596384,47.109648,19.778956,9.605934,0.565582,14.597438,8.276856,42.689732
cuda,hf_DistilBert,8,14.002598,12.467144,9.587378,6.361555,0.933014,10.007605,1.570393,0.882361,0.114035,2.067515,5.442798,6.729783
cuda,hf_GPT2,4,20.520002,17.345577,14.384418,8.740295,1.864153,12.181370,3.297324,1.635842,0.240436,0.347254,7.739902,5.807643
cuda,hf_Longformer,2,74.407243,65.711090,62.387086,41.711856,8.295587,56.481025,20.909408,7.450778,0.439191,17.168058,6.273560,40.955169
cuda,hf_Reformer,4,26.362340,22.925099,19.945314,17.992795,0.730679,22.150681,1.255486,0.721362,0.066522,0.472975,5.204770,5.471095
cuda,hf_T5,8,25.941141,21.675081,17.777772,9.595424,2.156452,15.732892,3.702095,2.038368,0.293368,2.325985,6.768873,10.839633
cuda,hf_T5_large,2,86.140240,66.051332,62.546020,31.188757,8.105405,47.137230,19.396165,6.269686,2.487850,3.920042,25.899144,28.848702
cuda,lennard_jones,1000,4.365093,4.109961,1.374956,1.163319,0.028286,2.170304,0.068050,0.037733,0.005844,0.102223,1.142894
cuda,mnasnet1_0,32,22.253447,20.367211,15.878939,9.967258,2.208329,15.178993,3.362383,1.797928,0.196207,34.676312,69.295087,42.457894
cuda,mobilenet_v2,96,23.742236,21.831266,17.448446,11.151121,2.357156,16.409026,3.782000,1.936194,0.223274,40.118599,90.224715,48.100277
cuda,mobilenet_v3_large,32,22.034552,20.011696,16.669731,10.400609,2.383828,17.243998,3.694217,2.147400,0.221979,63.292027,98.877481,72.699127
cuda,nvidia_deeprecommender,256,5.041739,4.719074,1.709762,1.353753,0.108490,4.328368,0.082704,0.058946,0.008913,0.621609,3.714076,0.494570
cuda,phlippe_densenet,128,23.689748,21.718072,18.426575,12.389818,2.307770,19.205593,4.191238,2.218676,0.210670,55.189369,126.579802,64.495033
cuda,phlippe_resnet,128,10.681521,9.845359,6.584134,4.302690,0.828722,7.164138,0.892654,0.624209,0.062748,6.003181,13.533265,9.759249
cuda,pytorch_CycleGAN_and_pix2pix,1,11.823272,11.022733,7.676472,4.946867,0.914560,8.462547,1.767654,0.911443,0.060211,4.721622,12.448402,9.215783
cuda,pytorch_stargan,16,11.742680,10.935810,7.599715,4.861846,0.852542,8.570801,1.111022,0.489684,0.055424,13.593233,28.242429,18.231613
cuda,pytorch_struct,200,7.367993,6.915047,3.906621,3.332846,0.133895,7.002095,0.166044,0.117972,0.019509,0.002488,11.607039,3.822544
cuda,pytorch_unet,1,13.878352,12.838204,9.495165,6.442320,1.036288,11.090928,2.139719,1.043718,0.078349,13.514140,31.091820,19.278480
cuda,resnet152,32,43.492073,37.953196,34.425025,15.285588,6.247575,21.819242,8.585650,4.133134,0.924797,15.660126,31.123811,28.985225
cuda,resnet18,16,12.714550,11.861591,8.444238,6.168752,0.938321,10.109831,1.527727,0.789171,0.065614,10.418900,23.712972,15.492262
cuda,resnet50,32,20.328504,18.355283,14.923903,8.581723,2.279790,12.666598,3.129442,1.654739,0.200722,12.914878,28.391798,19.645067
cuda,resnext50_32x4d,8,18.793569,16.864167,13.446452,7.472432,2.076200,12.297987,2.698183,1.913075,0.185746,10.642099,19.581431,17.895459
cuda,shufflenet_v2_x1_0,128,21.937643,19.835655,16.395885,9.375539,2.480978,15.002721,4.283707,2.561115,0.257926,20.513939,46.114657,28.823567
cuda,soft_actor_critic,256,5.464642,5.130773,2.264629,2.061961,0.055993,3.529760,0.051785,0.040942,0.006579,0.221835,1.752242
cuda,speech_transformer,32,27.540945,23.904172,21.023038,13.097881,2.340520,21.187085,4.799308,2.299110,0.308846,0.002961,27.822106,10.658664
cuda,squeezenet1_1,32,7.084266,6.457251,3.265323,2.464677,0.392078,6.766804,1.203952,0.616584,0.034999,9.307639,14.022676,9.155468
cuda,timm_efficientnet,32,24.373807,21.079005,17.857236,10.613562,2.713875,17.940926,4.467959,2.137922,0.269671,61.898886,99.627916,72.151035
cuda,timm_nfnet,128,23.356604,19.015117,15.616619,7.846531,3.390951,15.261755,4.598528,2.110155,0.262058,22.588601,27.780391,33.618038
cuda,timm_regnet,32,24.877167,20.176603,16.905455,8.756393,3.224482,13.905324,4.083025,2.026553,0.330325,23.205949,27.871195,31.822059
cuda,timm_resnest,32,15.847682,14.650578,11.407111,8.328952,1.234551,14.014666,3.062891,1.504099,0.094603,41.594466,69.155554,48.605702
cuda,timm_vision_transformer,32,16.853593,14.893705,11.586918,7.307548,1.244443,12.675189,2.541551,1.449828,0.186346,9.772706,14.658111,16.505203
cuda,timm_vovnet,32,18.330810,15.785770,12.584322,7.953661,1.738706,13.857316,3.600895,1.783301,0.142580,16.165040,30.622321,23.943265
cuda,tts_angular,64,4.503876,4.232741,1.375681,1.254009,0.046172,2.122621,0.028457,0.018324,0.001984,0.101478,1.019877
cuda,vgg16,64,6.177881,5.743322,2.657134,2.183479,0.227504,6.377409,0.907939,0.356668,0.020445,5.018359,9.454156,4.833758
cuda,yolov3,16,29.825269,26.582654,23.309360,14.246766,3.695401,21.124062,6.404994,2.993251,0.349788,31.456691,68.225718,42.301500
