dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,CachingAutotuner.benchmark_all_configs,compile_fx.<locals>.bw_compiler
cuda,AlbertForMaskedLM,4,16.823737,14.870593,11.918762,6.593921,1.658191,12.632972,3.166241,1.444997,0.149348,0.002454,6.915362,7.842443
cuda,AlbertForQuestionAnswering,4,17.431430,15.459735,12.420689,7.006701,1.652690,13.085950,2.971008,1.669637,0.146610,0.002388,3.501568,7.876352
cuda,BartForCausalLM,4,26.564872,23.112293,19.671456,14.132090,1.692222,20.965735,2.710044,1.784325,0.201772,3.651338,1.838233,12.356147
cuda,BartForConditionalGeneration,2,40.432839,33.122781,29.648425,14.703088,4.337229,22.222534,7.765464,3.856971,1.048485,0.687263,0.431985,12.952165
cuda,BertForMaskedLM,16,20.056707,16.600106,13.654814,7.420685,1.804059,13.060402,2.970168,1.887367,0.273149,0.004985,2.607812,7.619575
cuda,BertForQuestionAnswering,16,20.652101,17.201653,14.290351,8.092148,1.783631,13.610787,3.142722,1.870336,0.276155,0.002697,2.278203,7.473593
cuda,BlenderbotSmallForCausalLM,64,17.546629,15.080861,11.772334,8.068365,1.143667,15.832540,1.916277,1.205627,0.137181,3.503576,2.426849,12.531185
cuda,BlenderbotSmallForConditionalGeneration,64,29.067979,24.173814,20.300977,10.329626,2.687163,17.274528,5.182883,2.638220,0.571808,1.477909,2.324440,11.383567
cuda,CamemBert,16,20.403081,16.923628,14.013509,7.759859,1.797558,12.553605,3.171133,1.887571,0.275603,0.002431,1.262844,6.762109
cuda,DistilBertForMaskedLM,128,14.877221,13.316718,10.330332,7.207760,0.943577,11.692742,1.762232,0.880050,0.116159,3.432176,8.370955,8.946458
cuda,DistilBertForQuestionAnswering,256,14.894677,13.350569,10.353579,7.206667,0.954336,11.623575,1.821964,0.893425,0.110133,3.651860,10.575377,9.107965
cuda,DistillGPT2,16,16.117237,14.396743,10.195521,7.258723,1.026767,12.288496,1.917176,0.896736,0.103138,1.075950,4.015579,7.216827
cuda,ElectraForCausalLM,32,25.472438,21.985869,19.069741,12.780933,1.813216,25.566585,3.193575,1.701491,0.273470,1.844430,8.450271,16.613856
cuda,ElectraForQuestionAnswering,64,20.367319,16.938457,14.007262,7.759852,1.813678,16.933230,3.452142,1.618308,0.280968,0.002505,2.637898,11.159622
cuda,GPT2ForSequenceClassification,4,21.887390,18.560329,14.527987,8.965434,1.915293,12.250242,3.158756,1.656643,0.236410,0.273228,1.507491,5.812381
cuda,GoogleFnet,16,17.687227,15.581097,12.568957,9.421792,1.086888,17.152956,1.691923,0.924920,0.116265,4.142442,2.066049,13.079446
cuda,LayoutLMForMaskedLM,16,21.131311,17.369490,14.430218,8.055622,1.825659,13.870121,3.231855,1.898596,0.285796,1.960794,2.631534,9.772801
cuda,LayoutLMForSequenceClassification,16,20.780558,17.018384,14.038066,7.649349,1.800410,15.047602,4.187306,1.867204,0.273078,6.260801,6.799061,15.629841
cuda,M2M100ForConditionalGeneration,16,45.973841,36.607994,33.384080,18.914990,4.139046,31.039545,7.157603,4.403727,0.589165,16.372584,21.280373,33.065205
cuda,MBartForCausalLM,4,25.626714,22.193619,18.682007,13.195921,1.739204,20.011703,2.737864,1.803101,0.200820,3.639742,1.837238,12.371573
cuda,MBartForConditionalGeneration,2,43.637110,36.271778,32.530011,16.998482,4.136773,24.830066,8.214633,3.999614,1.041796,0.728698,0.391919,13.108874
cuda,MT5ForConditionalGeneration,16,32.910831,26.868097,23.845091,12.657873,3.290268,20.471870,5.577137,2.253550,0.465654,39.546507,73.476007,51.257858
cuda,MegatronBertForCausalLM,4,34.332600,27.537701,24.424150,12.263786,3.636946,19.546030,6.854590,3.255058,0.723236,0.930488,3.084547,12.189759
cuda,MegatronBertForQuestionAnswering,8,33.946602,27.201646,24.071742,12.157620,3.608546,20.249707,6.701682,3.186376,0.725582,1.446586,2.064209,13.487631
cuda,MobileBertForMaskedLM,64,48.184919,34.868803,31.777644,11.851043,5.616238,26.835960,9.154935,5.714090,2.375017,18.910188,35.068283,40.081851
cuda,MobileBertForQuestionAnswering,128,49.045690,34.963224,31.829735,11.524997,5.664733,27.034185,9.153847,5.747094,2.368120,15.021280,29.936574,36.765337
cuda,PLBartForCausalLM,8,19.349161,17.293609,14.063274,10.879743,0.944534,16.704014,1.565659,0.952088,0.106537,2.179785,1.554689,9.043818
cuda,PLBartForConditionalGeneration,4,31.435030,26.262541,22.988519,15.404655,2.272903,23.739485,3.536754,2.224534,0.277884,3.123475,2.140956,13.956330
cuda,PegasusForCausalLM,32,21.689955,18.386451,15.385421,9.842061,1.696428,17.193412,2.744853,1.779288,0.199532,4.118970,2.283079,13.343344
cuda,PegasusForConditionalGeneration,32,38.743196,34.570636,31.440726,16.840084,3.934606,25.573019,7.537221,3.972169,0.723509,2.225503,1.858960,15.294565
cuda,RobertaForCausalLM,16,20.469940,16.999311,14.066296,7.805302,1.807697,12.146890,3.514935,1.661540,0.277658,0.002434,1.646648,6.320124
cuda,RobertaForQuestionAnswering,16,21.078900,17.610244,14.658838,8.375919,1.799599,12.448641,3.169784,1.874554,0.268913,0.002511,0.919541,6.045527
cuda,Speech2Text2ForCausalLM,256,20.194584,18.275350,14.124410,11.345201,0.816296,17.911511,1.492719,0.914855,0.106434,2.489643,3.508678,9.963256
cuda,T5ForConditionalGeneration,4,25.001137,20.836586,17.814587,9.849386,2.472483,14.957546,3.825258,1.663733,0.295199,3.293177,9.236331,11.089854
cuda,T5Small,4,24.942414,20.761360,17.755569,9.791970,2.220592,14.939733,3.806349,1.648300,0.331019,3.272326,9.273972,11.088207
cuda,XGLMForCausalLM,8,34.941337,29.150458,25.897130,14.478726,3.840732,24.872477,6.146849,3.821283,0.421398,9.231519,4.956077,23.835930
cuda,XLNetLMHeadModel,8,52.844765,45.741686,42.342942,22.863156,5.704181,30.091914,15.306350,4.010113,0.870478,11.502308,13.474682
cuda,YituTechConvBert,16,28.959159,24.118935,20.995152,11.454393,3.099388,23.318340,5.229963,2.495955,0.464481,1.018181,13.151092,16.236587
