dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,compile_fx.<locals>.bw_compiler
cuda,adv_inception_v3,128,2.523805,10.710151,3.804312,15.565851,7.981097,3.549071,0.555439,1.181924,9.996594
cuda,beit_base_patch16_224,64,1.450094,5.881196,1.685973,8.715708,2.580403,1.567593,0.211540,6.849203,11.452795
cuda,botnet26t_256,128,1.485755,9.376627,2.178943,12.885838,5.442976,2.023683,0.131276,47.166650,52.918764
cuda,cait_m36_384,2,4.615840,12.221150,6.000324,21.582589,10.734244,4.851813,1.663984,67.469751,83.138659
cuda,coat_lite_mini,128,1.353297,7.179800,3.121379,13.900775,5.542653,2.273277,0.193160,201.368921,211.297933
cuda,convit_base,32,1.436891,6.042927,2.214188,9.797595,3.694350,1.648434,0.248778,47.855976,53.920659
cuda,convmixer_768_32,32,1.750048,4.385479,2.007024,6.481870,1.896517,1.011946,0.233302,2.206479,6.419821
cuda,convnext_base,32,1.940752,9.303244,3.800664,18.731362,7.428664,2.821737,0.452024,96.380127,109.736941
cuda,crossvit_9_240,64,2.079657,7.790476,2.803284,11.641150,4.667069,1.885501,0.325506,97.557530,104.343521
cuda,cspdarknet53,64,2.931105,6.400853,2.281070,8.755334,3.782514,1.692081,0.329870,0.824576,5.575751
cuda,deit_base_distilled_patch16_224,64,1.061183,5.073311,1.442785,8.460440,2.715726,1.113099,0.168750,15.053899,19.956347
cuda,dla102,64,2.751123,8.735549,3.486887,13.010315,6.280924,2.940389,0.515680,1.357519,9.296153
cuda,dm_nfnet_f0,128,2.514880,9.943915,4.197519,10.164897,5.398070,1.743534,0.269802,1.020191,5.911333
cuda,dpn107,32,5.101870,9.848721,4.168809,14.278565,6.946613,2.889141,0.505703,1.379122,10.202399
cuda,eca_botnext26ts_256,64,1.605779,9.995244,2.809707,13.666040,5.498088,2.377780,0.152878,150.171950,156.729692
cuda,eca_halonext26ts,64,1.665647,12.233020,3.079053,18.535403,9.611601,3.190743,0.158744,156.788360,166.249662
