,Compiler,torchbench,huggingface,timm_models
eager,eager,1.73,2.18,1.87
aot_eager,aot_eager,6.15,9.08,8.21
aot_cudagraphs,aot_cudagraphs,6.35,11.31,16.66
aot_nvfuser,aot_nvfuser,20.10,9.46,48.56
inductor,inductor,58.49,50.41,80.71
inductor_no_cudagraphs,inductor_no_cudagraphs,25.61,23.48,27.66
