,Compiler,torchbench,huggingface,timm_models
eager,eager,0.96x,0.98x,0.99x
aot_eager,aot_eager,0.86x,0.89x,0.87x
aot_cudagraphs,aot_cudagraphs,0.39x,0.36x,0.32x
aot_nvfuser,aot_nvfuser,0.83x,1.08x,0.84x
inductor,inductor,0.84x,0.77x,0.95x
inductor_no_cudagraphs,inductor_no_cudagraphs,0.98x,0.95x,1.03x
