,Compiler,torchbench,huggingface,timm_models
eager,eager,1.00x,1.02x,1.00x
aot_eager,aot_eager,1.01x,1.00x,1.00x
aot_cudagraphs,aot_cudagraphs,1.09x,1.14x,1.07x
aot_nvfuser,aot_nvfuser,1.13x,1.12x,1.12x
inductor,inductor,1.49x,1.64x,1.34x
inductor_no_cudagraphs,inductor_no_cudagraphs,1.23x,1.32x,1.24x
