dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,CachingAutotuner.autotune_to_one_config,compile_fx.<locals>.bw_compiler
cuda,BERT_pytorch,16,27.454011,23.980483,21.276778,12.966345,2.772000,17.766749,4.763510,1.829565,0.289945,23.461919,8.091156
cuda,Background_Matting,4,26.296972,23.225218,19.663564,12.312674,2.699292,19.321353,5.631530,2.623969,0.246488,30.214608,9.923846
cuda,LearningToPaint,96,16.243829,15.179433,11.385073,8.379133,1.252845,12.965395,1.333381,0.655421,0.082622,25.681735,5.929646
cuda,Super_SloMo,6,24.856616,22.710814,18.215703,11.672456,2.801706,17.544583,5.439135,2.319851,0.145588,8.821965,7.384881
cuda,alexnet,128,8.737171,8.373313,4.123738,3.672292,0.212197,8.431466,0.806090,0.435455,0.016288,4.986267,4.449059
cuda,attention_is_all_you_need_pytorch,256,28.138060,24.878357,22.078499,13.429713,2.439381,19.750751,5.381649,1.974775,0.372283,30.343509,9.207353
cuda,dcgan,32,7.374227,7.054966,3.673589,3.153635,0.335659,4.225213,0.212284,0.100808,0.014021,1.424319
cuda,demucs,4,18.132597,17.102494,13.453223,12.090889,0.659911,18.313051,1.339975,0.767859,0.046778,8.832368,6.934734
cuda,densenet121,4,59.621530,52.657279,49.087041,30.235230,7.211923,41.930440,13.900469,5.509507,0.762027,58.879871,19.995027
cuda,dlrm,1024,4.570825,4.284492,1.682616,1.256578,0.158643,2.669528,0.467104,0.118381,0.014666,1.585250
cuda,drq,1,10.182360,9.678950,5.070818,4.596935,0.144915,6.944951,0.189594,0.093511,0.017033,2.509662
cuda,fastNLP_Bert,6,29.237520,25.166581,22.433202,15.042849,2.561592,19.680315,4.048584,1.800659,0.306390,6.563179,7.414273
cuda,functorch_dp_cifar10,64,15.876410,14.959346,11.001942,8.194205,1.254161,14.950367,2.376890,0.802416,0.068989,33.585179,8.091967
cuda,hf_Albert,8,28.566190,26.766869,22.969995,17.335483,2.017543,27.152122,3.103660,1.230351,0.160369,8.909510,11.979381
cuda,hf_Bart,4,39.357517,31.608515,28.063566,17.475233,3.083581,24.708994,4.942084,2.314077,0.324372,3.729176,10.603464
cuda,hf_Bert,4,28.062534,23.424792,20.609099,13.323504,2.412207,18.974312,4.026105,1.681428,0.296273,7.937230,8.275002
cuda,hf_Bert_large,4,46.499283,36.577093,33.715543,19.228266,4.317761,26.935836,8.298346,3.229338,0.789593,11.740981,12.713734
cuda,hf_BigBird,2,73.485348,62.278613,59.220347,30.981577,8.540248,51.012657,21.872738,9.631953,0.587178,8.898565,29.252081
cuda,hf_DistilBert,8,18.657841,16.839325,13.071638,9.209869,1.266281,13.395199,2.147492,0.916016,0.131236,5.380953,5.561539
cuda,hf_GPT2,4,24.985546,21.797843,18.187186,11.261984,2.094045,14.486634,3.826153,1.614204,0.272380,2.696006,5.505291
cuda,hf_GPT2_large,4,58.160618,46.430033,43.144287,23.320343,6.700513,30.601906,12.740822,4.651119,1.314576,1.856784,14.983023
cuda,hf_Reformer,4,24.519281,21.679604,18.842933,16.247763,0.852842,21.356754,1.427227,0.720433,0.065395,5.223760,6.069396
cuda,hf_T5,8,35.198920,30.702950,27.517651,18.697409,2.455535,26.427407,4.060703,1.871062,0.283752,8.677626,10.427290
