dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,compile_fx.<locals>.bw_compiler,CachingAutotuner.autotune_to_one_config
cuda,AlbertForQuestionAnswering,4,10.076187,8.727901,3.501665,1.754957,7.798009,2.968167,1.028757,0.134381,1.165268,7.294829,0.509464
cuda,BartForCausalLM,4,12.430368,11.201885,5.972476,1.711981,9.130111,2.772399,1.147268,0.219902,1.342801,1.475833,6.296230
cuda,BartForConditionalGeneration,2,30.782280,27.311373,13.865459,4.849137,19.035532,7.908973,2.872343,0.827507,0.938693,1.191359,11.176405
cuda,BertForMaskedLM,16,12.860665,11.150573,5.847735,1.972085,8.340536,2.873040,1.254585,0.245704,1.996156,6.550026,1.445833
cuda,BertForQuestionAnswering,16,12.892139,11.165059,5.836466,1.946358,8.316644,2.903622,1.238103,0.245774,1.464512,5.980378,1.016869
cuda,BlenderbotSmallForCausalLM,64,7.800176,6.935776,3.293844,1.354712,5.482719,1.832178,0.857136,0.143731,2.390312,5.991109,2.035794
cuda,BlenderbotSmallForConditionalGeneration,64,19.309756,17.038157,8.098871,2.869239,12.370118,5.229408,2.047120,0.491633,2.071173,1.977288,9.356823
cuda,CamemBert,16,12.837783,11.157722,5.849249,1.981920,8.262089,2.892513,1.246275,0.246217,0.898528,5.382545,0.345197
cuda,DistilBertForMaskedLM,128,6.437801,5.818661,2.905909,0.937379,4.686249,1.414893,0.662118,0.109840,1.490140,4.252695,1.189640
cuda,DistilBertForQuestionAnswering,256,6.453641,5.826242,2.904034,0.934803,4.820812,1.425341,0.672648,0.105490,0.900409,3.797419,0.573011
cuda,DistillGPT2,16,8.152073,7.356579,4.629793,1.009696,6.435135,1.425670,0.674385,0.096774,2.037271,2.677337,4.895524
cuda,ElectraForCausalLM,32,14.715891,12.991677,7.669205,1.943437,11.187953,2.780452,1.577878,0.243966,3.215854,2.626627,8.768925
