dev,name,batch_size,ts_nvfuser,aot_nvfuser,inductor_cudagraphs
cuda,BERT_pytorch,16,0.0,1.8137,1.7812
cuda,Background_Matting,4,1.1488,1.1565,1.1665
cuda,LearningToPaint,96,1.2374,1.2348,1.2206
cuda,Super_SloMo,0,0.0,0.0,0.0
cuda,alexnet,128,0.9956,0.9982,1.0673
cuda,attention_is_all_you_need_pytorch,256,1.0314,0.0,1.0296
cuda,dcgan,32,0.9391,1.1017,1.7402
cuda,demucs,4,1.0008,0.9996,0.0
cuda,densenet121,4,1.0853,1.4502,4.8058
cuda,detectron2_maskrcnn,0,0.0,0.0,0.0
cuda,dlrm,0,0.0,0.0,0.0
cuda,drq,1,1.0839,1.1009,2.3169
cuda,fambench_xlmr,0,0.0,0.0,0.0
cuda,fastNLP_Bert,6,1.2923,0.0,0.0
cuda,hf_Albert,8,1.4611,1.5191,1.5648
cuda,hf_Bart,4,1.0591,1.0732,1.0663
cuda,hf_Bert,4,1.1377,1.1797,1.1662
cuda,hf_BigBird,2,0.9857,0.867,0.0
cuda,hf_DistilBert,8,1.0078,1.0524,1.1042
cuda,hf_GPT2,4,1.43,1.4117,0.0
cuda,hf_Longformer,2,1.1303,1.0305,0.0
cuda,hf_Reformer,0,0.0,0.0,0.0
cuda,hf_T5,8,0.0,0.8976,1.659
cuda,maml,0,0.0,0.0,0.0
cuda,maml_omniglot,1,1.023,1.0955,2.7026
cuda,mnasnet1_0,32,1.2925,1.3764,1.4177
cuda,mobilenet_v2,96,1.0541,1.4865,1.3714
cuda,mobilenet_v2_quantized_qat,96,1.4707,1.7561,0.0
cuda,mobilenet_v3_large,32,1.1784,1.4541,1.8215
cuda,moco,32,1.095,0.9962,0.0
cuda,nvidia_deeprecommender,256,1.0132,0.927,0.7427
cuda,opacus_cifar10,0,0.0,0.0,0.0
cuda,pyhpc_equation_of_state,0,0.0,0.0,0.0
cuda,pyhpc_isoneutral_mixing,0,0.0,0.0,0.0
cuda,pyhpc_turbulent_kinetic_energy,0,0.0,0.0,0.0
cuda,pytorch_CycleGAN_and_pix2pix,1,1.2006,1.321,1.8211
cuda,pytorch_stargan,16,1.0934,1.1061,1.2424
cuda,pytorch_struct,200,1.0164,1.0789,0.0
cuda,pytorch_unet,1,1.1807,1.1895,1.3528
cuda,resnet18,16,1.1322,1.4019,1.8534
cuda,resnet50,32,1.2591,1.291,1.2858
cuda,resnet50_quantized_qat,32,1.3419,1.6429,0.0
cuda,resnext50_32x4d,8,1.0992,1.3509,2.0066
cuda,shufflenet_v2_x1_0,128,1.339,1.4217,1.6427
cuda,soft_actor_critic,256,1.0622,0.9925,1.3867
cuda,speech_transformer,32,1.1205,1.0245,0.0
cuda,squeezenet1_1,32,1.0876,1.1509,1.74
cuda,tacotron2,0,0.0,0.0,0.0
cuda,timm_efficientdet,1,0.1227,1.3469,0.0
cuda,timm_efficientnet,32,1.2598,1.4609,1.4619
cuda,timm_nfnet,128,0.7015,1.2274,1.4271
cuda,timm_regnet,32,1.1941,1.4611,1.747
cuda,timm_resnest,32,1.2721,1.3153,1.5649
cuda,timm_vision_transformer,8,1.0607,1.331,2.404
cuda,timm_vovnet,32,1.1765,1.1754,1.0076
cuda,tts_angular,64,1.0025,0.9928,0.0
cuda,vgg16,64,0.9995,0.9972,1.1301
cuda,vision_maskrcnn,4,0.0,0.9747,0.0
cuda,yolov3,16,1.1502,0.9963,0.0
