dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function
cuda,AlbertForMaskedLM,4,7.984555,5.510500,5.496611
cuda,AlbertForQuestionAnswering,4,7.993951,5.546052,5.532151
cuda,AllenaiLongformerBase,4,30.148115,20.406424,20.389088
cuda,BartForCausalLM,4,10.829373,5.217663,5.202454
cuda,BartForConditionalGeneration,2,25.687467,13.841120,13.819016
cuda,BertForMaskedLM,16,10.477141,5.326901,5.311758
cuda,BertForQuestionAnswering,16,10.393065,5.284738,5.269436
cuda,BlenderbotForCausalLM,4,21.564829,10.309578,10.289815
cuda,BlenderbotSmallForCausalLM,64,7.413501,3.560674,3.545718
cuda,BlenderbotSmallForConditionalGeneration,64,16.793298,9.063393,9.046555
cuda,CamemBert,16,10.563955,5.355108,5.339998
cuda,DebertaForMaskedLM,4,13.187245,5.978784,5.946921
cuda,DebertaForQuestionAnswering,8,12.959721,5.904858,5.874295
cuda,DebertaV2ForMaskedLM,1,25.837416,10.693640,10.643932
cuda,DebertaV2ForQuestionAnswering,2,25.342245,10.886308,10.838476
cuda,DistilBertForMaskedLM,128,5.298973,2.804424,2.789657
cuda,DistilBertForQuestionAnswering,256,5.349096,2.829257,2.814516
cuda,DistillGPT2,16,4.943260,2.598657,2.584636
cuda,ElectraForCausalLM,32,10.650611,5.404541,5.388183
cuda,ElectraForQuestionAnswering,64,10.617774,5.415066,5.399608
cuda,GPT2ForSequenceClassification,4,9.596495,4.846255,4.831631
cuda,LayoutLMForMaskedLM,16,11.063858,5.493280,5.477175
cuda,LayoutLMForSequenceClassification,16,10.810942,5.361111,5.345974
cuda,M2M100ForConditionalGeneration,16,25.874280,14.003431,13.982450
cuda,MBartForCausalLM,4,10.747610,5.223527,5.208115
cuda,MBartForConditionalGeneration,2,25.221892,13.582056,13.560024
cuda,MT5ForConditionalGeneration,16,17.720740,10.019433,10.001883
cuda,MegatronBertForCausalLM,4,20.765158,10.541329,10.523546
cuda,MegatronBertForQuestionAnswering,8,20.833858,10.614747,10.597019
cuda,MobileBertForMaskedLM,64,39.327999,22.284071,22.253226
cuda,MobileBertForQuestionAnswering,128,38.130781,21.556932,21.526722
cuda,OPTForCausalLM,2,9.823697,5.291792,5.276518
cuda,PLBartForCausalLM,8,5.737379,2.775421,2.760873
cuda,PLBartForConditionalGeneration,4,13.137198,6.924634,6.908195
cuda,PegasusForCausalLM,32,10.863772,5.180171,5.164813
cuda,PegasusForConditionalGeneration,32,19.184866,13.706577,13.687018
cuda,RobertaForCausalLM,16,10.522043,5.348188,5.332255
cuda,RobertaForQuestionAnswering,16,10.363508,5.283726,5.268674
cuda,Speech2Text2ForCausalLM,256,5.561070,2.667384,2.653604
cuda,T5ForConditionalGeneration,4,12.409287,6.996746,6.980222
cuda,T5Small,4,12.207335,7.004805,6.989327
cuda,TrOCRForCausalLM,32,10.560784,5.096522,5.081471
cuda,XGLMForCausalLM,8,19.902693,10.705176,10.688040
cuda,XLNetLMHeadModel,8,26.432181,16.312182,16.294530
cuda,YituTechConvBert,16,15.251040,8.183693,8.166062
