dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler_base,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,CachingAutotuner.benchmark_all_configs,compile_fx.<locals>.bw_compiler
cuda,adv_inception_v3,128,43.553164,37.512889,34.524054,20.127274,6.252559,25.398514,9.617633,5.243149,0.598900,41.448485,93.885928,58.389817
cuda,beit_base_patch16_224,64,22.330430,18.345351,16.024045,8.757168,2.033325,12.113961,3.748487,2.079009,0.272368,0.660826,3.261744,8.609066
cuda,botnet26t_256,128,27.973086,25.003501,21.497392,15.059062,2.943336,21.520817,6.181102,2.971759,0.142662,27.125902,52.661743,38.671537
cuda,cait_m36_384,4,65.873332,51.636374,48.800740,23.704431,6.890995,36.265697,16.079094,7.858792,2.162461,8.065566,22.158367,37.229233
cuda,coat_lite_mini,128,28.608497,25.174321,21.714334,14.432245,2.818287,25.739721,7.747421,3.480169,0.228445,13.464267,43.470500,30.066210
cuda,convit_base,64,26.322404,22.600818,19.052469,10.841330,2.355881,18.898913,5.437881,2.491623,0.285082,5.712960,8.945804,18.984779
cuda,convmixer_768_32,32,24.107689,22.410692,18.786023,8.712522,3.174976,12.052086,3.888817,2.163269,0.310478,3.379780,14.149183,2.634740
cuda,convnext_base,64,30.912936,23.973993,21.211602,11.346897,3.696135,18.963386,5.902633,3.039338,0.507513,5.988554,12.359746,21.225693
cuda,crossvit_9_240,128,34.922177,29.152563,25.632303,13.943522,3.266191,25.715503,7.931006,3.724781,0.469229,18.248599,33.222023,37.535731
cuda,cspdarknet53,64,33.650756,27.777390,25.245047,14.088532,4.585799,17.158144,5.125337,2.728433,0.332049,25.392846,54.922289,37.412062
cuda,deit_base_distilled_patch16_224,64,22.484287,19.191515,16.174159,9.085487,1.743292,20.431984,4.175439,1.981395,0.236281,2.233691,3.739128,17.767560
cuda,dla102,128,41.217575,34.672812,32.398737,17.407858,5.514555,20.461449,7.995671,3.939885,0.551529,16.743587,38.068245,31.511406
cuda,dm_nfnet_f0,128,29.758271,23.446547,20.576967,9.933484,4.106280,15.798791,5.690636,2.411070,0.280037,22.062253,26.773660,36.212652
cuda,dpn107,32,50.836167,41.058061,38.316963,20.124353,6.164520,25.063116,8.354926,4.662254,0.584374,15.573925,29.333899,33.849936
cuda,eca_botnext26ts_256,128,27.855381,24.722631,22.012219,14.933211,3.085930,20.517788,6.237923,2.856632,0.156891,31.601389,55.798327,42.885125
cuda,ese_vovnet19b_dw,128,18.829745,16.355932,13.968837,8.925649,1.987334,12.927221,3.506798,1.625470,0.118289,26.777745,49.301696,34.299079
cuda,fbnetc_100,128,33.148427,28.170799,24.651140,15.066312,3.771665,18.712607,5.231930,2.631946,0.298319,40.516367,89.529490,51.879224
cuda,fbnetv3_b,128,49.687849,41.512766,38.247739,21.442532,6.743452,25.572315,9.226578,4.417117,0.641663,51.601342,102.396348,69.425705
cuda,gernet_l,128,27.164067,22.305870,19.203594,10.448798,3.157999,13.208438,2.979266,2.502939,0.232283,23.082015,45.288458,32.085224
cuda,ghostnet_100,128,44.241765,36.775367,33.458169,19.858279,6.166453,27.056160,8.379776,4.311686,0.506433,95.774928,170.434234,114.114019
cuda,gluon_inception_v3,128,43.387062,37.413754,34.724294,20.847348,6.218989,26.770279,9.668938,5.242537,0.590479,44.006010,97.193285,61.486979
cuda,gluon_xception65,32,47.440522,39.135938,36.499806,18.277054,6.278020,19.965074,7.660815,3.775295,0.735016,13.787557,30.612916,29.416619
cuda,gmixer_24_224,128,32.026483,25.835240,22.921575,11.654575,2.785934,17.541640,5.983838,3.092219,0.405512,4.480850,7.107458,17.664583
cuda,gmlp_s16_224,128,31.817018,25.949843,23.319381,12.738993,3.171950,19.814415,6.355530,3.248585,0.437456,8.378510,12.670629,23.216320
cuda,hrnet_w18,128,114.885594,104.956059,101.307319,51.655276,20.157432,57.987946,28.601136,12.764535,4.911363,41.870718,86.334781,86.713787
cuda,inception_v3,128,42.723256,36.790967,34.148052,20.372997,6.208504,26.210613,9.665500,5.179433,0.579153,42.454283,96.778768,59.802655
cuda,jx_nest_base,32,39.361288,32.738812,30.117420,17.574752,4.457407,28.553960,11.233718,4.389297,0.598723,11.911383,23.653938,32.465774
cuda,lcnet_050,128,20.924294,18.548944,16.062240,9.589081,2.494834,12.753049,3.109226,1.580652,0.130612,36.537696,67.029888,44.275769
cuda,mixer_b16_224,128,19.199361,16.298255,13.702099,7.690254,1.495739,11.956542,2.239783,1.571241,0.147466,3.839049,5.992862,11.630414
cuda,mixnet_l,128,42.665300,34.222696,31.777368,18.281355,4.709693,24.895701,7.541576,4.180199,0.537409,53.985073,89.454185,70.477757
cuda,mnasnet_100,128,27.526261,23.671149,21.016945,12.976569,3.127647,16.606175,4.147722,2.515301,0.220816,36.672678,81.472195,46.321395
cuda,mobilenetv2_100,128,29.314511,25.423853,22.917222,13.758770,3.523279,16.162428,4.022016,2.409235,0.235962,43.834225,95.059565,52.958703
cuda,mobilenetv3_large_100,128,30.396029,26.308219,23.893228,14.458313,3.898713,18.912632,4.892754,2.784961,0.255922,64.732503,116.941845,76.383917
cuda,mobilevit_s,64,41.233737,35.887362,33.422492,22.189329,6.022973,37.693966,15.546813,6.567644,0.403605,53.437996,99.787454,79.049448
cuda,nfnet_l0,128,26.888197,21.793778,19.074684,9.402789,3.601662,15.862452,5.229113,2.300606,0.274498,26.822376,36.276333,40.514685
cuda,pit_b_224,64,24.220554,20.647090,17.935056,10.490364,2.015486,15.510406,4.475392,2.176523,0.271768,0.002587,11.813006,9.919067
cuda,pnasnet5large,16,82.027040,73.777720,71.069471,37.198755,13.377102,45.201137,21.476573,10.312184,1.956957,22.793462,43.011253,57.158635
cuda,poolformer_m36,64,45.001217,37.448012,34.834353,19.819180,6.764561,31.087815,15.094547,6.448237,0.602311,16.032136,32.578471,40.010970
cuda,regnety_002,128,26.809554,22.208972,19.670491,11.606785,2.959220,15.616487,4.223655,2.130636,0.240030,42.360730,72.109990,52.315367
cuda,repvgg_a2,128,26.404527,21.708380,19.181952,10.538746,3.224406,12.691794,3.583512,1.754031,0.213642,12.756341,25.675559,21.197383
cuda,res2net101_26w_4s,64,68.325481,57.340664,54.604435,28.438222,10.461074,32.458900,14.338342,7.285730,1.499868,28.029729,57.842274,52.401711
cuda,res2net50_14w_8s,128,60.770467,51.821454,49.180879,25.557688,9.100900,32.357163,13.937526,6.962106,1.244185,19.888724,37.389781,44.676798
cuda,res2next50,128,37.325881,32.188788,29.461699,16.461929,4.962645,21.152526,7.730383,4.029811,0.487748,17.058742,36.062010,32.052919
cuda,resmlp_12_224,128,17.093433,14.304826,11.716006,7.104379,1.096384,20.208413,2.224469,1.636241,0.130555,3.841505,7.990029,19.563137
cuda,resnest101e,64,64.821118,53.249831,50.463229,25.149887,8.299822,32.048605,13.199442,6.398952,1.149740,43.590156,79.415660,68.301981
cuda,rexnet_100,128,38.625456,33.019859,30.432101,19.419570,4.791000,27.506794,6.708577,3.384051,0.325608,140.923434,229.236308,158.065053
cuda,sebotnet33ts_256,64,33.908688,29.639503,27.059818,18.265273,4.007645,25.053731,8.575180,3.396432,0.219291,35.763634,59.230911,49.654605
cuda,selecsls42b,128,23.049090,20.566636,17.907324,11.329634,3.388446,16.144621,4.523246,2.182528,0.172815,27.365798,58.963146,37.839800
cuda,spnasnet_100,128,31.189508,26.353703,23.818521,14.293209,3.653820,17.770951,5.047875,2.556001,0.285092,47.547116,96.720160,58.440095
cuda,swin_base_patch4_window7_224,64,48.441389,40.027714,37.312971,21.631133,5.861005,38.607204,15.121372,6.150674,0.741092,23.657513,31.217281,52.335273
cuda,swsl_resnext101_32x16d,32,38.471157,32.187496,29.546350,14.707558,5.447366,17.039276,6.309676,3.100773,0.481352,5.823824,9.209549,19.498778
cuda,tf_efficientnet_b0,128,32.316070,27.251640,24.660177,14.556096,3.939497,19.993161,5.840286,2.876106,0.303374,62.115485,104.921739,75.373020
cuda,tf_mixnet_l,128,43.580066,34.577648,32.030914,18.609452,4.739998,25.728713,7.885533,4.384812,0.535982,61.890868,97.449672,78.918122
cuda,tinynet_a,128,37.034086,31.263556,28.770737,16.595176,4.841486,21.273515,6.700853,3.200711,0.375097,56.555250,101.150464,70.809812
cuda,tnt_s_patch16_224,128,40.153351,32.896484,30.296302,15.942991,4.060042,23.404951,8.437603,4.005912,0.755989,7.847895,12.996752,24.966218
cuda,twins_pcpvt_base,64,55.172175,44.279748,41.653656,21.573159,5.970806,33.181175,13.844815,5.757933,1.358962,38.810434,68.606875,64.192075
cuda,visformer_small,128,24.155600,21.413033,18.535301,11.803285,2.462493,15.812415,3.516100,1.711833,0.199081,18.019918,33.781597,27.200752
cuda,vit_base_patch16_224,64,21.232988,18.104113,15.352981,8.720035,1.710958,18.842461,3.528958,1.822572,0.223696,2.350413,3.868626,16.509527
cuda,volo_d1_224,64,33.965113,28.969247,26.240868,15.076688,3.769600,22.956402,7.925616,3.616076,0.429130,13.852155,24.526149,29.430081
cuda,xcit_large_24_p8_224,5,65.144196,52.317485,49.342018,25.476273,9.408402,37.221385,16.442476,7.637890,2.014963,23.732040,35.724604,54.782037
