dev,name,batch_size,speedup,compilation_latency,compression_ratio
cuda,AlbertForMaskedLM,4,1.6489,18.0176,1.5169
cuda,AlbertForQuestionAnswering,4,1.6574,17.6876,1.5590
cuda,AllenaiLongformerBase,0,0.0000
cuda,BartForCausalLM,4,1.4242,21.8446,1.1144
cuda,BartForConditionalGeneration,2,1.4288,48.8086,1.1976
cuda,BertForMaskedLM,64,1.3373,21.5014,0.9793
cuda,BertForQuestionAnswering,128,1.4704,20.0655,1.0722
cuda,BigBird,1,1.0251,29.3041,1.0883
cuda,BlenderbotSmallForCausalLM,64,1.2907,16.4531,0.9426
cuda,BlenderbotSmallForConditionalGeneration,64,1.4642,33.6868,1.1105
cuda,CamemBert,1,1.8097,19.5514,0.9318
cuda,DebertaForMaskedLM,4,1.1452,37.1809,1.0667
cuda,DebertaForQuestionAnswering,8,1.2025,38.8687,1.1932
cuda,DistilBertForMaskedLM,64,1.2649,12.7282,0.9480
cuda,DistilBertForQuestionAnswering,64,1.4501,11.9014,1.0655
cuda,DistillGPT2,1,1.9899,13.0891,1.0175
cuda,ElectraForCausalLM,32,1.8296,25.0741,0.9327
cuda,ElectraForQuestionAnswering,64,2.0666,20.7925,1.0704
cuda,GPT2ForSequenceClassification,4,2.2729,18.7792,1.1630
cuda,LayoutLMForMaskedLM,16,1.6369,21.8664,0.9848
cuda,LayoutLMForSequenceClassification,16,1.8102,27.6303,1.0277
cuda,M2M100ForConditionalGeneration,8,1.8492,60.1142,1.0174
cuda,MBartForCausalLM,32,1.1938,23.0471,1.0115
cuda,MBartForConditionalGeneration,16,1.6082,49.3859,1.0986
cuda,MT5ForConditionalGeneration,8,2.4759,35.8479,0.9197
cuda,MegatronBertForCausalLM,16,1.7744,39.9144,1.0275
cuda,MegatronBertForQuestionAnswering,16,1.7898,39.0569,1.0179
cuda,MobileBertForMaskedLM,32,1.8010,65.7983,0.9454
cuda,MobileBertForQuestionAnswering,64,1.8223,64.1723,0.8221
cuda,OPTForCausalLM,32,1.5437,20.9930,1.0061
cuda,PLBartForCausalLM,32,1.2864,14.9375,0.9358
cuda,PLBartForConditionalGeneration,16,1.7335,29.1216,1.0280
cuda,PegasusForCausalLM,32,1.2192,23.4955,1.0364
cuda,PegasusForConditionalGeneration,16,1.5702,49.7124,1.0993
cuda,RobertaForCausalLM,64,1.4232,21.1439,0.9788
cuda,RobertaForQuestionAnswering,128,1.4653,19.4211,1.0722
cuda,Speech2Text2ForCausalLM,128,1.5923,14.4025,0.9801
cuda,T5ForConditionalGeneration,4,1.5880,29.0910,1.1856
cuda,T5Small,1,1.4146,31.1183,1.1277
cuda,TrOCRForCausalLM,32,1.1968,22.1228,0.9878
cuda,XGLMForCausalLM,8,1.5929,72.9434,0.9902
cuda,YituTechConvBert,1,1.6173,41.3341,0.9269
