dev,name,batch_size,speedup,compilation_latency,compression_ratio
cuda,adv_inception_v3,128,0.8548,13.2803,0.3342
cuda,beit_base_patch16_224,0,0.0000
cuda,botnet26t_256,128,0.8093,9.1949,0.3308
cuda,cait_m36_384,0,0.0000
cuda,coat_lite_mini,128,0.8291,8.3140,0.3514
cuda,convit_base,64,0.8332,9.8883,0.3333
cuda,convmixer_768_32,32,0.9234,9.8935,0.3455
cuda,convnext_base,64,0.8010,11.3131,0.3509
cuda,crossvit_9_240,128,0.8385,13.3339,0.3347
cuda,cspdarknet53,64,0.7570,18.6090,0.3241
cuda,deit_base_distilled_patch16_224,64,0.7967,7.3033,0.3590
cuda,dla102,128,0.8392,15.2898,0.3363
cuda,dm_nfnet_f0,128,0.8801,11.1546,0.3557
cuda,dpn107,32,0.7535,39.3515,0.3531
cuda,eca_botnext26ts_256,128,0.6698,10.9828,0.2669
cuda,eca_halonext26ts,128,0.6788,11.2144,0.2673
cuda,ese_vovnet19b_dw,128,0.7676,6.6896,0.3272
cuda,fbnetc_100,128,0.7943,17.0744,0.3307
cuda,fbnetv3_b,128,0.7740,27.7302,0.3151
cuda,gernet_l,128,0.7702,15.2207,0.3443
cuda,ghostnet_100,128,0.8858,14.3899,0.3370
cuda,gluon_inception_v3,128,0.8449,13.2998,0.3342
cuda,gluon_xception65,32,0.7553,17.7463,0.3349
cuda,gmixer_24_224,128,0.6964,13.5491,0.3005
cuda,gmlp_s16_224,128,0.7513,12.8811,0.3532
cuda,hrnet_w18,128,0.8614,57.0128,0.3347
cuda,inception_v3,128,0.8544,13.2641,0.3342
cuda,jx_nest_base,32,0.7991,15.5267,0.3399
cuda,lcnet_050,128,0.8494,7.5722,0.3359
cuda,mixer_b16_224,128,0.7769,5.9847,0.3444
cuda,mixnet_l,128,0.7945,26.4426,0.2716
cuda,mnasnet_100,128,0.7896,13.1010,0.3349
cuda,mobilenetv2_100,128,0.7164,13.8637,0.3109
cuda,mobilenetv3_large_100,128,0.7836,13.2695,0.3302
cuda,mobilevit_s,64,0.6570,15.6294,0.2734
cuda,nfnet_l0,128,0.7133,10.8326,0.2681
cuda,pit_b_224,64,0.8213,8.6623,0.3260
cuda,pnasnet5large,16,0.8568,41.6387,0.3633
cuda,poolformer_m36,64,0.8073,13.4198,0.3412
cuda,regnety_002,128,1.1142,12.9382,0.3403
cuda,repvgg_a2,128,0.7762,16.2721,0.3407
cuda,res2net101_26w_4s,64,0.9495,27.6793,0.3336
cuda,res2net50_14w_8s,128,0.8130,24.4624,0.3231
cuda,res2next50,128,0.8316,12.8851,0.3202
cuda,resmlp_12_224,128,0.7901,5.0451,0.2373
cuda,resnest101e,64,0.8144,27.2567,0.3473
cuda,rexnet_100,128,0.6908,16.9778,0.2852
cuda,sebotnet33ts_256,64,0.6745,14.0072,0.3213
cuda,selecsls42b,128,0.8422,6.0042,0.3528
cuda,spnasnet_100,128,0.7746,17.0910,0.3343
cuda,swin_base_patch4_window7_224,0,0.0000
cuda,swsl_resnext101_32x16d,32,0.8061,14.6754,0.3676
cuda,tf_efficientnet_b0,128,0.6674,16.2109,0.2664
cuda,tf_mixnet_l,128,0.7958,26.6579,0.2875
cuda,tinynet_a,128,0.6659,20.4583,0.2766
cuda,tnt_s_patch16_224,0,0.0000
cuda,twins_pcpvt_base,64,0.9105,25.7769,0.3401
cuda,visformer_small,128,0.8410,6.2854,0.3468
cuda,vit_base_patch16_224,64,0.8312,7.7478,0.3593
cuda,volo_d1_224,64,0.8451,12.8705,0.3421
cuda,xcit_large_24_p8_224,0,0.0000
