dev,name,batch_size,speedup,compilation_latency,compression_ratio
cuda,adv_inception_v3,128,0.9999,1.7368,0.9816
cuda,beit_base_patch16_224,64,1.0000,1.2806,0.9952
cuda,botnet26t_256,128,0.9798,1.3800,0.9849
cuda,cait_m36_384,4,1.0003,3.4467,0.9998
cuda,coat_lite_mini,128,1.0000,1.2572,1.0338
cuda,convit_base,64,1.0000,1.2618,0.9966
cuda,convmixer_768_32,32,1.0001,1.2523,0.9972
cuda,convnext_base,64,0.9999,1.6494,1.0030
cuda,crossvit_9_240,128,0.9998,1.6665,0.9854
cuda,cspdarknet53,64,0.9423,2.3698,0.9914
cuda,deit_base_distilled_patch16_224,64,0.9999,0.9952,0.9944
cuda,dla102,128,1.0001,1.8599,0.9684
cuda,dm_nfnet_f0,128,0.9991,2.2326,0.9692
cuda,dpn107,32,0.9296,4.1081,0.9981
cuda,eca_botnext26ts_256,128,0.9808,1.4447,0.9886
cuda,eca_halonext26ts,128,0.9808,1.6107,0.9886
cuda,ese_vovnet19b_dw,128,0.9710,1.0727,0.9855
cuda,fbnetc_100,128,0.9524,2.0929,0.9783
cuda,fbnetv3_b,128,0.9508,3.3200,0.9872
cuda,gernet_l,128,0.9478,2.0080,0.9791
cuda,ghostnet_100,128,0.9996,3.0792,0.9758
cuda,gluon_inception_v3,128,0.9998,1.6688,0.9816
cuda,gluon_xception65,32,0.9996,2.0746,0.9955
cuda,gmixer_24_224,128,1.0000,1.4609,0.9926
cuda,gmlp_s16_224,128,0.9998,1.2680,0.9938
cuda,hrnet_w18,128,0.9999,6.3667,0.9914
cuda,inception_v3,128,0.9998,1.6454,0.9816
cuda,jx_nest_base,32,0.9996,1.7592,0.9983
cuda,lcnet_050,128,0.9486,1.0746,0.9430
cuda,mixer_b16_224,128,1.0000,0.8269,0.9920
cuda,mixnet_l,128,0.9792,5.4491,0.9900
cuda,mnasnet_100,128,0.9522,1.6802,0.9760
cuda,mobilenetv2_100,128,0.9514,1.6498,0.9859
cuda,mobilenetv3_large_100,128,0.9555,1.6034,0.9773
cuda,mobilevit_s,64,0.9728,1.9532,0.9930
cuda,nfnet_l0,128,1.0003,1.9029,0.9887
cuda,pit_b_224,64,0.9996,1.1465,0.9990
cuda,pnasnet5large,16,0.9993,4.9874,1.0567
cuda,poolformer_m36,64,0.9999,1.9188,0.9983
cuda,regnety_002,128,0.9800,1.7286,0.9509
cuda,repvgg_a2,128,0.9441,2.0251,0.9769
cuda,res2net101_26w_4s,64,1.0034,3.2398,0.9940
cuda,res2net50_14w_8s,128,1.0000,2.9405,0.9907
cuda,res2next50,128,0.9993,1.7331,0.9910
cuda,resmlp_12_224,128,1.0001,0.7552,0.9827
cuda,resnest101e,64,1.0000,3.4626,0.9950
cuda,rexnet_100,128,0.9635,2.0658,0.9884
cuda,sebotnet33ts_256,64,0.9661,1.6816,0.9929
cuda,selecsls42b,128,0.9998,0.8755,0.9796
cuda,spnasnet_100,128,0.9456,2.1014,0.9789
cuda,swin_base_patch4_window7_224,64,0.9997,2.9136,0.9966
cuda,swsl_resnext101_32x16d,32,0.9994,1.8610,0.9988
cuda,tf_efficientnet_b0,128,0.9658,1.8933,0.9877
cuda,tf_mixnet_l,128,0.9804,5.7821,0.9907
cuda,tinynet_a,128,0.9483,2.1676,0.9889
cuda,tnt_s_patch16_224,128,0.9999,1.7872,0.9945
cuda,twins_pcpvt_base,64,1.0052,2.7430,0.9945
cuda,visformer_small,128,0.9996,1.0269,0.9897
cuda,vit_base_patch16_224,64,1.0000,0.9923,0.9955
cuda,volo_d1_224,64,0.9998,1.6177,0.9965
cuda,xcit_large_24_p8_224,5,1.0007,3.2612,0.9975
