,Compiler,torchbench,huggingface,timm_models
eager,eager,1.01x,1.01x,1.00x
ts_nvfuser,ts_nvfuser,1.04x,1.04x,1.04x
aot_eager,aot_eager,1.00x,1.00x,1.00x
aot_cudagraphs,aot_cudagraphs,1.00x,0.0x,0.0x
aot_nvfuser,aot_nvfuser,1.18x,1.40x,1.32x
inductor_cudagraphs,inductor_cudagraphs,1.89x,2.06x,1.69x
