,Compiler,torchbench,huggingface,timm_models
eager,eager,1.00x,1.01x,1.00x
aot_eager,aot_eager,1.00x,1.00x,1.00x
aot_cudagraphs,aot_cudagraphs,1.18x,1.29x,1.05x
aot_nvfuser,aot_nvfuser,1.09x,0.0x,1.12x
inductor,inductor,1.66x,1.91x,1.17x
