dev,name,batch_size,speedup,compilation_latency,compression_ratio
cuda,adv_inception_v3,128,0.8505,11.5585,0.3336
cuda,beit_base_patch16_224,0,0.0000
cuda,botnet26t_256,128,0.7921,8.7142,0.3313
cuda,cait_m36_384,2,1.0381,36.2983,0.3554
cuda,coat_lite_mini,128,0.8496,8.3147,0.3515
cuda,convit_base,32,0.8308,9.0551,0.3360
cuda,convmixer_768_32,32,0.9229,8.2651,0.3435
cuda,convnext_base,32,0.7908,12.1763,0.3483
cuda,crossvit_9_240,64,0.8553,11.3589,0.3371
cuda,cspdarknet53,64,0.6844,17.8593,0.3211
cuda,deit_base_distilled_patch16_224,64,0.8008,6.6822,0.3494
cuda,dla102,64,0.8155,12.4067,0.3572
cuda,dm_nfnet_f0,128,0.8796,10.6879,0.3500
cuda,dpn107,32,0.6690,40.2479,0.3418
cuda,eca_botnext26ts_256,64,0.6351,9.9408,0.2690
cuda,eca_halonext26ts,64,0.6431,10.2550,0.2693
cuda,ese_vovnet19b_dw,128,0.7248,7.4211,0.3282
cuda,fbnetc_100,128,0.7027,16.1024,0.3329
cuda,fbnetv3_b,128,0.6667,28.4388,0.3162
cuda,gernet_l,128,0.7004,14.3014,0.3415
cuda,ghostnet_100,128,0.8808,11.6299,0.3394
cuda,gluon_inception_v3,128,0.8505,11.5625,0.3336
cuda,gluon_xception65,32,0.7529,14.6592,0.3311
cuda,gmixer_24_224,64,0.7154,12.1444,0.3082
cuda,gmlp_s16_224,64,0.7784,10.9277,0.3558
cuda,hrnet_w18,2,2.3603,54.0259,0.3920
cuda,inception_v3,128,0.8507,11.5606,0.3336
cuda,jx_nest_base,32,0.8037,15.4582,0.3339
cuda,lcnet_050,128,0.7569,6.1567,0.3428
cuda,mixer_b16_224,64,0.7998,5.2849,0.3475
cuda,mixnet_l,64,0.7302,27.7530,0.2736
cuda,mnasnet_100,128,0.7117,12.0813,0.3372
cuda,mobilenetv2_100,128,0.6508,13.4651,0.3123
cuda,mobilenetv3_large_100,128,0.7103,11.9716,0.3330
cuda,mobilevit_s,32,0.7280,14.2105,0.2751
cuda,nfnet_l0,64,0.7841,10.6381,0.2719
cuda,pit_b_224,64,0.8235,7.5529,0.3205
cuda,pnasnet5large,16,0.8314,42.5721,0.3567
cuda,poolformer_m36,64,0.8080,12.8564,0.3371
cuda,regnety_002,128,1.0943,13.2359,0.3449
cuda,repvgg_a2,128,0.7045,13.6561,0.3360
cuda,res2net101_26w_4s,64,0.9282,24.8528,0.3280
cuda,res2net50_14w_8s,2,1.8783,22.0168,0.3933
cuda,res2next50,2,2.1771,10.3151,0.3903
cuda,resmlp_12_224,128,0.7810,4.6951,0.2610
cuda,resnest101e,32,1.0669,25.4986,0.3184
cuda,rexnet_100,128,0.6717,15.9593,0.2859
cuda,sebotnet33ts_256,64,0.6568,13.3598,0.3227
cuda,selecsls42b,128,0.8396,4.8046,0.3507
cuda,spnasnet_100,128,0.6802,15.8945,0.3368
cuda,swin_base_patch4_window7_224,0,0.0000
cuda,swsl_resnext101_32x16d,32,0.8020,12.7162,0.3480
cuda,tf_efficientnet_b0,128,0.6287,15.8226,0.2667
cuda,tf_mixnet_l,64,0.7322,27.9963,0.2894
cuda,tinynet_a,128,0.5893,19.3123,0.2767
cuda,tnt_s_patch16_224,64,0.8705,17.7317,0.3403
cuda,twins_pcpvt_base,32,1.2785,24.5136,0.3416
cuda,visformer_small,128,0.8398,6.0931,0.3430
cuda,vit_base_patch16_224,64,0.8370,6.4714,0.3497
cuda,volo_d1_224,64,0.8463,13.0449,0.3393
cuda,xcit_large_24_p8_224,5,1.0286,33.2169,0.3311
