dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,CachingAutotuner.autotune_to_one_config,compile_fx.<locals>.bw_compiler
cuda,adv_inception_v3,128,34.427245,30.549736,27.813903,15.875399,4.357039,24.404518,8.796709,4.698832,0.569525,103.075877,13.222244
cuda,beit_base_patch16_224,64,18.185936,15.804131,13.043170,7.947319,1.446768,13.681024,3.315000,1.747446,0.246502,2.886913,7.320943
cuda,botnet26t_256,128,22.504673,20.458680,17.760921,13.131868,2.402060,19.185059,5.696616,2.344748,0.133002,58.178479,8.585909
cuda,cait_m36_384,4,45.075291,36.776582,34.087194,15.591440,4.945286,31.164850,12.462257,6.620229,1.951929,21.370172,21.854487
cuda,coat_lite_mini,128,21.875993,19.509962,16.810452,11.775874,2.019348,23.643231,6.664762,2.683137,0.216002,41.905490,14.019407
cuda,convit_base,64,20.215613,17.676285,14.880512,8.966995,2.285506,16.095337,4.191838,2.147677,0.266409,9.579176,9.574174
cuda,convmixer_768_32,32,18.123313,16.737935,13.955849,5.764452,2.988527,9.767672,2.565016,1.759796,0.273847,7.469537,2.910389
cuda,convnext_base,64,20.999327,17.044429,14.385307,8.045971,3.053302,17.473171,4.660184,2.420375,0.462814,16.429504,12.673831
cuda,crossvit_9_240,128,25.677121,22.013460,19.276527,10.421117,2.702436,21.912133,5.828076,3.006161,0.391699,33.643126,14.411144
cuda,cspdarknet53,64,25.420706,21.531341,18.872869,10.208867,2.942930,16.379788,4.437254,2.381635,0.334915,58.576443,9.357762
cuda,deit_base_distilled_patch16_224,64,16.736478,14.602028,11.828210,7.362993,1.418537,12.886586,2.710796,1.494028,0.197477,3.585815,7.062424
cuda,dla102,128,33.951728,29.510159,26.736214,13.330097,4.574867,19.793857,7.023563,3.490089,0.546040,42.128490,11.411542
cuda,dm_nfnet_f0,128,22.401636,18.515351,15.721639,7.690998,3.515139,15.397394,4.677290,2.082334,0.270097,30.438020,11.438247
cuda,dpn107,32,41.662761,34.672557,31.734164,15.408470,5.124795,23.603230,7.149075,3.992257,0.536806,30.954578,13.756000
cuda,eca_botnext26ts_256,128,24.294656,21.775321,19.030682,13.739726,2.696529,19.666525,6.123144,2.418378,0.153682,63.958338,8.776557
cuda,eca_halonext26ts,128,28.903354,26.621202,23.854062,18.349686,2.890257,28.270034,11.523613,4.177150,0.161170,67.145781,12.969442
cuda,ese_vovnet19b_dw,128,15.471717,13.826722,11.057172,7.915866,1.661678,13.145041,2.909484,1.451341,0.109937,54.268210,6.984889
cuda,fbnetc_100,128,24.920047,21.478847,18.743939,11.147030,2.930537,16.705415,4.413884,2.265954,0.284383,102.223909,8.707633
cuda,fbnetv3_b,128,36.620685,31.217891,28.551300,14.971364,5.426327,23.007121,7.501403,3.747644,0.633947,108.552282,13.835689
cuda,gernet_l,128,21.461404,17.794950,15.141393,8.304264,2.225227,13.105404,3.072851,1.679752,0.223978,49.502991,7.221169
cuda,ghostnet_100,128,35.027402,29.728010,27.069040,15.349860,4.336600,26.113358,7.104666,4.217297,0.483791,184.826881,15.418775
cuda,gluon_inception_v3,128,33.935055,30.387564,27.629918,16.044558,4.693747,24.536011,8.373186,5.176088,0.567937,105.946689,13.786392
cuda,gluon_xception65,32,37.110708,31.917495,29.243140,13.163666,5.538887,18.347876,6.119157,3.203929,0.697909,33.808844,11.178724
cuda,gmixer_24_224,128,22.773148,19.251572,16.490267,9.037528,1.948891,17.003468,5.162400,2.546774,0.393032,6.282196,10.111976
