dev,name,batch_size,speedup
cuda,adv_inception_v3,128,1.1113
cuda,beit_base_patch16_224,128,0.9712
cuda,botnet26t_256,128,1.1514
cuda,cait_m36_384,4,0.9971
cuda,coat_lite_mini,128,1.0442
cuda,convit_base,64,1.1487
cuda,convmixer_768_32,64,1.0203
cuda,convnext_base,64,0.9886
cuda,crossvit_9_240,64,1.0560
cuda,cspdarknet53,64,0.8626
cuda,deit_base_distilled_patch16_224,128,1.0373
cuda,densenet121,128,1.1023
cuda,dla102,128,1.2527
cuda,dm_nfnet_f0,128,0.7027
cuda,dpn107,64,1.0162
cuda,eca_botnext26ts_256,128,1.0198
cuda,eca_halonext26ts,128,1.0177
cuda,ecaresnet101d,128,1.1940
cuda,ese_vovnet19b_dw,128,1.0539
cuda,fbnetc_100,128,1.0152
cuda,fbnetv3_b,128,0.8552
cuda,gernet_l,128,1.0050
cuda,ghostnet_100,128,1.2067
cuda,gluon_inception_v3,128,1.1111
cuda,gluon_senet154,64,1.1529
cuda,gluon_xception65,32,1.0666
cuda,gmixer_24_224,128,1.0232
cuda,gmlp_s16_224,128,1.0127
cuda,hardcorenas_a,128,1.0384
cuda,hrnet_w18,128,1.2520
cuda,inception_v3,128,1.1112
cuda,jx_nest_base,64,1.1351
cuda,lcnet_050,128,0.8836
cuda,legacy_senet154,0,0.0000
cuda,levit_128,128,1.1511
cuda,mixer_b16_224,128,0.9758
cuda,mixnet_l,128,0.9834
cuda,mnasnet_100,128,1.0292
cuda,mobilenetv2_100,128,0.9163
cuda,mobilenetv3_large_100,128,0.9908
cuda,mobilevit_s,128,1.0592
cuda,nasnetalarge,16,1.1233
cuda,nfnet_l0,128,1.1236
cuda,pit_b_224,64,1.0411
cuda,pnasnet5large,16,1.0825
cuda,poolformer_m36,64,1.0465
cuda,regnety_002,128,1.1763
cuda,repvgg_a2,128,0.9467
cuda,res2net101_26w_4s,128,1.1035
cuda,res2net50_14w_8s,128,1.1672
cuda,res2next50,128,1.1016
cuda,resmlp_12_224,128,1.1984
cuda,resnest101e,64,1.1257
cuda,resnet18,128,1.1493
cuda,rexnet_100,128,0.9841
cuda,sebotnet33ts_256,128,1.0622
cuda,selecsls42b,128,1.1894
cuda,spnasnet_100,128,0.9754
cuda,swin_base_patch4_window7_224,64,1.0651
cuda,swsl_resnext101_32x16d,32,1.0946
cuda,tf_efficientnet_b0,128,0.9632
cuda,tf_mixnet_l,128,0.9847
cuda,tinynet_a,128,0.9157
cuda,tnt_s_patch16_224,128,1.3097
cuda,twins_pcpvt_base,128,1.1131
cuda,visformer_small,128,1.0260
cuda,vit_base_patch16_224,128,0.9889
cuda,volo_d1_224,128,1.0712
cuda,xcit_large_24_p8_224,11,1.0239
