dev,name,batch_size,ts_nvfuser,aot_nvfuser,inductor_cudagraphs
cuda,ghostnet_100,128,1.4149,0.9992,2.3377
cuda,regnety_002,128,1.3349,1.4193,2.1334
cuda,tnt_s_patch16_224,128,1.4476,1.8324,1.9116
cuda,lcnet_050,128,0.875,1.4529,1.841
cuda,dla102,128,0.0,0.0,1.8217
cuda,hrnet_w18,128,0.0,0.0,1.7653
cuda,res2net50_14w_8s,128,1.3725,1.4486,1.6964
cuda,selecsls42b,128,1.6225,0.0,1.694
cuda,res2next50,128,1.2495,1.3215,1.6413
cuda,resnet18,128,1.4837,1.4367,1.6242
cuda,adv_inception_v3,128,1.3688,0.0,1.5864
cuda,inception_v3,128,1.369,0.0,1.5861
cuda,gluon_inception_v3,128,1.3684,0.0,1.5861
cuda,densenet121,128,1.3405,1.3013,1.5837
cuda,ecaresnet101d,128,1.4297,1.3497,1.5741
cuda,hardcorenas_a,128,1.1643,1.2334,1.5382
cuda,res2net101_26w_4s,128,1.2297,1.2565,1.525
cuda,resnest101e,64,1.2592,1.2327,1.5225
cuda,dm_nfnet_f0,128,0.4762,1.1903,1.4861
cuda,botnet26t_256,128,1.393,1.3523,1.4743
cuda,mobilenetv3_large_100,128,1.1328,1.2094,1.4646
cuda,mnasnet_100,128,1.2735,0.0,1.4603
cuda,mobilenetv2_100,128,0.8879,0.0,1.4476
cuda,eca_botnext26ts_256,128,1.3944,1.4318,1.4345
cuda,nfnet_l0,128,1.1833,1.1442,1.4341
cuda,eca_halonext26ts,128,1.3744,1.4115,1.4274
cuda,rexnet_100,128,1.1167,0.0,1.4264
cuda,tf_efficientnet_b0,128,1.2029,1.214,1.3841
cuda,ese_vovnet19b_dw,128,1.2747,0.0,1.3803
cuda,coat_lite_mini,128,1.096,1.175,1.368
cuda,fbnetc_100,128,1.2486,0.0,1.3502
cuda,spnasnet_100,128,1.1842,0.0,1.3368
cuda,cspdarknet53,64,1.1243,0.0,1.3326
cuda,sebotnet33ts_256,128,1.305,1.3283,1.3091
cuda,crossvit_9_240,64,0.9676,0.9711,1.2921
cuda,swsl_resnext101_32x16d,32,1.2391,1.1335,1.2821
cuda,poolformer_m36,64,1.038,1.0178,1.2764
cuda,legacy_senet154,64,1.2838,0.0,1.2739
cuda,fbnetv3_b,128,0.8507,0.0,1.2731
cuda,gluon_xception65,32,1.1604,0.0,1.2727
cuda,gluon_senet154,64,1.2569,1.1409,1.2701
cuda,gmlp_s16_224,128,1.0274,1.0344,1.251
cuda,tf_mixnet_l,128,1.0238,1.0834,1.2309
cuda,tinynet_a,128,1.136,1.1403,1.2243
cuda,mixnet_l,128,1.0239,1.0861,1.2205
cuda,pit_b_224,64,0.9388,0.9777,1.1989
cuda,dpn107,64,1.0587,0.0,1.1926
cuda,visformer_small,128,1.0884,1.1037,1.1877
cuda,cait_m36_384,4,0.9999,0.9793,1.1785
cuda,gmixer_24_224,128,1.1191,1.1087,1.1447
cuda,repvgg_a2,128,0.9862,0.0,1.1282
cuda,convmixer_768_32,64,1.0603,0.0,1.0869
cuda,gernet_l,128,1.0978,1.0587,1.0742
cuda,twins_pcpvt_base,128,1.1818,1.1659,1.0239
cuda,deit_base_distilled_patch16_224,128,0.9864,0.9942,1.0045
cuda,mixer_b16_224,128,0.9646,0.9738,0.9949
cuda,vit_base_patch16_224,128,0.9138,0.9198,0.9823
cuda,beit_base_patch16_224,128,0.9066,0.9017,0.9537
cuda,resmlp_12_224,128,1.3958,0.0,0.9298
cuda,convnext_base,64,0.9659,0.0,0.5908
cuda,mobilevit_s,128,1.3397,1.3173,0.0
cuda,volo_d1_224,128,1.1016,1.1417,0.0
cuda,jx_nest_base,64,1.0918,0.9995,0.0
cuda,swin_base_patch4_window7_224,64,1.0539,0.9991,0.0
cuda,levit_128,128,1.1449,0.0,0.0
cuda,convit_base,0,0.0,0.0,0.0
cuda,nasnetalarge,0,0.0,0.0,0.0
cuda,pnasnet5large,0,0.0,0.0,0.0
cuda,xcit_large_24_p8_224,0,0.0,0.0,0.0
