dev,name,batch_size,ts_nvfuser,aot_nvfuser,inductor_cudagraphs
cuda,ElectraForCausalLM,1,1.1569,1.5053,5.4041
cuda,MegatronBertForCausalLM,2,1.1637,1.5758,4.3962
cuda,MobileBertForMaskedLM,16,1.0839,1.3797,4.2814
cuda,RobertaForCausalLM,4,1.1595,1.5667,4.0817
cuda,MT5ForConditionalGeneration,2,0.0,0.0,3.9896
cuda,YituTechConvBert,1,1.126,1.4477,3.8071
cuda,M2M100ForConditionalGeneration,2,1.0641,1.2319,3.5926
cuda,XGLMForCausalLM,2,1.095,1.3365,3.4595
cuda,MobileBertForQuestionAnswering,32,1.0684,1.4167,3.3593
cuda,AllenaiLongformerBase,1,1.1595,1.049,3.0281
cuda,PegasusForConditionalGeneration,4,1.0635,1.3119,2.7768
cuda,PLBartForConditionalGeneration,8,1.0267,1.2847,2.6568
cuda,MegatronBertForQuestionAnswering,8,1.1574,1.5187,2.2618
cuda,MBartForConditionalGeneration,8,1.0683,1.3365,2.0328
cuda,Speech2Text2ForCausalLM,64,1.0339,1.2609,1.8084
cuda,PegasusForCausalLM,8,1.0869,1.4098,1.7872
cuda,TrOCRForCausalLM,8,1.0815,1.5044,1.7297
cuda,ElectraForQuestionAnswering,64,1.341,1.249,1.5515
cuda,AlbertForQuestionAnswering,2,1.176,0.0,1.3194
cuda,AlbertForMaskedLM,2,1.1785,1.254,1.3153
cuda,PLBartForCausalLM,16,1.0924,1.1567,1.277
cuda,RobertaForQuestionAnswering,64,1.0937,0.0,1.1946
cuda,BlenderbotSmallForConditionalGeneration,64,1.0529,0.9921,1.1899
cuda,BertForQuestionAnswering,64,1.0936,1.0122,1.1795
cuda,MBartForCausalLM,16,1.1024,1.1257,1.1733
cuda,BlenderbotSmallForCausalLM,64,1.0446,0.9686,1.1173
cuda,BartForCausalLM,4,1.005,0.994,1.1104
cuda,BertForMaskedLM,64,1.0739,0.9625,1.0748
cuda,XLNetLMHeadModel,4,1.1628,1.127,1.0092
cuda,LayoutLMForSequenceClassification,16,1.202,1.1151,0.9036
cuda,LayoutLMForMaskedLM,16,1.1647,1.0537,0.3736
cuda,T5ForConditionalGeneration,4,0.0,0.9607,0.0027
cuda,T5Small,1,0.0,1.4079,0.0012
cuda,DistillGPT2,1,1.3452,1.7204,0.0
cuda,GPT2ForSequenceClassification,4,1.5563,1.578,0.0
cuda,CamemBert,1,1.1686,1.5412,0.0
cuda,OPTForCausalLM,4,1.1764,1.471,0.0
cuda,DistilBertForQuestionAnswering,32,1.0849,1.4035,0.0
cuda,DistilBertForMaskedLM,16,1.088,1.3898,0.0
cuda,DebertaForQuestionAnswering,4,0.0,1.3392,0.0
cuda,DebertaForMaskedLM,4,0.0,1.2592,0.0
cuda,BartForConditionalGeneration,2,1.0177,1.0134,0.0
cuda,DebertaV2ForMaskedLM,1,0.9322,0.9375,0.0
cuda,DebertaV2ForQuestionAnswering,1,0.9347,0.9203,0.0
cuda,GPTNeoForSequenceClassification,1,1.3022,0.0,0.0
cuda,GPTNeoForCausalLM,1,1.2997,0.0,0.0
cuda,BigBird,0,0.0,0.0,0.0
cuda,GoogleFnet,0,0.0,0.0,0.0
