dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,CachingAutotuner.autotune_to_one_config,compile_fx.<locals>.bw_compiler
cuda,BERT_pytorch,16,2.195165,6.861586,2.739999,8.157208,3.192064,1.282563,0.254802,0.000009,8.254797,4.137112
cuda,Background_Matting,4,1.505281,4.949133,2.138995,8.252553,4.264116,1.835849,0.181904,0.518031,6.037735
cuda,LearningToPaint,96,0.629342,2.723378,0.849237,3.511293,0.951132,0.461898,0.064650,0.292928,1.969121
cuda,Super_SloMo,6,1.888774,7.606486,2.679803,9.368393,4.613611,1.946825,0.106515,0.391299,4.911790
cuda,alexnet,128,0.109529,1.577346,0.174449,2.315755,0.366975,0.161503,0.012372,0.149276,1.067690
cuda,attention_is_all_you_need_pytorch,256,1.892864,21.262327,2.799750,22.842335,3.057628,1.451414,0.284726,0.706939,8.706402,5.194855
cuda,dcgan,32,0.120387,1.980048,0.158965,2.565277,0.162357,0.077416,0.010914,0.105720,2.588380,0.856158
cuda,demucs,4,0.224111
cuda,densenet121,4,3.613068,13.750838,6.816250,20.356214,11.840822,3.851186,0.543545,0.946675,14.579252
cuda,drq,1,0.213296,1.783385,0.119767,2.721606,0.098149,0.050156,0.012212,0.366637,1.432088
cuda,fastNLP_Bert,6,2.195710,8.506784,2.306628,11.286749,2.968277,1.339587,0.240515,0.901753,4.272599,6.084044
cuda,functorch_dp_cifar10,64,0.339465,3.276815,1.165913,5.690063,1.936387,0.656797,0.059380,3.466196,5.526846,7.204956
cuda,hf_Albert,8,1.660540,3.029619,1.892728,6.039755,2.376683,1.003498,0.135255,3.326197,8.306306,2.961781
cuda,hf_Bart,4,2.408278,9.540323,3.151277,13.288638,4.608008,1.689903,0.333015,2.284832,3.060073,9.304679
cuda,hf_Bert,4,2.153358,6.594023,2.611722,8.281510,2.610046,1.225296,0.237456,0.821584,5.215311,0.375379
cuda,hf_DistilBert,8,0.890997,3.176782,1.171983,4.760011,1.384674,0.641259,0.105617,2.172399,4.979684,1.814887
cuda,hf_GPT2,4,2.196730,4.482409,1.894172,6.684071,2.621555,1.158773,0.206259,2.246156,6.424207,1.863039
cuda,hf_Reformer,4,1.949594,7.501765,0.673725,8.284356,1.030252,0.522206,0.045392,2.422489,3.517556,3.914485
cuda,hf_T5_large,2,16.863643,23.950324,14.218095,31.716985,16.569893,4.965514,2.113301,4.573012,22.569715,27.686060
cuda,lennard_jones,1000,0.071151,0.968986,0.056005,1.508969,0.041044,0.029318,0.005450,0.097195,0.696918
cuda,mnasnet1_0,32,1.391935,5.450685,2.334736,7.110848,2.708015,1.289557,0.178204,3.098943,7.169145,2.786264
cuda,mobilenet_v2,96,1.457584,6.340358,2.551848,7.427300,3.315522,1.399464,0.211833,0.380740,4.100337
cuda,mobilenet_v2_quantized_qat,96,2.454911,9.468888,4.934463,12.785195,6.381066,2.537924,0.553158,8.846464
cuda,mobilenet_v3_large,32,1.608536,6.112485,2.705570,8.109130,3.141122,1.652935,0.209422,6.284519,11.070224,6.006774
cuda,nvidia_deeprecommender,256,0.153048,1.074016,0.102572,2.220303,0.086831,0.045967,0.008178,0.533444,1.787936,0.398219
cuda,pytorch_CycleGAN_and_pix2pix,1,0.551898,2.343435,0.923590,4.241585,1.579725,0.620930,0.062222,0.201778,3.065671
cuda,pytorch_stargan,16,0.593721,2.152105,0.711673,3.659153,0.994998,0.290919,0.042568,16.407513,18.657402,16.196538
cuda,pytorch_struct,200,0.212570,1.170683,0.134247,2.460319,0.152273,0.093051,0.018023,19.179855,20.612651,19.035119
cuda,pytorch_unet,1,0.699549,2.885451,0.984648,4.284878,1.684540,0.688167,0.072858,0.235480,2.657889
cuda,resnet152,32,4.311167,10.941494,8.096555,13.565881,7.484812,2.702339,0.762808,4.149797,15.103497,2.971201
cuda,resnet18,16,0.585999,3.301121,0.866453,4.731369,1.571645,0.576588,0.061901,3.057016,5.382381,2.870121
cuda,resnet50,32,1.474255,4.778309,2.377734,6.240606,2.477154,1.140387,0.178432,3.127043,7.045018,2.747929
cuda,resnet50_quantized_qat,32,2.277024,7.782834,4.411561,11.125246,5.593441,2.118409,0.478146,7.896075,2.864131
cuda,resnext50_32x4d,8,1.472786,4.168659,2.245683,5.808188,2.081828,1.122122,0.164174,3.359414,7.321908,3.101737
cuda,shufflenet_v2_x1_0,128,1.661653,5.994827,2.306106,8.491595,3.757559,2.273963,0.251753,0.264604,5.154169
cuda,soft_actor_critic,256,0.130640,1.605327,0.055602,2.563141,0.048465,0.029839,0.005813,0.262650,1.280399
cuda,speech_transformer,32,2.747495,8.455850,2.356802,12.212332,3.833766,1.699419,0.261872,0.133914,6.500397
cuda,squeezenet1_1,32,0.243640,1.966527,0.379438,2.653671,0.550481,0.418390,0.029660,0.153100,1.230459
cuda,timm_efficientdet,1,22.041463,18.683583,12.858635,29.056074,15.735566,4.994596,1.228180,34.643359,46.325947,58.241226
cuda,timm_efficientnet,32,2.419184,6.176424,2.993852,9.261774,3.833319,2.065704,0.267636,3.055750,9.236881,2.704903
cuda,timm_nfnet,128,2.895864,10.841298,5.818016,10.726700,5.626108,1.846568,0.297824,1.391878,7.250464,0.726914
cuda,timm_regnet,32,3.156214,5.417102,3.467166,7.240115,2.984248,1.390163,0.311257,3.765889,9.171126,3.310654
cuda,timm_resnest,32,0.824211,5.088840,1.174114,7.795802,2.682745,1.391902,0.089530,15.876408,27.973746,19.940884
cuda,timm_vision_transformer,8,1.165705,4.691036,1.719206,7.116257,2.229152,1.330606,0.174239,13.714740,17.047963,17.927076
cuda,timm_vision_transformer_large,8,3.961350,12.069302,6.450525,16.602041,8.551104,3.345026,0.948159,12.029365,12.184424,23.248713
cuda,timm_vovnet,32,1.917580,4.775572,1.736833,7.476851,3.316473,1.354818,0.137585,3.135484,7.636454,2.731950
cuda,tts_angular,64,0.094056,0.989687,0.044825,1.501495,0.027695,0.014481,0.001553,0.094684,0.653473
cuda,vgg16,64,0.163663,1.542435,0.257087,2.412590,0.542151,0.224449,0.019578,0.209119,1.344287
cuda,yolov3,16,3.807964,23.869351,4.586401,351.651593,13.144325,5.054999,0.323738,0.716269,333.201585
