dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert
cuda,BERT_pytorch,16,2.281280
cuda,LearningToPaint,96,0.713420
cuda,alexnet,128,0.206463
cuda,attention_is_all_you_need_pytorch,256,1.913748
cuda,dcgan,32,0.217303
cuda,demucs,4,0.315376
cuda,densenet121,4,3.638332
cuda,drq,1,0.352856
cuda,fastNLP_Bert,6,2.231515
cuda,functorch_dp_cifar10,64,0.444405
cuda,hf_Albert,8,1.814904
cuda,hf_Bart,4,2.532920
cuda,hf_Bert,4,2.248599
cuda,hf_DistilBert,8,1.041825
cuda,hf_GPT2,4,2.184142
cuda,hf_Reformer,4,2.042744
cuda,lennard_jones,1000,0.162405
cuda,mnasnet1_0,32,1.491946
cuda,mobilenet_v2,96,1.572516
cuda,mobilenet_v3_large,32,1.589345
cuda,nvidia_deeprecommender,256,0.247499
cuda,pytorch_CycleGAN_and_pix2pix,1,0.643316
cuda,pytorch_stargan,16,0.683950
cuda,pytorch_struct,200,0.322301
cuda,resnet152,32,4.500991
cuda,resnet18,16,0.675904
cuda,resnet50,32,1.539821
cuda,resnext50_32x4d,8,1.559833
cuda,shufflenet_v2_x1_0,128,1.727207
cuda,soft_actor_critic,256,0.237359
cuda,speech_transformer,32,4.740340
cuda,squeezenet1_1,32,0.348621
cuda,timm_efficientdet,1,22.483653
cuda,timm_efficientnet,32,2.575678
cuda,timm_regnet,32,3.376896
cuda,timm_resnest,32,0.940788
cuda,timm_vision_transformer,8,1.283029
cuda,timm_vovnet,32,2.033325
cuda,tts_angular,64,0.186310
cuda,vgg16,64,0.257987
cuda,yolov3,16,3.958995
