,Compiler,torchbench,huggingface,timm_models
eager,eager,"100%, 55/55","100%, 44/44","100%, 61/61"
aot_eager,aot_eager,"96%, 53/55","98%, 43/44","100%, 61/61"
aot_cudagraphs,aot_cudagraphs,"2%, 1/55","0%, 0/44","0%, 0/61"
aot_nvfuser,aot_nvfuser,"58%, 32/55","2%, 1/44","90%, 55/61"
inductor,inductor,"85%, 47/55","89%, 39/44","95%, 58/61"
