dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,create_aot_dispatcher_function
cuda,adv_inception_v3,128,3.893777,6.132418
cuda,beit_base_patch16_224,64,2.662323,4.160797
cuda,botnet26t_256,128,1.691777,2.835279
cuda,cait_m36_384,2,19.900140,17.629448
cuda,coat_lite_mini,128,2.196017,4.558420
cuda,convit_base,32,2.308759,5.083979
cuda,convmixer_768_32,32,3.183836,4.024031
cuda,convnext_base,32,5.127066,5.455787
cuda,crossvit_9_240,64,3.721662,6.491336
cuda,cspdarknet53,64,3.294877,4.514601
cuda,deit_base_distilled_patch16_224,64,1.806170,3.664646
cuda,dla102,64,4.851131,6.826686
cuda,dm_nfnet_f0,128,3.836352,5.917121
cuda,dpn107,32,6.789942,9.049943
cuda,eca_botnext26ts_256,64,1.770149,3.131452
cuda,eca_halonext26ts,64,1.845434,3.315088
cuda,ese_vovnet19b_dw,128,1.319659,2.004079
cuda,fbnetc_100,128,3.247968,3.712686
cuda,fbnetv3_b,128,6.390645,7.139441
cuda,gernet_l,128,2.769604,3.531319
cuda,ghostnet_100,128,4.252784,5.826689
cuda,gluon_inception_v3,128,3.716558,6.029561
cuda,gluon_xception65,32,6.041986,7.011979
cuda,gmixer_24_224,64,4.053050,5.658313
cuda,gmlp_s16_224,64,4.317037,5.552162
cuda,hrnet_w18,2,39.168123,22.496883
cuda,inception_v3,128,3.832811,6.099797
cuda,jx_nest_base,32,4.859075,8.813192
cuda,lcnet_050,128,1.293025,1.979666
cuda,mixer_b16_224,64,1.573124,2.496065
cuda,mixnet_l,64,8.042721,7.192367
cuda,mnasnet_100,128,2.536732,2.933418
cuda,mobilenetv2_100,128,2.536704,2.807450
cuda,mobilenetv3_large_100,128,2.463383,3.559108
cuda,mobilevit_s,32,3.018389,4.910671
cuda,nfnet_l0,64,3.157203,5.503973
cuda,pit_b_224,64,2.203579,3.967465
cuda,pnasnet5large,16,24.422352,18.030421
cuda,regnety_002,128,2.665130,3.944053
cuda,repvgg_a2,128,2.610926,2.869128
cuda,res2net101_26w_4s,64,10.818336,12.521557
cuda,res2net50_14w_8s,2,8.290321,11.268769
cuda,res2next50,2,3.463358,5.857595
cuda,resnest101e,32,11.333415,12.173146
cuda,rexnet_100,128,3.164198,4.608390
cuda,sebotnet33ts_256,64,2.596423,4.156659
cuda,selecsls42b,128,1.441183,2.423390
cuda,spnasnet_100,128,3.278749,3.740218
cuda,swin_base_patch4_window7_224,64,6.405620,11.810346
cuda,swsl_resnext101_32x16d,32,4.693164,6.433235
cuda,tf_efficientnet_b0,128,3.295223,4.311285
cuda,tf_mixnet_l,64,8.278691,7.199686
cuda,tinynet_a,128,4.045532,5.220593
cuda,tnt_s_patch16_224,64,5.637158,8.881452
cuda,twins_pcpvt_base,32,11.108538,12.103390
cuda,visformer_small,128,1.472659,3.280150
cuda,vit_base_patch16_224,64,1.767981,3.502938
cuda,volo_d1_224,64,3.380094,6.460635
