dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,create_aot_dispatcher_function
cuda,AlbertForMaskedLM,2,1.132177,3.595036
cuda,AlbertForQuestionAnswering,2,1.144812,3.612822
cuda,BartForCausalLM,2,1.215510,3.246897
cuda,BartForConditionalGeneration,1,3.199015,9.281735
cuda,BertForMaskedLM,64,1.435244,3.338318
cuda,BertForQuestionAnswering,64,1.425577,3.304103
cuda,BigBird,1,7.973591,2.909719
cuda,BlenderbotSmallForCausalLM,64,0.842517,2.142858
cuda,BlenderbotSmallForConditionalGeneration,32,2.074924,5.824690
cuda,CamemBert,1,1.447384,3.335269
cuda,DebertaForMaskedLM,4,4.884492,4.541630
cuda,DebertaForQuestionAnswering,4,4.860116,4.452663
cuda,DistilBertForMaskedLM,16,0.618146,1.706434
cuda,DistilBertForQuestionAnswering,32,0.618479,1.699386
cuda,DistillGPT2,1,0.760353,1.606513
cuda,ElectraForCausalLM,1,1.452587,3.344029
cuda,ElectraForQuestionAnswering,64,1.452250,3.379591
cuda,GPT2ForSequenceClassification,4,1.532601,3.353559
cuda,GoogleFnet,1,0.881285,1.596507
cuda,LayoutLMForMaskedLM,16,1.626954,3.623855
cuda,LayoutLMForSequenceClassification,16,1.589155,3.573365
cuda,M2M100ForConditionalGeneration,2,2.847074,8.090960
cuda,MBartForCausalLM,16,1.205934,3.244751
cuda,MBartForConditionalGeneration,8,3.235411,9.392608
cuda,MT5ForConditionalGeneration,2,3.447506,8.410305
cuda,MegatronBertForCausalLM,2,3.144156,6.924503
cuda,MegatronBertForQuestionAnswering,8,3.112315,6.953910
cuda,MobileBertForMaskedLM,16,7.905757,17.015210
cuda,MobileBertForQuestionAnswering,32,7.662429,16.547621
cuda,OPTForCausalLM,4,1.295542,3.424093
cuda,PLBartForCausalLM,16,0.657448,1.653869
cuda,PLBartForConditionalGeneration,8,1.643510,4.637941
cuda,PegasusForCausalLM,8,1.286816,3.332969
cuda,PegasusForConditionalGeneration,4,3.206912,9.272653
cuda,RobertaForCausalLM,4,1.470602,3.486952
cuda,RobertaForQuestionAnswering,64,1.476413,3.392504
cuda,Speech2Text2ForCausalLM,64,0.696174,1.651689
cuda,T5ForConditionalGeneration,4,2.403686,5.590327
cuda,T5Small,1,2.357549,5.359534
cuda,TrOCRForCausalLM,8,1.164690,3.149051
cuda,XGLMForCausalLM,1,2.502171,7.052615
cuda,XLNetLMHeadModel,4,3.809611,14.888259
cuda,YituTechConvBert,1,2.115015,5.790254
