dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,compile_fx.<locals>.bw_compiler,CachingAutotuner.autotune_to_one_config
cuda,AlbertForQuestionAnswering,4,1.745126,8.044949,3.231544,1.716058,7.459787,2.928710,1.010333,0.131346,1.134163,7.156752,0.508989
cuda,BartForCausalLM,4,1.916172,9.877543,5.175596,1.819544,8.100353,2.445893,1.118741,0.215623,1.335147,1.469489,6.162088
cuda,BartForConditionalGeneration,2,4.940937,26.087399,13.305468,4.558009,18.699496,7.686848,2.817564,0.795174,0.983163,1.161435,11.150459
cuda,BertForMaskedLM,16,2.323241,10.476167,5.366223,1.737227,8.018515,2.826058,1.238286,0.242047,1.934214,6.410405,1.405769
cuda,BertForQuestionAnswering,16,2.351537,10.533459,5.367007,1.718623,8.121158,2.890951,1.227379,0.235326,1.483963,6.043158,1.015498
cuda,BlenderbotSmallForCausalLM,64,1.234994,6.523199,3.106070,1.315475,5.271868,1.807106,0.847974,0.142648,2.371313,5.908831,2.030741
cuda,BlenderbotSmallForConditionalGeneration,64,3.315669,15.827842,7.367507,2.782445,11.752942,4.886677,2.040272,0.479455,1.922041,1.807304,9.255043
cuda,CamemBert,16,2.338496,10.847421,5.648824,1.713189,8.229264,2.813601,1.466987,0.237841,0.899775,5.280178,0.340152
cuda,DebertaForMaskedLM,4,6.668548,21.587200,15.137362,2.474756,18.666464,3.812737,1.868399,0.300128,15.870815,0.851741,22.100401
cuda,DebertaForQuestionAnswering,8,6.723379,21.494937,15.006425,2.452512,18.469317,3.784651,1.861756,0.304625,16.397296,1.771192,22.542036
cuda,DebertaV2ForMaskedLM,1,10.597604,29.159220,18.415426,2.868477,22.247757,4.324333,2.318041,0.535948,34.658371,1.435525,41.726644
cuda,DebertaV2ForQuestionAnswering,2,10.910360,28.985805,17.828701,3.307396,22.164387,5.084633,2.700618,0.528500,34.347096,0.490721,42.359637
cuda,DistilBertForMaskedLM,128,0.937837,5.861837,3.077120,0.929486,4.880516,1.603853,0.656346,0.107821,1.508044,4.285576,1.182496
cuda,DistilBertForQuestionAnswering,256,0.951524,5.927155,3.143535,0.918859,5.036065,1.598107,0.658827,0.103927,0.916938,3.773149,0.576398
cuda,DistillGPT2,16,1.110551,6.959939,4.381068,0.992180,6.193618,1.578981,0.656921,0.093788,2.053565,2.657958,4.900002
cuda,ElectraForCausalLM,32,2.433203,12.892330,7.793310,1.758303,11.267974,2.746856,1.585598,0.246813,3.126017,2.559690,8.647183
cuda,ElectraForQuestionAnswering,64,2.436213,11.104763,5.825094,1.762614,8.513133,2.898866,1.256938,0.246754,1.901255,6.440040,1.287673
cuda,GPT2ForSequenceClassification,4,2.343521,9.002211,4.351576,2.071759,6.676760,2.477431,1.507300,0.208699,1.303672,5.793851,1.022732
cuda,GoogleFnet,16,1.277831,12.032479,9.497998,1.061011,12.483766,1.548642,0.637940,0.104775,3.805151,1.764004,7.918210
cuda,LayoutLMForMaskedLM,16,2.675926,11.034264,5.704302,1.763155,8.461906,2.901473,1.237634,0.242415,1.975239,6.584895,1.417541
cuda,LayoutLMForSequenceClassification,16,2.757195,11.153541,5.808031,1.772888,10.142395,3.902856,1.456522,0.245596,6.341093,12.542270,5.774534
cuda,M2M100ForConditionalGeneration,16,5.234073,25.623944,12.648198,4.370779,20.445420,7.937827,3.292290,0.735590,4.216913,9.249068,16.604241
cuda,MBartForCausalLM,4,2.032361,11.872756,7.004066,1.676268,10.074390,2.501183,1.141542,0.216228,1.334615,1.321482,6.163949
cuda,MBartForConditionalGeneration,2,4.948075,25.112011,12.208343,4.519172,17.490990,7.651075,2.842103,0.821579,1.045373,0.493615,11.061839
cuda,MT5ForConditionalGeneration,16,4.896067,17.944849,8.309496,3.123257,13.565861,5.709196,1.883521,0.443224,3.869832,20.199255,12.417351
cuda,MegatronBertForCausalLM,4,4.563039,17.562559,7.447374,3.603318,11.382218,5.806274,2.381034,0.637260,1.186530,8.897457,0.391152
cuda,MegatronBertForQuestionAnswering,8,4.710682,18.015785,7.685800,3.648004,11.457621,5.910018,2.335820,0.626426,1.405589,9.000303,0.559796
cuda,MobileBertForMaskedLM,64,10.551478,23.688672,6.755833,4.961030,16.577409,8.225610,3.638508,1.903329,3.101993,18.595198,1.750801
cuda,MobileBertForQuestionAnswering,128,10.724547,23.710860,6.796943,5.446539,17.965643,8.698771,4.174814,2.304465,2.772939,20.111589,1.023696
cuda,OPTForCausalLM,2,2.087059,10.290600,5.548700,1.702519,8.610084,2.968814,1.298580,0.230579,1.489872,1.784691,6.333092
cuda,PLBartForCausalLM,8,0.985245,7.049046,4.226959,0.958109,6.496632,1.714851,0.692009,0.106950,1.166787,1.180608,4.439635
cuda,PLBartForConditionalGeneration,4,2.685823,13.510378,6.730363,2.354292,10.970264,4.360406,1.692645,0.355315,1.691581,1.720489,8.400670
cuda,PegasusForCausalLM,32,1.882303,10.748942,5.937999,1.897020,9.380176,2.801066,1.237310,0.237964,1.744691,1.587213,7.166980
