dev,name,batch_size,_compile,OutputGraph.call_user_compiler
cuda,adv_inception_v3,128,3.988725,0.000160
cuda,beit_base_patch16_224,64,2.689141,0.000202
cuda,botnet26t_256,128,2.431098,0.000265
cuda,cait_m36_384,4,8.647676,0.000501
cuda,coat_lite_mini,128,2.422108,0.000208
cuda,convit_base,64,2.591858,0.000198
cuda,convmixer_768_32,32,1.515249,0.000120
cuda,convnext_base,64,4.830089,0.000220
cuda,crossvit_9_240,128,3.731376,0.000220
cuda,cspdarknet53,64,4.459056,0.000481
cuda,deit_base_distilled_patch16_224,64,2.152675,0.000163
cuda,dla102,128,4.378258,0.000159
cuda,dm_nfnet_f0,128,4.698660,0.000285
cuda,dpn107,32,7.567035,0.000827
cuda,eca_botnext26ts_256,128,2.577930,0.000280
cuda,ese_vovnet19b_dw,128,1.783880,0.000208
cuda,fbnetc_100,128,3.653211,0.000450
cuda,fbnetv3_b,128,6.185385,0.000621
cuda,gernet_l,128,3.762025,0.000413
cuda,ghostnet_100,128,5.606620,0.000146
cuda,gluon_inception_v3,128,3.991281,0.000135
cuda,gluon_xception65,32,5.220769,0.000145
cuda,gmixer_24_224,128,3.624673,0.000216
cuda,gmlp_s16_224,128,3.627839,0.000207
cuda,hrnet_w18,128,8.705379,0.000482
cuda,inception_v3,128,3.999487,0.000163
cuda,jx_nest_base,32,4.584903,0.000276
cuda,lcnet_050,128,1.692477,0.000204
cuda,mixer_b16_224,128,1.895338,0.000107
cuda,mixnet_l,128,6.455385,0.000496
cuda,mnasnet_100,128,3.031205,0.000463
cuda,mobilenetv2_100,128,2.994686,0.000356
cuda,mobilenetv3_large_100,128,3.047264,0.000351
cuda,mobilevit_s,64,3.759362,0.000351
cuda,nfnet_l0,128,3.878408,0.000259
cuda,pit_b_224,64,2.388611,0.000154
cuda,pnasnet5large,16,7.867727,0.000383
cuda,poolformer_m36,64,5.391605,0.000310
cuda,regnety_002,128,3.434802,0.000321
cuda,repvgg_a2,128,3.686939,0.000428
cuda,res2net101_26w_4s,64,6.989597,0.000292
cuda,res2net50_14w_8s,128,6.040915,0.000242
cuda,res2next50,128,3.484210,0.000195
cuda,resmlp_12_224,128,1.889654,0.000133
cuda,resnest101e,64,7.650539,0.000341
cuda,rexnet_100,128,4.037683,0.000364
cuda,sebotnet33ts_256,64,3.250301,0.000371
cuda,selecsls42b,128,1.581167,0.000084
cuda,spnasnet_100,128,3.552023,0.000442
cuda,swin_base_patch4_window7_224,64,6.192123,0.000427
cuda,swsl_resnext101_32x16d,32,4.248914,0.000218
cuda,tf_efficientnet_b0,128,3.667900,0.000353
cuda,tf_mixnet_l,128,7.000847,0.000514
cuda,tinynet_a,128,4.208445,0.000447
cuda,tnt_s_patch16_224,128,4.526636,0.000273
cuda,twins_pcpvt_base,64,6.576305,0.000328
cuda,visformer_small,128,2.063436,0.000134
cuda,vit_base_patch16_224,64,2.211037,0.000145
cuda,volo_d1_224,64,3.496178,0.000238
cuda,xcit_large_24_p8_224,5,8.126906,0.000446
