dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert
cuda,adv_inception_v3,128,3.900405
cuda,beit_base_patch16_224,64,2.710088
cuda,botnet26t_256,128,2.085745
cuda,cait_m36_384,4,9.662257
cuda,coat_lite_mini,128,2.156172
cuda,convit_base,64,2.490678
cuda,convmixer_768_32,32,1.374906
cuda,convnext_base,64,4.163439
cuda,crossvit_9_240,128,3.714756
cuda,cspdarknet53,64,4.102222
cuda,deit_base_distilled_patch16_224,64,2.030573
cuda,dla102,128,4.671811
cuda,dm_nfnet_f0,128,3.950676
cuda,dpn107,32,7.327146
cuda,eca_botnext26ts_256,128,2.229270
cuda,eca_halonext26ts,128,2.264928
cuda,ese_vovnet19b_dw,128,1.632127
cuda,fbnetc_100,128,3.980203
cuda,fbnetv3_b,128,6.319612
cuda,gernet_l,128,3.443775
cuda,ghostnet_100,128,5.297255
cuda,gluon_inception_v3,128,3.956971
cuda,gluon_xception65,32,5.511878
cuda,gmixer_24_224,128,3.585798
cuda,gmlp_s16_224,128,3.578298
cuda,hrnet_w18,128,7.108744
cuda,inception_v3,128,3.922182
cuda,jx_nest_base,32,4.288211
cuda,lcnet_050,128,1.765829
cuda,mixer_b16_224,128,1.736939
cuda,mixnet_l,128,5.573793
cuda,mnasnet_100,128,3.026242
cuda,mobilenetv2_100,128,3.005555
cuda,mobilenetv3_large_100,128,3.126800
cuda,mobilevit_s,64,3.529414
cuda,nfnet_l0,128,3.668530
cuda,pit_b_224,64,2.190806
cuda,pnasnet5large,16,5.422103
cuda,poolformer_m36,64,4.618304
cuda,regnety_002,128,3.212458
cuda,repvgg_a2,128,3.464751
cuda,res2net101_26w_4s,64,7.752766
cuda,res2net50_14w_8s,128,6.912073
cuda,res2next50,128,3.821474
cuda,resmlp_12_224,128,1.660602
cuda,resnest101e,64,7.899962
cuda,rexnet_100,128,3.797555
cuda,sebotnet33ts_256,64,1.903881
cuda,selecsls42b,128,1.683389
cuda,spnasnet_100,128,3.744065
cuda,swin_base_patch4_window7_224,64,5.603920
cuda,swsl_resnext101_32x16d,32,4.470796
cuda,tf_efficientnet_b0,128,3.577991
cuda,tf_mixnet_l,128,6.014876
cuda,tinynet_a,128,4.181133
cuda,tnt_s_patch16_224,128,4.597468
cuda,twins_pcpvt_base,64,6.832606
cuda,visformer_small,128,1.884001
cuda,vit_base_patch16_224,64,2.013667
cuda,volo_d1_224,64,3.368109
cuda,xcit_large_24_p8_224,5,8.763194
